gene	direction	sources	n_sources	evidence_level	evidence_types	bulk_log2fc	bulk_pvalue	bulk_fdr	bulk_validated	msigdb_pathways
THBS2	up	CTHRC1_fibroblast	1	scrna_de	scrna_de	0.9749512336062828	0.0006513766185763	0.0049462849418068	True	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
LOX	up	TWIST1_FAP_fibroblast	1	scrna_de	scrna_de	0.4831392472559744	0.0008021041584998	0.0059005429987386	True	GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_FORMATION; REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
COL6A2	up	CTHRC1_fibroblast	1	scrna_de	scrna_de	0.6577064560067978	0.0009430506339914	0.006775857897996	True	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES; REACTOME_COLLAGEN_CHAIN_TRIMERIZATION; REACTOME_COLLAGEN_DEGRADATION; REACTOME_COLLAGEN_FORMATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS
COL11A1	up	CTHRC1_fibroblast	1	scrna_de	scrna_de	-0.0158814233912364	0.0021478863940423	0.0135597812464555	True	GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_PROTEOGLYCAN_METABOLIC_PROCESS; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES; REACTOME_COLLAGEN_CHAIN_TRIMERIZATION; REACTOME_COLLAGEN_DEGRADATION; REACTOME_COLLAGEN_FORMATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS
NOX4	up	TWIST1_FAP_fibroblast	1	scrna_de	scrna_de	0.7111469451208201	0.0050981778644662	0.0278655851984577	True	
COMP	up	CTHRC1_fibroblast	1	scrna_de	scrna_de	-0.0267899451914597	0.0100436821206877	0.048586610467916	True	GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_RESPONSE_TO_BMP; GOBP_WOUND_HEALING; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS
LRRC15	up	TWIST1_FAP_fibroblast	1	scrna_de	scrna_de	0.3704887051501018	0.0131932319311135	0.0605847489310165	False	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
PDGFRA	up	TWIST1_FAP_fibroblast	1	scrna_de	scrna_de	0.4327620747254785	0.0184853313260634	0.0792823539615897	False	GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_WOUND_HEALING
VIM	up	TWIST1_FAP_fibroblast	1	scrna_de	scrna_de	0.5262638794459451	0.0319946091533037	0.1226429907803847	False	GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS; GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
FN1	up	CTHRC1_fibroblast	1	scrna_de	scrna_de	0.6317113576855933	0.0556040486602058	0.1875508537618005	False	GOBP_INTEGRIN_ACTIVATION; GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION; GOBP_WOUND_HEALING; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_FIBRONECTIN_MATRIX_FORMATION; REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS; REACTOME_INTEGRIN_SIGNALING; REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS; REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS
LTBP2	up	TWIST1_FAP_fibroblast	1	scrna_de	scrna_de	0.308167320201109	0.1158349299460817	0.3276064690017914	False	GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY; HALLMARK_TGF_BETA_SIGNALING; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS; REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX; REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS
COL12A1	up	CTHRC1_fibroblast	1	scrna_de	scrna_de	0.6378321603180048	0.1777749018459966	0.4498153374326707	False	GOBP_COLLAGEN_FIBRIL_ORGANIZATION; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES; REACTOME_COLLAGEN_CHAIN_TRIMERIZATION; REACTOME_COLLAGEN_DEGRADATION; REACTOME_COLLAGEN_FORMATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
MYH11	up	CTHRC1_fibroblast	1	scrna_de	scrna_de	-0.2546644326385046	0.1801646399369834	0.4547884304606599	False	GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY
ACTA2	up	TWIST1_FAP_fibroblast	1	scrna_de	scrna_de	0.0836396610996121	0.3309169033820725	0.699258523996606	False	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TAGLN	up	CTHRC1_fibroblast	1	scrna_de	scrna_de	0.0461732769286191	0.972269169753152	1.0	False	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TNFAIP6	up	Kong_spatial_module	1	spatial_module	spatial_module	2.303485798143354	1.2854853135305395e-20	4.0035938769120876e-17	True	GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_RESPONSE_TO_BMP
CXCL1	up	Kong_spatial_module	1	spatial_module	spatial_module	3.002391845403569	2.3408777127631456e-20	5.608742999780497e-17	True	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CXCL3	up	Kong_spatial_module	1	spatial_module	spatial_module	2.733532469178721	9.556654539802352e-20	1.769371148705588e-16	True	
CXCL2	up	Kong_spatial_module	1	spatial_module	spatial_module	2.254894703259913	2.3991743765456453e-19	3.908926828218289e-16	True	
