drug_id,drug_name,n_group1,n_group2,median_group1,median_group2,cohens_d,mannwhitney_U,pvalue,fdr
BRD:BRD-K89839824-001-05-3,,401,155,-0.1067,-0.157,0.0293,31445.0,0.8289345092614103,0.965292628063653
BRD:BRD-K89665618-003-02-5,,396,158,-0.4336,-0.4446,0.0011,30916.0,0.8289599921108226,0.965292628063653
BRD:BRD-K00004591-001-01-9,BMS-986142,600,288,-0.552,-0.5357,0.0261,85627.0,0.8290603806366712,0.965292628063653
BRD:BRD-K73738482-001-01-7,NS-1643,600,288,-0.049,-0.0309,0.0472,87172.0,0.8292782511969798,0.965292628063653
BRD:BRD-A85242401-001-12-3,,400,160,-0.0601,-0.0528,-0.0224,31627.0,0.8294942151926705,0.965292628063653
BRD:BRD-K67831364-003-03-3,,402,162,-0.0492,-0.1032,0.0048,32939.0,0.8297586779927697,0.965292628063653
BRD:BRD-K00003272-001-01-9,dextrorotation-nimorazole-phosphate-ester,597,286,0.1253,0.1449,-0.0424,84608.0,0.8297689795886016,0.965292628063653
BRD:BRD-K24084088-001-11-3,,400,159,0.0892,0.0838,0.0011,32170.0,0.8301744201364122,0.965292628063653
BRD:BRD-A21280314-001-06-8,,389,152,0.0304,0.007,0.0281,29915.0,0.8301744536402796,0.965292628063653
BRD:BRD-A75369945-001-01-2,,396,158,0.0574,0.0126,0.0081,31649.0,0.8303349115670653,0.965292628063653
BRD:BRD-K88429204-001-35-1,,402,159,0.1424,0.0451,0.0601,32330.0,0.8304373875073444,0.965292628063653
BRD:BRD-K04266228-001-03-8,,348,125,0.0238,0.0479,0.0285,22031.0,0.8305563114685921,0.965292628063653
BRD:BRD-K76205745-237-22-9,losartan,600,288,-0.0818,-0.0738,-0.0021,85634.0,0.8305857497324859,0.965292628063653
BRD:BRD-K53123955-001-10-5,,395,157,-0.035,-0.0566,-0.0242,31369.0,0.830902860646556,0.965292628063653
BRD:BRD-K56156805-001-09-6,,395,153,-0.3253,-0.3329,-0.0633,29862.0,0.8309405695781421,0.965292628063653
BRD:BRD-K45216060-001-11-8,,381,154,-0.1869,-0.191,0.0174,29683.0,0.8310000274878209,0.965292628063653
BRD:BRD-K00004583-001-01-9,AC260584,600,288,-0.131,-0.1065,-0.0124,85636.0,0.8310216870160009,0.965292628063653
BRD:BRD-K11256763-001-01-5,,389,152,0.044,0.0304,0.0154,29913.0,0.8311288579671845,0.965292628063653
BRD:BRD-K05181084-003-03-7,,400,160,-0.0272,-0.0578,-0.0359,31631.0,0.8312974681252947,0.965292628063653
BRD:BRD-K53263234-001-05-2,,402,159,-0.1871,-0.2059,-0.0178,32328.0,0.8313389109827005,0.965292628063653
BRD:BRD-K96418224-300-01-8,,347,125,0.1155,0.0838,0.0085,21966.0,0.8316306297067682,0.965292628063653
BRD:BRD-K58648841-001-04-7,,400,160,-0.1586,-0.1457,-0.0229,31632.0,0.8317484205596787,0.965292628063653
BRD:BRD-K90574421-001-03-5,,399,157,-0.0498,-0.0458,-0.0357,30959.0,0.831878590534403,0.965292628063653
BRD:BRD-K91495480-001-02-2,,402,162,0.0501,0.0433,-0.0035,32934.0,0.8319855743110802,0.965292628063653
BRD:BRD-K36524108-065-04-0,,389,152,-0.0021,-0.0214,0.0587,29911.0,0.8320835114152211,0.965292628063653
BRD:BRD-K02292852-001-02-1,,401,155,-0.0438,-0.0386,0.0478,31438.0,0.8321483000920991,0.965292628063653
BRD:BRD-K53605365-001-01-4,,347,125,0.1648,0.1545,-0.0344,21410.0,0.8322272525308726,0.965292628063653
BRD:BRD-K18745919-001-01-3,,347,125,0.2007,0.203,-0.0611,21410.0,0.8322272525308726,0.965292628063653
BRD:BRD-K79608170-001-02-1,,347,125,-0.0505,-0.0663,0.0271,21965.0,0.8322272525308726,0.965292628063653
BRD:BRD-K42140276-402-01-4,,389,152,-0.0281,-0.0023,-0.0087,29218.0,0.8325609311330787,0.9653498501355199
BRD:BRD-K99506538-001-03-8,,389,152,0.0368,0.0072,-0.0625,29218.0,0.8325609311330787,0.9653498501355199
BRD:BRD-K11821338-300-02-9,PF-429242,599,287,-0.2961,-0.293,0.0723,86707.0,0.8333592804666337,0.9658246910869137
BRD:BRD-A84202322-001-01-7,,347,125,0.1903,0.1858,-0.0306,21412.0,0.8334207878581339,0.9658246910869137
BRD:BRD-K98357249-001-02-9,,401,155,0.1486,0.1855,-0.0238,30720.0,0.8335265017722928,0.9658246910869137
BRD:BRD-K00076962-001-02-9,Laflunimus,589,279,-0.0387,-0.0441,0.0052,82891.0,0.8335394241191921,0.9658246910869137
BRD:BRD-K07785030-001-01-6,,389,152,0.0826,0.0898,0.0303,29907.0,0.8339935602127563,0.9661860218127649
BRD:BRD-K92723993-001-06-7,,402,162,-0.6195,-0.6279,0.0622,32929.0,0.8342138200638838,0.9662763285966856
BRD:BRD-K93442924-001-03-4,,389,151,0.0065,-0.0069,-0.0844,29029.0,0.8345003196403932,0.9664109587127722
BRD:BRD-K03988082-001-01-7,,347,125,0.2803,0.2817,0.0237,21961.0,0.8346147072005443,0.9664109587127722
BRD:BRD-K50865540-001-02-3,PF-8380,600,288,0.0118,0.0588,-0.0246,85654.0,0.8349474470675156,0.9664967281454633
BRD:BRD-K61452026-001-04-6,,403,161,-0.0303,-0.0354,-0.0138,32806.0,0.8350272885125991,0.9664967281454633
BRD:BRD-K20655524-003-12-0,,387,154,-0.2761,-0.2668,0.0078,29457.0,0.8351158032443937,0.9664967281454633
BRD:BRD-K21908111-001-01-8,,400,159,-0.246,-0.2269,-0.0033,32158.0,0.8356096930143689,0.9665551886718826
BRD:BRD-K39009484-001-01-4,,389,151,0.0246,-0.0085,0.007,29707.0,0.8359397619857112,0.9665551886718826
BRD:BRD-K16732600-001-01-7,,396,158,0.081,0.0553,-0.0368,31636.0,0.8362988483049516,0.9665551886718826
BRD:BRD-K47642186-001-01-3,,396,158,-0.0916,-0.0627,0.0012,30932.0,0.8362988483049516,0.9665551886718826
BRD:BRD-A66920069-001-01-3,,403,161,0.0268,0.0336,-0.0294,32080.0,0.8363676491282132,0.9665551886718826
BRD:BRD-K80608265-001-01-6,,380,140,-0.0775,-0.0683,-0.0443,26286.0,0.8365735478574439,0.9665551886718826
BRD:BRD-A92448440-001-01-3,,348,125,0.22,0.2092,-0.0017,21480.0,0.837106157532906,0.9665551886718826
BRD:BRD-K81376179-001-04-8,,400,160,0.1763,0.198,0.0111,31644.0,0.8371641291998351,0.9665551886718826
BRD:BRD-K22482860-001-21-4,,401,155,0.0688,0.0512,-0.0474,30728.0,0.8372041968249258,0.9665551886718826
BRD:BRD-K45168550-001-01-9,,396,158,0.2407,0.2516,0.0313,31634.0,0.837217221922176,0.9665551886718826
BRD:BRD-K24600306-003-02-9,ML298,599,287,-0.0768,-0.0472,0.0113,85224.0,0.8373020702594295,0.9665551886718826
BRD:BRD-K41256143-001-12-7,,395,153,0.1747,0.1656,0.0267,30559.0,0.8375128472694003,0.9665551886718826
BRD:BRD-K56239177-300-01-3,,347,125,-0.9279,-0.8644,0.0864,21956.0,0.8376011680903727,0.9665551886718826
BRD:BRD-A28545468-003-16-6,,402,159,0.0581,0.0444,0.0253,32314.0,0.8376557263407631,0.9665551886718826
BRD:BRD-K12885236-001-02-7,,401,155,-0.5329,-0.509,0.0494,31426.0,0.8376641606803213,0.9665551886718826
BRD:BRD-K40175214-001-11-6,,402,162,-2.8741,-2.8522,-0.001,32203.0,0.837781776747799,0.9665551886718826
BRD:BRD-K18573821-001-03-9,PAOPA,600,288,0.0764,0.0799,0.097,87133.0,0.8377852842636099,0.9665551886718826
BRD:BRD-K86673452-001-01-7,,348,125,0.0368,0.0185,-0.0067,21482.0,0.8382982667335941,0.9665551886718826
BRD:BRD-K70759443-001-01-4,,348,125,0.0899,0.0855,0.0242,22018.0,0.8382982667335941,0.9665551886718826
BRD:BRD-K31471398-003-06-9,dihydrexidine,599,287,0.0478,0.0428,0.0294,85230.0,0.8386172472490175,0.9665551886718826
BRD:BRD-K52559566-001-02-9,,395,153,0.1156,0.1055,0.0164,30555.0,0.8393927465491653,0.9665551886718826
BRD:BRD-K48188942-001-03-7,,347,125,-0.0341,-0.017,0.0208,21422.0,0.8393941712696834,0.9665551886718826
BRD:BRD-K24790130-001-07-1,,400,160,0.0122,0.0149,0.0463,32351.0,0.839422969408508,0.9665551886718826
BRD:BRD-K00003355-001-01-9,fucoxanthin,600,288,0.0072,-0.0054,0.0088,87125.0,0.8395326975136767,0.9665551886718826
BRD:BRD-K57090026-001-04-9,I-CBP-112,599,287,-0.0565,-0.0617,0.0538,86678.0,0.8397135726747587,0.9665551886718826
BRD:BRD-K56839624-001-06-9,CQS,597,286,-0.0151,-0.0464,0.0,86087.0,0.8401156573166236,0.9665551886718826
BRD:BRD-K00003216-001-01-9,relugolix,600,288,-0.0854,-0.0664,-0.0285,85678.0,0.8401881819474762,0.9665551886718826
BRD:BRD-A29260609-003-26-0,,401,159,0.0365,0.0646,0.0215,31531.0,0.8402558787637282,0.9665551886718826
BRD:BRD-K14171291-001-01-4,,389,151,0.0559,0.0467,-0.0059,29041.0,0.8402613681679905,0.9665551886718826
BRD:BRD-K86301799-001-34-8,,401,158,0.0066,0.0036,0.0446,32026.0,0.8402988983232047,0.9665551886718826
BRD:BRD-K42981054-001-01-9,,395,153,0.0421,0.0398,0.011,29882.0,0.840333040622245,0.9665551886718826
BRD:BRD-K17205817-001-06-1,,403,161,0.0085,0.0331,0.0149,32089.0,0.8403915673828627,0.9665551886718826
BRD:BRD-K00003142-003-01-9,dasotraline,600,288,-0.0823,-0.092,0.0039,87121.0,0.8404067014114553,0.9665551886718826
BRD:BRD-A04447196-001-01-8,,389,152,0.031,0.0185,-0.0228,29893.0,0.8406863772798295,0.9665551886718826
BRD:BRD-A05523972-001-01-5,,401,158,0.2351,0.2843,0.0187,31333.0,0.8407536179720747,0.9665551886718826
BRD:BRD-A45044890-236-02-3,,401,158,0.3613,0.3189,-0.0215,32025.0,0.8407536179720747,0.9665551886718826
BRD:BRD-K65544384-001-15-8,,401,158,0.3092,0.2984,0.0436,32025.0,0.8407536179720747,0.9665551886718826
BRD:BRD-K83257731-003-23-5,,400,160,-1.8077,-1.7974,-0.0011,31652.0,0.8407789099506082,0.9665551886718826
BRD:BRD-A43885598-001-08-1,,382,148,0.185,0.1568,-0.0404,28586.0,0.8409052663585457,0.9665551886718826
BRD:BRD-K68402494-003-03-5,,400,160,0.0794,0.0792,-0.0427,31653.0,0.8412309953316255,0.9665551886718826
BRD:BRD-K57569181-001-27-5,,403,161,-0.0155,0.0026,-0.0086,32091.0,0.8412863420265418,0.9665551886718826
BRD:BRD-K28307902-001-21-7,,401,155,0.0627,0.0227,0.0193,31418.0,0.8413458561593148,0.9665551886718826
BRD:BRD-A62071884-001-04-6,,402,161,-0.0091,0.019,0.0355,32710.0,0.8416253410050656,0.9665551886718826
BRD:BRD-K32892871-003-02-9,JHW-007,599,287,-0.1811,-0.1921,0.0175,86669.0,0.8416877409413193,0.9665551886718826
BRD:BRD-K00073067-001-02-9,Artelinic acid,589,279,-0.688,-0.6579,-0.0507,81476.0,0.8416928628920733,0.9665551886718826
BRD:BRD-K94358652-001-02-1,,375,153,0.0015,0.009,0.0373,29005.0,0.8420089094899372,0.9665551886718826
BRD:BRD-K49555808-001-03-9,,395,153,-0.659,-0.7,0.0702,30549.0,0.8422143111108843,0.9665551886718826
BRD:BRD-K94848716-001-12-9,carbarsone,600,288,0.0685,0.0895,-0.0213,85688.0,0.8423739280790463,0.9665551886718826
BRD:BRD-K45014108-003-01-8,,400,159,0.3642,0.3686,-0.0312,31457.0,0.8424148102582487,0.9665551886718826
BRD:BRD-A59198242-003-02-9,,402,161,0.2237,0.2199,-0.0201,32014.0,0.8425223049872783,0.9665551886718826
BRD:BRD-K91904471-001-02-4,,395,153,-0.0153,-0.0214,-0.0443,29887.0,0.8426847699353456,0.9665551886718826
BRD:BRD-K00004737-001-01-9,nitroflurbiprofen,600,288,0.0136,0.0057,0.0197,87109.0,0.8430298896197026,0.9665551886718826
BRD:BRD-K21164796-001-02-8,,400,160,-0.1809,-0.1371,-0.0032,32343.0,0.8430398589898089,0.9665551886718826
BRD:BRD-K00084848-001-01-9,Sarolaner,589,279,-0.1387,-0.1249,0.0296,81482.0,0.8430534463442673,0.9665551886718826
BRD:BRD-A57806482-001-01-4,,348,125,0.206,0.2246,-0.0205,21490.0,0.8430703892786025,0.9665551886718826
BRD:BRD-K31385749-003-01-3,,396,158,-0.1619,-0.1422,-0.0195,30947.0,0.8431920039399421,0.9665551886718826
BRD:BRD-K00091279-001-01-9,Balovaptan,589,279,0.0585,0.0516,-0.0221,81483.0,0.8432802559193273,0.9665551886718826
BRD:BRD-K48059230-003-03-9,YM-298198-desmethyl,599,287,-0.0044,-0.0255,-0.0032,86661.0,0.8434433935204044,0.9665790113086153
BRD:BRD-K46209126-001-06-4,,348,125,0.0255,0.0439,-0.0331,21491.0,0.8436673137466518,0.9666724705264539
BRD:BRD-K25649279-001-02-0,,396,158,0.0884,0.0767,0.0935,31618.0,0.844572095633564,0.9675360262896789
BRD:BRD-K48470486-236-11-6,cefmetazole,599,287,0.0847,0.0811,-0.0441,85258.0,0.8447606441780389,0.9675360262896789
BRD:BRD-K56115039-003-02-1,,401,158,0.4141,0.4042,0.0817,32016.0,0.844848468316864,0.9675360262896789
BRD:BRD-K86864073-001-01-1,,389,151,-0.0053,-0.0044,0.0018,29051.0,0.8450688005524498,0.9675437300667974
BRD:BRD-K28494619-001-28-2,,400,159,0.3465,0.3579,-0.0131,31463.0,0.8451401860126915,0.9675437300667974
BRD:BRD-K00004710-001-01-9,R-1487,600,288,-0.0453,-0.0523,-0.001,87096.0,0.845873642578271,0.9680945577759587
BRD:BRD-K34675210-003-01-4,,347,125,0.0567,0.0268,-0.0217,21942.0,0.8459755820578655,0.9680945577759587
BRD:BRD-K28029915-001-02-2,,400,159,0.2376,0.2119,-0.028,32135.0,0.8460490582978702,0.9680945577759587
BRD:BRD-K77634909-001-03-5,,400,160,-0.0616,-0.0517,-0.0315,31664.0,0.8462073582435747,0.9681125463308968
BRD:BRD-K00074789-001-02-9,Spirapril Hydrochloride,589,279,-0.0881,-0.084,-0.0272,81497.0,0.8464569464961224,0.9682349505910833
BRD:BRD-K84034737-001-01-1,,348,125,-5.098,-5.0961,-0.0276,21497.0,0.8472507348763848,0.9687621938963974
BRD:BRD-K59058747-001-20-9,,396,158,0.0502,0.0405,0.0341,31612.0,0.8473337066078258,0.9687621938963974
BRD:BRD-K87595680-001-05-9,sobuzoxane,597,286,-0.1242,-0.1029,0.0854,86052.0,0.8478387207354596,0.9687621938963974
BRD:BRD-K59013864-001-01-1,,403,161,-0.1079,-0.1068,0.0841,32777.0,0.8480036100965462,0.9687621938963974
BRD:BRD-A44936478-001-01-1,,376,154,0.0918,0.0726,-0.0148,29259.0,0.8481508816700141,0.9687621938963974
BRD:BRD-K00091120-001-01-9,ALK2-IN-1,589,279,-0.2547,-0.2362,0.0284,81505.0,0.8482733227769396,0.9687621938963974
BRD:BRD-K00003254-001-01-9,tavilermide,600,288,0.0347,0.0174,0.0213,87085.0,0.8482814658378768,0.9687621938963974
BRD:BRD-K54093161-001-01-8,,347,125,0.2423,0.2307,0.0124,21938.0,0.8483715147357788,0.9687621938963974
BRD:BRD-K74396648-001-01-4,,348,125,0.1137,0.096,0.0098,22001.0,0.8484459145875123,0.9687621938963974
BRD:BRD-K67783091-001-26-1,,401,158,0.184,0.1864,-0.019,31350.0,0.8484918615679233,0.9687621938963974
BRD:BRD-A40084411-003-07-7,,395,153,0.1352,0.1358,-0.0491,29900.0,0.8488057851100221,0.9687621938963974
BRD:BRD-K10836013-001-01-3,,403,161,-0.0598,-0.0838,-0.0328,32108.0,0.848900091761492,0.9687621938963974
BRD:BRD-K68567222-001-01-2,,400,157,-0.0262,-0.0465,-0.0421,31074.0,0.8489346249574178,0.9687621938963974
BRD:BRD-K53414658-001-08-2,,387,154,-0.3057,-0.3818,-0.0182,30112.0,0.8489413384734975,0.9687621938963974
BRD:BRD-K51207550-001-23-0,,399,160,-0.0459,-0.0706,-0.0426,31591.0,0.8490579993928514,0.9687621938963974
BRD:BRD-A37441042-003-04-8,,400,160,-0.1749,-0.1586,-0.0322,31671.0,0.8493773447239733,0.9688064724868062
BRD:BRD-K72514671-001-01-4,,347,125,-0.3632,-0.3356,-0.0208,21439.0,0.8495700080955586,0.9688064724868062
BRD:BRD-A57133765-300-01-7,,347,125,0.1572,0.1479,0.0095,21936.0,0.8495700080955586,0.9688064724868062
BRD:BRD-K00005238-001-01-9,alpha-glucosyl-hesperidin,597,286,0.0527,0.0152,-0.0271,86043.0,0.8498270463439334,0.9688064724868062
BRD:BRD-A79643124-001-01-9,,347,125,0.262,0.2567,-0.0088,21935.0,0.8501693853487953,0.9688064724868062
BRD:BRD-K00004586-001-01-9,BMS-986020,600,288,-0.2229,-0.2434,0.0249,87076.0,0.850252557724842,0.9688064724868062
BRD:BRD-K73610817-001-10-9,UC-112,600,288,-0.6556,-0.6207,0.0137,85724.0,0.850252557724842,0.9688064724868062
BRD:BRD-K06455935-001-01-3,,389,151,0.1376,0.1397,0.0573,29677.0,0.8503636411825382,0.9688064724868062
BRD:BRD-K64880136-001-02-6,,347,125,0.087,0.0345,-0.0746,21934.0,0.8507688492002946,0.9688064724868062
BRD:BRD-K29812331-011-01-7,,389,151,-0.1683,-0.1942,-0.0609,29063.0,0.8508453288683745,0.9688064724868062
BRD:BRD-K00003304-001-01-9,MK-1064,600,288,-0.0163,-0.0291,-0.0106,85727.0,0.8509097970138589,0.9688064724868062
BRD:BRD-K13261168-300-01-0,,400,159,0.1855,0.1773,0.0843,32124.0,0.8510514865799924,0.9688064724868062
BRD:BRD-K59256312-066-15-7,,389,151,-0.0239,-0.0548,-0.0136,29675.0,0.851327072217579,0.9688064724868062
BRD:BRD-K12184916-001-15-4,,400,162,-1.5654,-1.5921,0.0234,32727.0,0.8514611480290611,0.9688064724868062
BRD:BRD-A91366704-001-01-9,,401,159,-0.0087,0.0024,0.0215,31556.0,0.8515933139622471,0.9688064724868062
BRD:BRD-K81272440-236-13-5,,395,153,-0.08,-0.0239,0.0162,29906.0,0.851633970219471,0.9688064724868062
BRD:BRD-A88369366-001-01-7,,402,159,-0.0309,-0.052,-0.0102,31635.0,0.8516796876462582,0.9688064724868062
BRD:BRD-A04506385-001-01-2,,395,157,-0.2729,-0.2887,0.0148,31324.0,0.8517196478585725,0.9688064724868062
BRD:BRD-K81447180-003-21-4,,387,154,-0.0552,-0.08,0.0089,30106.0,0.8518077526872213,0.9688064724868062
BRD:BRD-A09722536-002-18-0,,400,159,0.3225,0.3314,-0.0411,31478.0,0.8519616695284149,0.9688192490534144
BRD:BRD-K00077266-001-02-9,CCR2 antagonist 3,589,279,0.0255,0.0425,0.0086,81522.0,0.8521357870807089,0.9688549889949788
BRD:BRD-K34022604-001-06-6,,400,162,-2.1552,-2.1628,-0.0168,32075.0,0.8523605450131079,0.968880295882194
BRD:BRD-K00005337-001-01-9,DIM-C-pPhCO2Me,600,288,-2.5681,-2.5421,-0.0167,85734.0,0.8524437574241616,0.968880295882194
BRD:BRD-K67298865-001-09-0,,402,159,-0.3934,-0.3918,0.0475,32281.0,0.8525861219287348,0.968880295882194
BRD:BRD-K90065682-300-02-6,,400,162,0.0177,0.0356,0.024,32076.0,0.8528103155830158,0.9689728987296984
BRD:BRD-A45498368-001-07-1,,400,160,-2.8656,-2.9269,0.0091,32321.0,0.8530031678514141,0.9690298661052538
BRD:BRD-K17203476-001-01-9,,400,162,-1.3983,-1.4739,-0.0477,32079.0,0.8541599138901446,0.9694194724950159
BRD:BRD-A94033181-001-01-4,,401,155,0.109,0.1107,0.0126,31390.0,0.8542586220295083,0.9694194724950159
BRD:BRD-A63344375-001-01-8,,347,125,0.1691,0.143,-0.0107,21928.0,0.8543674319251585,0.9694194724950159
BRD:BRD-K28570407-001-02-0,,397,158,0.0469,0.0417,0.0079,31050.0,0.8545570090474649,0.9694194724950159
BRD:BRD-K54634444-001-05-9,,400,162,0.0056,-0.0459,-0.0183,32080.0,0.8546098750485691,0.9694194724950159
BRD:BRD-K00003229-001-01-9,verubecestat,600,288,0.0218,0.0029,-0.0239,87056.0,0.8546360965291451,0.9694194724950159
BRD:BRD-K00091286-001-01-9,Batabulin,589,279,-3.8533,-3.8806,0.0089,81533.0,0.8546369257896523,0.9694194724950159
BRD:BRD-K49294207-300-03-8,,397,157,-0.0747,-0.0586,0.0156,30853.0,0.8546629464241674,0.9694194724950159
BRD:BRD-M29936662-001-02-0,,403,161,-0.0306,-0.0451,0.0257,32121.0,0.8547319363855835,0.9694194724950159
BRD:BRD-A27911617-001-01-7,,347,125,0.3704,0.3763,0.0145,21448.0,0.8549674924875563,0.9694194724950159
BRD:BRD-K15256258-001-01-3,,348,125,-0.0462,-0.0315,0.0403,21990.0,0.8550255611073233,0.9694194724950159
BRD:BRD-K00004725-001-01-9,voruciclib,597,286,0.0413,0.0243,-0.0225,84723.0,0.8551338861376532,0.9694194724950159
BRD:BRD-A85667082-001-12-7,,401,158,-0.2777,-0.2644,0.0055,31365.0,0.8553318962937224,0.9694194724950159
BRD:BRD-A24543851-001-05-7,,400,159,-0.1226,-0.1097,0.0446,32114.0,0.8556043615455541,0.9694194724950159
BRD:BRD-K68805147-001-01-8,,403,161,-0.1018,-0.1041,-0.0062,32123.0,0.8556298564047524,0.9694194724950159
BRD:BRD-K69001009-001-02-8,,401,155,0.0886,0.1362,0.0021,30768.0,0.8556445151743446,0.9694194724950159
BRD:BRD-K63784565-001-06-2,,376,154,-3.3811,-3.3257,0.0535,29243.0,0.8559887161668558,0.9694194724950159
BRD:BRD-K96319534-003-03-9,,402,162,0.1793,0.1775,-0.0032,32244.0,0.8561184124411596,0.9694194724950159
BRD:BRD-K00091067-376-01-9,AMXT-1501 tetrahydrochloride,589,279,0.0333,0.0516,-0.0547,81540.0,0.8562293220419122,0.9694194724950159
BRD:BRD-A76672327-003-02-0,,395,153,0.1551,0.1419,0.0509,30519.0,0.8563518375027854,0.9694194724950159
BRD:BRD-K00003471-001-01-9,rislenemdaz,597,286,0.0432,0.0375,-0.009,84729.0,0.8564616303612704,0.9694194724950159
BRD:BRD-K78318619-001-02-7,,402,162,-0.4909,-0.4915,-0.0515,32245.0,0.8565666615676644,0.9694194724950159
BRD:BRD-K70601687-001-01-3,,389,151,-0.0664,-0.0767,-0.0366,29075.0,0.8566298726023704,0.9694194724950159
BRD:BRD-K00079290-001-02-9,PCO371,589,279,-0.1209,-0.1192,0.0086,82788.0,0.8569119571930595,0.9694225168891787
BRD:BRD-K00085357-001-01-9,Fluciclovine,589,278,0.0125,0.0281,0.0327,82492.0,0.8569181069762666,0.9694225168891787
BRD:BRD-K00004681-001-01-9,5-octanoylsalicylic-acid,600,288,-0.0362,-0.0225,-0.0142,85756.0,0.8572683841778351,0.9696299298222263
BRD:BRD-K50938287-036-13-8,,401,158,0.1416,0.1509,0.0133,31988.0,0.8576143521562803,0.9696299298222263
BRD:BRD-K00003396-001-01-9,CEP-40783,600,288,-2.5353,-2.474,0.0339,87042.0,0.8577072539769846,0.9696299298222263
BRD:BRD-K09597601-001-02-9,UBP-310,599,287,-0.0203,-0.0231,-0.042,85318.0,0.8579564383480778,0.9696299298222263
BRD:BRD-K47827687-001-02-2,,396,157,0.0468,0.0569,0.07,31389.0,0.8582898160183222,0.9696299298222263
BRD:BRD-K20431737-001-08-1,,400,159,0.1849,0.179,0.0136,32108.0,0.8583384055844143,0.9696299298222263
BRD:BRD-K31476763-001-01-5,,400,155,-0.1669,-0.1594,0.0735,31303.0,0.858348219841166,0.9696299298222263
BRD:BRD-K94559059-091-01-6,,401,155,0.053,0.0591,0.0012,30774.0,0.8584176334161188,0.9696299298222263
BRD:BRD-K71467466-001-02-3,,403,161,-3.8298,-3.6383,-0.0212,32130.0,0.8587740412933659,0.9696299298222263
BRD:BRD-A53813595-001-01-8,,403,161,0.0378,0.0465,-0.0007,32130.0,0.8587740412933659,0.9696299298222263
BRD:BRD-K96436774-001-01-8,,401,158,-0.0926,-0.0588,0.0217,31373.0,0.8589843985768317,0.9696299298222263
BRD:BRD-K87343924-001-16-9,wortmannin,600,288,-0.7574,-0.7185,-0.0105,85764.0,0.8590241267626681,0.9696299298222263
BRD:BRD-K13302470-001-02-7,,403,161,-0.1525,-0.1595,-0.0269,32752.0,0.8592233946754488,0.9696299298222263
BRD:BRD-K00003247-001-01-9,bictegravir,600,288,-0.0188,-0.0039,-0.0137,85766.0,0.859463171711344,0.9696299298222263
BRD:BRD-K00004554-001-01-9,lodenosine,597,286,0.0741,0.0878,0.0088,85999.0,0.8595612741705784,0.9696299298222263
BRD:BRD-K52662033-003-21-2,,349,138,0.0634,0.0372,0.0277,24329.0,0.8596266632485747,0.9696299298222263
BRD:BRD-K66353228-001-14-6,,400,160,0.0618,0.0531,-0.0043,32306.0,0.859809905571286,0.9696299298222263
BRD:BRD-K56542719-065-01-4,,402,159,-0.1519,-0.1507,-0.0361,31653.0,0.859844507823341,0.9696299298222263
BRD:BRD-A29700858-304-01-8,,372,153,-0.2152,-0.2154,0.04,28737.0,0.860041214749983,0.9696299298222263
BRD:BRD-K00091282-001-01-9,Fosdagrocorat,589,279,0.0734,0.0889,-0.0314,81557.0,0.8600989952264267,0.9696299298222263
BRD:BRD-K63151507-001-02-4,,395,153,-0.1755,-0.1851,0.0066,30511.0,0.8601298392480546,0.9696299298222263
BRD:BRD-A79726147-001-02-9,CCG-1423,600,288,0.3481,0.322,-0.0396,85771.0,0.8605609739092512,0.9696299298222263
BRD:BRD-K91403886-003-02-9,YIL-781,599,287,-0.0366,-0.0341,0.0,86583.0,0.8606004904983431,0.9696299298222263
BRD:BRD-K11129031-001-27-5,,382,153,-0.2508,-0.2383,-0.0704,28939.0,0.860716367103181,0.9696299298222263
BRD:BRD-K31792052-004-02-7,,347,125,0.1339,0.1533,0.0146,21917.0,0.8609726559555689,0.9696299298222263
BRD:BRD-A25043798-001-02-9,casin,599,287,-0.2324,-0.2058,0.025,85332.0,0.8610413186497847,0.9696299298222263
BRD:BRD-K43002771-034-01-6,,395,153,0.0877,0.1206,0.0337,30509.0,0.8610748436568991,0.9696299298222263
BRD:BRD-K26823213-001-02-9,,401,155,-0.41,-0.3757,0.0001,30780.0,0.8611924996869093,0.9696299298222263
BRD:BRD-K27911943-001-02-8,,399,157,-0.1241,-0.1319,-0.0526,31023.0,0.861267910249429,0.9696299298222263
BRD:BRD-K09353376-001-03-9,,376,154,-0.0029,-0.0285,0.0165,29232.0,0.861385528230879,0.9696299298222263
BRD:BRD-K00003518-004-01-9,methylbenactyzium-bromide,597,286,-0.2027,-0.2329,-0.0094,85989.0,0.8617766341166219,0.9696663876762202
BRD:BRD-K00003149-001-01-9,Ro-5028442,597,286,-0.127,-0.1321,-0.0086,85989.0,0.8617766341166219,0.9696663876762202
BRD:BRD-K13238618-001-05-9,,400,160,-0.2292,-0.2196,0.0147,32301.0,0.86208116110959,0.9696663876762202
BRD:BRD-K00004622-001-01-9,MM-206,600,288,-1.0406,-0.9828,0.0267,85778.0,0.8620983493115858,0.9696663876762202
BRD:BRD-K72005722-001-01-2,,400,162,-0.001,-0.0141,-0.0073,32097.0,0.8622663331850798,0.9696663876762202
BRD:BRD-A21544762-303-01-5,,389,152,-0.01,-0.0024,-0.0192,29280.0,0.862274764181004,0.9696663876762202
BRD:BRD-A65615053-003-02-2,,401,155,-0.1446,-0.1141,-0.0292,30784.0,0.8630433650984868,0.9703494106226559
BRD:BRD-K40870905-001-01-7,,400,162,-0.1282,-0.0962,-0.0053,32099.0,0.8631679587865746,0.9703494106226559
