gene,n_mutant,n_wt,median_dep_mutant,median_dep_wt,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,fdr,significant
CDS2,41,17,-0.1760623564431149,-0.2934313714335054,0.14977148467841478,-0.4162719107620911,0.7158148801189206,357.0,0.8913003444570737,0.974224742017942,False
PCDHGC4,41,17,0.0236527790471958,-0.001558635625499,0.14983663167236977,-0.4162073347288226,0.7158805980735621,374.0,0.6693360983888843,0.9143994763473952,False
EGF,41,17,-0.0035425286398084,-0.046128554426069,0.1498371838449002,-0.41620678739669625,0.7158811550864966,433.0,0.15131006021168297,0.6102839095204546,False
CCDC144A,41,17,-0.2221185875093962,-0.2157537463265935,0.14991451331531427,-0.41613013598055104,0.7159591626111795,358.0,0.8778136665629434,0.9717246506817945,False
GLI2,41,17,-0.0249946691340924,-0.0657266572961622,0.14995219345472216,-0.41609278636143826,0.7159971732708825,377.0,0.6324320889629871,0.8977709151144974,False
SMIM5,41,17,-0.0948086704248497,-0.131802972628291,0.14999730081984705,-0.4160480747752666,0.7160426764149608,359.0,0.8643623609641163,0.9682230187334679,False
STRN3,41,17,-0.1699572784377673,-0.1843178941069559,0.15001155910696148,-0.4160339416172574,0.7160570598311804,390.0,0.4836916853907064,0.8380502637876968,False
SEMA3G,41,17,-0.0818985231353645,-0.0821926076735735,0.1500252194116136,-0.4160204012050145,0.7160708400282417,363.0,0.8109867619208595,0.9536573802913082,False
COL6A3,41,17,0.0557337074930913,0.0249748869818351,0.1500395993770168,-0.41600614746003517,0.7160853462140688,382.0,0.5729458306547286,0.8744626299858982,False
TMEM260,41,17,-0.0138694761542724,-0.0311916729425508,0.15004497309168013,-0.416000820916354,0.7160907670997143,377.0,0.6324320889629871,0.8977709151144974,False
LGALS9,41,17,-0.2499811607018071,-0.3029254923276424,0.1500781268073304,-0.41596795826447336,0.7161242118791342,393.0,0.45227692971820543,0.8225613240181718,False
ERICH4,34,14,-0.1114898516754037,-0.14164269988285544,0.15008372170877318,-0.4730337198375334,0.7732011632550797,250.0,0.7942099881234611,0.9488408991026736,False
PGAP1,41,17,-0.0250045684813609,-0.0694552985580457,0.15012814397252042,-0.4159183803323939,0.7161746682774347,399.0,0.39303922132692193,0.7923595862792655,False
ZNF576,41,17,-0.005673312445478,0.0098721056306064,0.15014208163031262,-0.41590456509621243,0.7161887283568377,362.0,0.8242587194532638,0.9571151483819821,False
ATP6V1B2,41,17,-2.1905680161872945,-2.1501831551876345,0.15018753688656625,-0.41585950917562176,0.7162345829487543,358.0,0.8778136665629434,0.9717246506817945,False
EIF4A1,41,17,-1.3250870377330148,-1.5368997592042768,0.15020120762992517,-0.4158459585567118,0.7162483738165621,397.0,0.4122423561006241,0.8018979426904856,False
