gene,n_mutant,n_wt,median_dep_mutant,median_dep_wt,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,fdr,significant
FHOD3,10,19,0.12403839024109405,0.0810929070727205,-0.07836871865583714,-0.8443548149571605,0.6876173776454861,101.0,0.8007648962689764,0.9988360751396637,False
ZNF830,10,19,-1.0911011626674116,-1.0099581827917892,-0.07833870518170209,-0.8443245981428452,0.6876471877794411,71.0,0.28092044199233435,0.9903312655330845,False
TNRC6A,10,19,-0.048172447561262405,-0.0287190165166668,-0.07833297086623957,-0.844318824986463,0.6876528832539839,98.0,0.9086766781799486,0.9988360751396637,False
THOP1,10,19,-0.1583709316292906,-0.157361718476321,-0.07830766994142638,-0.8442933527218169,0.6876780128389642,92.0,0.9086766781799486,0.9988360751396637,False
PGK1,10,19,-0.7956518913624675,-0.9591989678062188,-0.07828823074704838,-0.8442737819212753,0.6876973204271786,89.0,0.8007648962689764,0.9988360751396637,False
CNTNAP1,10,19,-0.25284850007641446,-0.2405761583747685,-0.07825372108749473,-0.8442390387067585,0.6877315965317691,93.0,0.9451291408968046,0.9999464088524015,False
RAB30,10,19,0.0420564358110842,0.0464852885094626,-0.07823731148382153,-0.8442225180820361,0.687747895114393,91.0,0.8724155330531143,0.9988360751396637,False
XAB2,10,19,-2.5031729837629895,-2.4406875537805233,-0.07820330974989512,-0.8441882863795462,0.6877816668797561,81.0,0.5356380746830408,0.9980669708082962,False
YPEL2,10,19,0.04920200012412375,0.0754220751294062,-0.07820003383155526,-0.8441849883100171,0.6877849206469066,77.0,0.42200070503759224,0.9957671514424514,False
HEY2,10,19,0.05529943693455765,0.0383637489856532,-0.07817646301015527,-0.8441612581341671,0.6878083321138566,98.0,0.9086766781799486,0.9988360751396637,False
RILP,10,19,-0.2169748864498857,-0.2385810079320879,-0.07805877548077714,-0.8440427756769443,0.6879252247153901,88.0,0.765519648010929,0.9988360751396637,False
ADISSP,10,19,-0.007353372087813498,-0.0157411799959535,-0.07798385662172583,-0.8439673513971522,0.6879996381537006,84.0,0.629967182435291,0.9986718302588392,False
HOXB6,10,19,-0.1539980226544515,-0.1448465303594932,-0.07798027273997862,-0.8439637433498272,0.6880031978698699,99.0,0.8724155330531143,0.9988360751396637,False
TMEM127,10,19,-0.3126444800198521,-0.2918698305214681,-0.07796980553184307,-0.843953205569229,0.6880135945055429,89.0,0.8007648962689764,0.9988360751396637,False
KRTAP23-1,10,19,-0.13077509898807305,-0.1347135203427783,-0.07796111486712455,-0.8439444563171288,0.6880222265828797,94.0,0.981696878345011,0.9999464088524015,False
TIMM10,10,19,-1.7596994114690472,-1.5167539067653677,-0.07795401805576702,-0.843937311668058,0.6880292755565238,88.0,0.765519648010929,0.9988360751396637,False
VRTN,10,19,-0.15056309923017275,-0.1144040440091194,-0.07790746902681651,-0.8438904489723998,0.6880755109187667,85.0,0.6629166175161066,0.9988360751396637,False
MINDY1,10,19,-0.1717526534467949,-0.1602287750288024,-0.07778077924076514,-0.8437629064461236,0.6882013479645934,87.0,0.730753334722013,0.9988360751396637,False
SETMAR,10,19,0.0710420160580545,0.0467233661970872,-0.07773338117458746,-0.8437151897033203,0.6882484273541453,90.0,0.8364205468225865,0.9988360751396637,False
TMED10,10,19,-0.9104215066693668,-0.7366791423657773,-0.0777291167383308,-0.8437108966050292,0.6882526631283675,83.0,0.5977379870507809,0.9980669708082962,False
HSF4,10,19,-0.13381132989167116,-0.1210806401610039,-0.07771208518671036,-0.8436937505969916,0.6882695802235709,95.0,1.0,1.0,False
CNNM1,10,19,-0.047387918193582554,-0.0210857206538348,-0.07770151142154857,-0.8436831057860132,0.6882800829429161,79.0,0.4769672635392853,0.9980669708082962,False
ZNF282,10,19,-0.00323984489994305,0.0026303350501861,-0.07768396170786374,-0.8436654381759832,0.6882975147602557,90.0,0.8364205468225865,0.9988360751396637,False
BCAT2,10,19,0.0583518703452546,0.0986144519366801,-0.07766573124526209,-0.8436470852720487,0.6883156227815245,77.0,0.42200070503759224,0.9957671514424514,False
TULP3,10,19,0.10470821094416305,0.0974505977944643,-0.07759080088340281,-0.8435716519566732,0.6883900501898674,101.0,0.8007648962689764,0.9988360751396637,False
CARS2,10,19,-0.089360402281793,-0.1257862846168425,-0.07753393948137001,-0.8435144092087946,0.6884465302460546,91.0,0.8724155330531143,0.9988360751396637,False
STPG2,10,19,-0.04713937602339455,-0.0088416457014371,-0.07748446953300889,-0.8434646077132655,0.6884956686472476,84.0,0.629967182435291,0.9986718302588392,False
C2orf66,10,19,0.12055293556906654,0.1352694250045383,-0.07745348126962612,-0.8434334118745277,0.6885264493352754,88.0,0.765519648010929,0.9988360751396637,False
ARLN,10,19,-0.009684440768696699,-0.0082051513454636,-0.07737259194101186,-0.8433519810984976,0.6886067972164739,93.0,0.9451291408968046,0.9999464088524015,False
FAM199X,10,19,0.09429568722147724,0.0779023387519382,-0.07735550008628725,-0.8433347749086917,0.6886237747361172,101.0,0.8007648962689764,0.9988360751396637,False
TULP2,10,19,-0.06874693863260939,-0.1090172121045353,-0.0772851790689717,-0.8432639837481315,0.6886936256101881,99.0,0.8724155330531143,0.9988360751396637,False
RAB27B,10,19,0.1016634932550998,0.0788332147881572,-0.07727394914938507,-0.8432526787885548,0.6887047804897848,96.0,0.981696878345011,0.9999464088524015,False
DUSP22,10,19,-0.26376815699554373,-0.2480679699735254,-0.07725057404267789,-0.8432291475208621,0.6887279994355063,87.0,0.730753334722013,0.9988360751396637,False
ZNF234,10,19,-0.0028536453856586,0.0050781485553706,-0.07723038319899933,-0.8432088218271595,0.6887480554291608,88.0,0.765519648010929,0.9988360751396637,False
GSKIP,10,19,0.14836917832275284,0.1428858426405524,-0.07718293224314456,-0.8431610540959026,0.6887951896096135,90.0,0.8364205468225865,0.9988360751396637,False
TNFAIP3,10,19,0.0980430221329691,0.0331994866384669,-0.07717063581669432,-0.8431486756121113,0.6888074039787225,95.0,1.0,1.0,False
PLPPR3,10,19,-0.0857762507098229,-0.0655809426365589,-0.07710589563137145,-0.843083503613701,0.688871712350958,94.0,0.981696878345011,0.9999464088524015,False
MFSD8,10,19,0.01009940348980445,0.0073760567975042,-0.07709432195603427,-0.8430718527808149,0.6888832088687463,87.0,0.730753334722013,0.9988360751396637,False
USP34,10,19,-0.0352387233314949,0.032452429150302,-0.07698381799379217,-0.8429606127110626,0.6889929767234783,89.0,0.8007648962689764,0.9988360751396637,False
NDUFS2,10,19,-0.248885556890718,-0.243156488063914,-0.07697246086241624,-0.8429491799854553,0.6890042582606227,86.0,0.6965315574003802,0.9988360751396637,False
MMP20,10,19,-0.02242474530836315,0.0482548492514468,-0.07696613991903127,-0.8429428169740504,0.6890105371359879,76.0,0.395971322295421,0.9931030029289676,False
TRAPPC5,10,19,-0.809099367706178,-0.7971278683624076,-0.07692897819289883,-0.8429054079938539,0.6890474516080564,97.0,0.9451291408968046,0.9999464088524015,False
MAIP1,10,19,-0.11436323178973651,-0.1544860224020849,-0.07692239152385769,-0.8428987775131227,0.6890539944654073,95.0,1.0,1.0,False
RFESD,10,19,0.077600910744305,0.0478601113712502,-0.07689023472163639,-0.8428664068715077,0.689085937428235,86.0,0.6965315574003802,0.9988360751396637,False
SCARB1,10,19,-0.1330416466211318,-0.0957237992188163,-0.07674221441234745,-0.8427174033948115,0.6892329745701167,76.0,0.395971322295421,0.9931030029289676,False
CCR3,10,19,-0.0626343252101846,-0.1179729073779921,-0.07670792625130111,-0.84268288775805,0.6892670352554479,100.0,0.8364205468225865,0.9988360751396637,False
ABITRAM,10,19,0.0547504309887802,0.0603527755814006,-0.0767024252257909,-0.8426773502469009,0.6892724997953192,88.0,0.765519648010929,0.9988360751396637,False
SIMC1,10,19,-0.20571773646342562,-0.1910003103974651,-0.07656106324645857,-0.8425350515789799,0.6894129250860627,87.0,0.730753334722013,0.9988360751396637,False
NCOA4,10,19,-0.5673097504263845,-0.4302089048054525,-0.07651794288359505,-0.8424916458369318,0.6894557600697417,91.0,0.8724155330531143,0.9988360751396637,False
KIF16B,10,19,0.0004980171644782504,0.0214667744200496,-0.0764881712571305,-0.8424616772696499,0.689485334755389,88.0,0.765519648010929,0.9988360751396637,False
PRRG4,10,19,-0.0299580392928908,-0.0409002810887309,-0.07647700135128518,-0.84245043349407,0.6894964307914996,94.0,0.981696878345011,0.9999464088524015,False
SOD3,10,19,0.06126242972025925,0.1319298702974125,-0.07641973683112284,-0.8423927904368167,0.6895533167745711,76.0,0.395971322295421,0.9931030029289676,False
GUCY2F,10,19,0.17048827584888843,0.1377835427010413,-0.07638103834795495,-0.8423538363045456,0.6895917596086357,101.0,0.8007648962689764,0.9988360751396637,False
PLLP,10,19,0.07599246302093496,0.0734377261440045,-0.07631858102770417,-0.8422909666530318,0.6896538045976235,89.0,0.8007648962689764,0.9988360751396637,False
RAB23,10,19,-0.20680075189117664,-0.192909396190454,-0.07623790203838941,-0.8422097555354275,0.6897339514586487,90.0,0.8364205468225865,0.9988360751396637,False
ZNF232,10,19,-0.0986170146210925,-0.0853143313824871,-0.07614719603935045,-0.8421184519453712,0.6898240598666702,91.0,0.8724155330531143,0.9988360751396637,False
C21orf140,10,19,0.1453513143154703,0.1302393995717148,-0.07605450519058994,-0.8420251511634311,0.6899161407822512,96.0,0.981696878345011,0.9999464088524015,False
BTN3A1,10,19,0.06343366428391109,0.0818125262059347,-0.07605433241900385,-0.8420249772556501,0.6899163124176424,87.0,0.730753334722013,0.9988360751396637,False
CATSPER1,10,19,-0.122041200635498,-0.1004615437478261,-0.0759929584571993,-0.8419631998444899,0.6899772829300912,91.0,0.8724155330531143,0.9988360751396637,False
LPCAT1,10,19,0.090625487261452,0.0698663000378693,-0.0759851653943468,-0.8419553555762602,0.6899850247875667,98.0,0.9086766781799486,0.9988360751396637,False
RILPL1,10,19,-0.19080966875428584,-0.1649778413444617,-0.0759177598290672,-0.8418875073325697,0.6900519876744352,93.0,0.9451291408968046,0.9999464088524015,False
WFDC3,10,19,0.01857017470026115,0.0137477740354251,-0.07591616660740844,-0.8418859036523576,0.6900535704375408,89.0,0.8007648962689764,0.9988360751396637,False
LRPPRC,10,19,-0.28218395999317714,-0.2350829565009596,-0.07589328149751749,-0.8418628683395287,0.6900763053444937,82.0,0.566279574045329,0.9980669708082962,False
LUZP2,10,19,-0.0286014936218245,-0.058099366458405,-0.07574338725389819,-0.8417119914068176,0.6902252168990213,100.0,0.8364205468225865,0.9988360751396637,False
HTR1D,10,19,0.08361963676470335,0.084249361157329,-0.07574212021118995,-0.8417107160658012,0.6902264756434212,91.0,0.8724155330531143,0.9988360751396637,False
FAM184A,10,19,0.08241458399920745,0.0953523168358929,-0.07573282058306072,-0.8417013555353823,0.6902357143692608,82.0,0.566279574045329,0.9980669708082962,False
E2F8,10,19,0.0760912048587182,0.0993334585948424,-0.07572099508389517,-0.8416894526030562,0.6902474624352658,86.0,0.6965315574003802,0.9988360751396637,False
WNT9B,10,19,-0.10979019087950875,-0.0786411166314494,-0.0757008917673513,-0.8416692176780821,0.6902674341433795,89.0,0.8007648962689764,0.9988360751396637,False
C5orf24,10,19,-0.08829391658060545,0.0007696741083155,-0.0756961933924274,-0.8416644885497981,0.6902721017649434,85.0,0.6629166175161066,0.9988360751396637,False
RNF113A,10,19,-0.9188647764607403,-0.970116922745753,-0.07564362648273215,-0.8416115776918119,0.6903243247263476,92.0,0.9086766781799486,0.9988360751396637,False
