gene,n_Y220C,n_other_mut,median_Y220C,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
BRWD1,11,784,-0.1248299682729578,-0.12879481996838588,-0.07639590936746626,-0.6714903974386743,0.5186985787037417,4141.0,0.8216478492265357,,0.9904154198173775,False
CUL7,11,784,-0.2159156664386522,-0.1740799807188807,-0.07636613346728886,-0.6714606123050577,0.5187283453704801,4081.0,0.7605528609391696,,0.9879665685951612,False
UPF2,11,784,-1.2593535490572234,-1.2528028474316226,-0.07633271887992733,-0.6714271873601944,0.5187617496003397,4252.0,0.9372969046427536,,0.9977803470329059,False
AIMP2,11,784,-0.1527794324275261,-0.17170226009771405,-0.07632071180812952,-0.6714151765676779,0.5187737529514189,4137.0,0.8175365021628047,,0.9904154198173775,False
RUSC1,11,784,-0.0612230252505081,-0.0959716999926756,-0.07624724099385037,-0.6713416829992114,0.5188472010115106,4416.0,0.8911555222836818,,0.9954644891934857,False
CDKN1C,11,784,0.0762575600857448,0.05609317287327515,-0.0761593135049372,-0.6712537283076306,0.5189351012977562,4375.0,0.934142420871032,,0.9977803470329059,False
RNF126,11,784,-0.0794120008335648,-0.0141953560201327,-0.07615712562613738,-0.6712515397523535,0.5189372885000787,4155.0,0.8360754670999168,,0.9916166122095232,False
PAQR9,11,784,0.0025232671792416,-0.02989007012966885,-0.07613068073980857,-0.671225086690982,0.5189637252113649,4316.0,0.9963077910467745,,0.9998228920813169,False
ZBTB26,11,784,0.10147283430285,0.140478359044642,-0.07608220638811466,-0.6711765973615363,0.519012184585307,3672.0,0.39782450501031863,,0.9484430408460183,False
ACSL6,11,784,-0.034818229653702,-0.0226835197877828,-0.07606823062547836,-0.6711626172823982,0.5190261560314414,4033.0,0.7127107529605547,,0.9850793506029518,False
ESM1,11,784,0.127402350715458,0.12350915125590975,-0.07603638519646277,-0.6711307620206843,0.5190579916277589,4062.0,0.7414939195085191,,0.986681094017654,False
RNF181,11,784,-0.2922928019077578,-0.27669846354696365,-0.07602780528613858,-0.6711221794619032,0.519066568889626,4053.0,0.7325202423354199,,0.9856522846221435,False
SCAND1,11,784,-0.1904327728312437,-0.20663612447111757,-0.07601246864468261,-0.671106838087059,0.5190819007976938,4302.0,0.9899785177215726,,0.9998228920813169,False
EMC7,11,784,-0.5766525891700622,-0.6838927875794293,-0.07600885419408351,-0.6711032225210615,0.5190855141328944,4232.0,0.9162879851859718,,0.9977803470329059,False
TET1,11,784,-0.0256329573611413,-0.03332260267530175,-0.07595329635532674,-0.6710476475441522,0.5191410548334987,4308.0,0.9963077910467745,,0.9998228920813169,False
LRRC59,11,784,-0.1001580849757407,-0.045281078854690446,-0.07586415610285706,-0.6709584798204083,0.5192301676146943,3598.0,0.34550097718147665,,0.9452202188537194,False
CTRB2,10,680,-0.3485537862380583,-0.2952384989669322,-0.07582220130174809,-0.70017073339703,0.5485263307935337,3024.0,0.5484548252003371,,0.9619688796685723,False
SPR,11,784,-0.0889079458909618,-0.0602176822773232,-0.07581312431730201,-0.6709074323223799,0.5192811836877759,4035.0,0.7146832616672703,,0.9855846778784103,False
FAM227B,11,784,-0.0335002365734323,-0.031881462548433145,-0.07573436440714446,-0.6708286481831252,0.5193599193688363,4175.0,0.8567812071731411,,0.9932443231899748,False
SUPT20H,11,784,-0.1575513760608283,-0.1520880957527057,-0.07567435170001025,-0.6707686170310451,0.5194199136310246,3925.0,0.6093442073458843,,0.9720479354702818,False
GNPNAT1,11,784,-0.3148713774491403,-0.28240526614000083,-0.07565701039313097,-0.6707512703970264,0.5194372496107644,4192.0,0.8744595124908117,,0.9939488272680762,False
PRKAR2B,11,784,0.0837011785158633,0.0743698937729004,-0.0756441895381085,-0.6707384456043035,0.5194500665280866,4298.0,0.9857593279327213,,0.9998228920813169,False
ZNF614,11,784,0.1337564850274842,0.13812802775633498,-0.07562938415136948,-0.6707236356711803,0.5194648673684414,4096.0,0.7757033952854925,,0.988669641431971,False
KAT14,11,784,-0.1883666558300577,-0.123744342224959,-0.07559890798133939,-0.6706931501454405,0.5194953341827617,4093.0,0.7726662448872007,,0.988669641431971,False
ZBTB49,11,784,0.0274323865560677,-0.00011784314269261547,-0.07559023694702385,-0.6706844764499413,0.5195040025558937,4564.0,0.739496679082065,,0.9865317206054668,False
HIC1,11,784,-0.0084607990245637,-0.0296537002863971,-0.0755069930025426,-0.6706012069730108,0.5195872209679256,4183.0,0.8650920226529846,,0.9939036083197053,False
KLHL5,11,784,0.1518698018155365,0.12336581180933795,-0.07548312449220616,-0.6705773311469526,0.5196110821625403,4596.0,0.7077879056739989,,0.984223497868514,False
SLC38A11,11,784,-0.0870835262513779,-0.053789146094840104,-0.07544902035557974,-0.6705432165613884,0.5196451758502288,4213.0,0.896383296420109,,0.9954644891934857,False
ADAM22,11,784,-0.046636588591118,-0.01316706404112565,-0.07539753740224084,-0.6704917178434765,0.5196966430389948,3858.0,0.548777096868331,,0.9619688796685723,False
PLSCR5,11,784,-0.0060310878451152,0.022335387129712253,-0.07539081879991945,-0.6704849971846487,0.5197033595848097,4064.0,0.7434929028631854,,0.9868850601124401,False
OR2L2,10,691,-0.0151608897986164,-0.0181053187463375,-0.07535869935122635,-0.6996348537620232,0.5489174550595703,3301.0,0.8092217823779784,,0.9904154198173775,False
FKBP3,11,784,-0.0081165586556456,0.0323757887828392,-0.07531660709919953,-0.6704107627805546,0.5197775485821555,3885.0,0.5728251450366468,,0.9677850355971539,False
WDR38,11,784,-0.0828315413852973,-0.1310474533856767,-0.07521417063900643,-0.670308295018998,0.5198799537409853,4273.0,0.9594030889628102,,0.9977803470329059,False
TSPAN6,11,784,0.0795039447660308,0.0913722314642942,-0.07517243590962404,-0.6702665475490073,0.5199216757297591,4213.0,0.896383296420109,,0.9954644891934857,False
MMP20,11,784,-0.0489878705423237,-0.0080594159454218,-0.07510923768825281,-0.6702033300482013,0.5199848546716956,3790.0,0.49050891545028963,,0.9575892542967795,False
TMEM41B,11,784,-0.3602168793141758,-0.2915572172111204,-0.07508478603677929,-0.6701788709417857,0.5200092988682272,3950.0,0.6326814446769544,,0.9752582421760108,False
STK32C,11,784,0.0166680113760827,0.041037278801469096,-0.07502948250871845,-0.6701235505614611,0.5200645855440242,3957.0,0.6392833144780318,,0.9764647758369043,False
GDF7,11,784,0.0288992478715358,0.03613629810607165,-0.0750187158449447,-0.67011278061828,0.5200753489283906,4000.0,0.6804502772179752,,0.9807283916113869,False
PHACTR4,11,784,-0.1252831959675859,-0.104544224158171,-0.07500825481386073,-0.6701023164013316,0.52008580677361,4308.0,0.9963077910467745,,0.9998228920813169,False
RNF224,11,784,-0.18340444478423,-0.13871283197582213,-0.07500655452164542,-0.6701006155913413,0.5200875065480505,3927.0,0.6111970513053477,,0.9720479354702818,False
DUSP7,11,784,-0.0133933078962931,0.00559955186278435,-0.07494656510823819,-0.6700406079173958,0.5201474777009195,4173.0,0.8547059446494605,,0.9930534089411427,False
TMPRSS6,11,784,-0.0356672267650221,-0.0203553092378706,-0.0748455885811768,-0.6699396006864753,0.5202484235241216,4116.0,0.7960366972610222,,0.9892718745009693,False
NUDT22,11,784,-0.113136019554202,-0.13619276846823897,-0.07484325361302713,-0.6699372650088232,0.520250757782769,4093.0,0.7726662448872007,,0.988669641431971,False
SNORC,11,784,-0.106740726399166,-0.09837947542684361,-0.07483583049800573,-0.6699298396383643,0.5202581786423529,4129.0,0.809328956854916,,0.9904154198173775,False
OTUD4,11,784,0.046452737241185,0.01842146720346655,-0.0748204747798151,-0.6699144792552061,0.5202735296955758,4713.0,0.5964448861015792,,0.9711434266774587,False
SLC35B3,11,784,0.1361782828985705,0.14707132078942656,-0.074819680683941,-0.6699136849181168,0.5202743235502348,4294.0,0.9815405363984158,,0.9998228920813169,False
GPATCH11,11,784,0.1284694337208509,0.11702791653451375,-0.0748110304603558,-0.6699050320670992,0.5202829711463877,4251.0,0.9362452982331716,,0.9977803470329059,False
NOP9,11,784,-0.8440002887454392,-0.8863996310988633,-0.0747583300561394,-0.6698523156621424,0.5203356555498636,4298.0,0.9857593279327213,,0.9998228920813169,False
MYO16,11,784,0.0547062920577668,0.07424274623942476,-0.07473092860827915,-0.6698249058991912,0.520363048682633,3919.0,0.6038007254778632,,0.9719173351276027,False
UBE2D1,11,784,0.0579615039939399,0.03227810447317485,-0.07472664710363697,-0.6698206230955828,0.5203673288883088,4511.0,0.7929774872468787,,0.9888313632683842,False
KDM8,11,784,-0.556427232051758,-0.5351217039202286,-0.07471224306769748,-0.6698062146901473,0.5203817285547523,4289.0,0.9762677867044497,,0.999762514946862,False
GUCY2C,11,784,-0.0150553538450391,0.0117597849048045,-0.07467949073102996,-0.6697734524211217,0.5204144709590618,4130.0,0.8103537736571145,,0.9904154198173775,False
CRYBB3,11,784,-0.0304188302501089,-0.04773529797966125,-0.07453472681238375,-0.669628644654043,0.5205591910292756,4299.0,0.9868140926516228,,0.9998228920813169,False
AASDHPPT,11,784,-0.3453016138256276,-0.3321048090090968,-0.07450623461232814,-0.6696001438338304,0.5205876746091742,4055.0,0.7345112848335733,,0.9860152543262549,False
ANXA2R,11,784,-0.0887464530907638,-0.08753881278797346,-0.07448464287775619,-0.669578545568994,0.5206092598134817,4023.0,0.702877241529986,,0.984223497868514,False
NME5,11,784,-0.1914869595789408,-0.1500147594209347,-0.0744315628805167,-0.6695254495261375,0.5206623237651041,3883.0,0.5710267818501256,,0.9675294282291595,False
H2AC7,11,784,-0.3694715641984707,-0.3343937794972851,-0.07432139242563865,-0.6694152458042064,0.5207724609529292,3897.0,0.5836713756468994,,0.9711319343101998,False
CARHSP1,11,784,0.0551351389989902,0.056949584432233344,-0.07427718172618418,-0.6693710217687506,0.5208166583163824,3907.0,0.5927823358104286,,0.9711319343101998,False
PYY,11,784,-0.0344386654988502,-0.041034586640615156,-0.07427373911251364,-0.6693675781169608,0.5208200998919335,4166.0,0.8474505291818175,,0.9919175002751499,False
PCSK1,11,784,-0.0245629206441589,0.02068210762208215,-0.07423245628965666,-0.6693262828490274,0.520861370269714,4029.0,0.7087715063921851,,0.984223497868514,False
EML2,11,784,-0.1317652158543466,-0.13061797338435124,-0.07420650373898398,-0.6693003224782679,0.5208873150002999,4306.0,0.9941979877861594,,0.9998228920813169,False
FBXO7,11,784,-0.0595216063806252,-0.06859766800542935,-0.07414016701844321,-0.6692339657814097,0.5209536317445234,4289.0,0.9762677867044497,,0.999762514946862,False
PHF24,11,784,-0.0597722803274048,-0.11240451499749884,-0.07399256549733776,-0.6690863198763981,0.5211011888817225,4460.0,0.845379897692999,,0.9919175002751499,False
SRXN1,11,784,-0.0878780405333503,-0.045597819347142146,-0.0738564315757411,-0.6689501450976181,0.5212372819461359,4064.0,0.7434929028631854,,0.9868850601124401,False
DNAJB4,11,784,-0.0021164767773824,-0.0011934151510845,-0.07375815735201174,-0.6688518414261051,0.5213355267220816,4119.0,0.7990990453176394,,0.9895606294210966,False
ZNF805,11,784,0.1257771177017336,0.13656984236207614,-0.07375288112325669,-0.6688465636174419,0.5213408013709284,4035.0,0.7146832616672703,,0.9855846778784103,False
OR2G3,10,691,-0.05151828537299795,-0.0089777646816898,-0.07369516214735697,-0.6979707724097427,0.5505804481150288,3230.0,0.7240124543662667,,0.9856522846221435,False
TXNDC5,11,784,0.1411258956740909,0.16316507054295687,-0.07361073288804366,-0.6687043728600535,0.5214829070839662,3924.0,0.6084187230117852,,0.9720479354702818,False
NOMO1,10,680,-0.006449723053149302,0.03278034894853935,-0.07358882674457505,-0.697936614957117,0.550758961467967,3104.0,0.6367618101858461,,0.9761778180156019,False
EIF1AD,11,784,-1.5881953327298477,-1.5252704211686718,-0.07356591550402089,-0.6686595420863825,0.5215277110783406,4108.0,0.7878858991044712,,0.988669641431971,False
RLN2,11,783,-0.0629122459222466,-0.0354773847567247,-0.07352776169378039,-0.6686266484702246,0.5215711250826638,4071.0,0.7557258611052979,,0.9879374704321743,False
INSL3,11,784,0.0064965314098537,-0.0052662498192897,-0.0735164227771937,-0.6686100345825756,0.5215771890281882,4160.0,0.841241851159083,,0.9919175002751499,False
WDCP,11,784,0.0755007466946642,0.04315229722497435,-0.07345362575327839,-0.6685472188237472,0.5216399673171904,4526.0,0.7777300728792641,,0.988669641431971,False
ARMCX1,11,784,0.0754783836205642,0.0682844591978683,-0.07345050140950198,-0.6685440935482697,0.5216430907292658,4140.0,0.8206195484080239,,0.9904154198173775,False
DDB2,11,784,-0.0909750562897496,-0.09169748076169484,-0.07332932524746455,-0.668422881281231,0.521764230786302,4171.0,0.8526316867574113,,0.9925885079098158,False
S100A3,11,784,-0.0439279215449601,0.0088669943938762,-0.07332238956312888,-0.6684159435321796,0.5217711644059219,3636.0,0.37179814002862244,,0.9479893229198836,False
PREX2,11,784,0.0432625955561728,0.09797380634352584,-0.0732894798749901,-0.668383024049666,0.5218040642996857,3923.0,0.6074938653681168,,0.9720479354702818,False
PRRG4,11,783,-0.0734223037487346,-0.0238833466220408,-0.0732652805051478,-0.668364088969246,0.5218335279589504,3923.0,0.6121379037213812,,0.9720479354702818,False
OR10G7,10,680,0.14212408586050734,0.109475702634583,-0.07323957894798994,-0.6975872528452425,0.5511080949492626,3736.0,0.5918520222143633,,0.9711319343101998,False
FLAD1,11,784,0.0076514017848863,-0.02191961130114195,-0.07317629568711878,-0.6682698062101923,0.5219172148359547,4552.0,0.7515060156680385,,0.9879374704321743,False
RBBP4,11,784,-1.405887019623855,-1.238164673318732,-0.07308194668212122,-0.6681754291933614,0.522011535829119,3820.0,0.515798674097381,,0.9605811973793441,False
MAST3,11,784,-0.1760141406758504,-0.19179755867278414,-0.07307382648589085,-0.668167306587967,0.5220196536161852,4042.0,0.7216019867125764,,0.9856522846221435,False
CYB5R4,11,784,-0.2859479159040478,-0.2456976910282436,-0.07303689588449339,-0.6681303650330839,0.5220565732640972,3826.0,0.5209366038201464,,0.9609494024320904,False
RASA3,11,784,0.0301200333837674,0.038282399664414546,-0.07301603367799807,-0.6681094966413794,0.5220774292853834,4304.0,0.9920882250941094,,0.9998228920813169,False
SLC7A14,11,784,0.0112263684873986,0.0434767908651891,-0.07301529661077574,-0.6681087593556644,0.5220781661341128,3962.0,0.6440165329667202,,0.9766598987785462,False
CAPNS2,11,784,0.149226569886779,0.1359384878627874,-0.07294964905178107,-0.6680430923452618,0.5221437942416998,4643.0,0.6621334278599491,,0.9779285225987052,False
MS4A6A,11,784,-0.0216841607384064,-0.07227934986394445,-0.0729461877354163,-0.6680396300037926,0.5221472545329601,4690.0,0.6177015693832909,,0.9720479354702818,False
CLBA1,11,784,0.0649521507289787,0.0674782957955527,-0.07290494527240851,-0.6679983753301483,0.5221884847853312,4142.0,0.8226764565719902,,0.9904154198173775,False
TACSTD2,11,784,-0.1457586813697627,-0.1155178825397465,-0.07280933451574902,-0.6679027362926174,0.5222840672611194,4352.0,0.9583495699198618,,0.9977803470329059,False
OR51V1,10,691,-0.12491400742127826,-0.1175037128694264,-0.07279151744760731,-0.6970668372156053,0.5514838023203905,3268.0,0.7692671388479049,,0.9884218553746712,False
TMEM268,11,784,0.1732508130483275,0.13209311589949896,-0.07279009856866678,-0.6678834946601856,0.522303297522852,4461.0,0.8443449813948236,,0.9919175002751499,False
ZC3H6,11,784,-0.0537506328217093,-0.031087524160495247,-0.07278315616123956,-0.6678765502012388,0.5223102378787597,4014.0,0.6940693336696788,,0.9836831712147333,False
TSSK4,11,784,-0.2251879979288388,-0.19854430136748336,-0.07274578396120233,-0.6678391669608739,0.5223475990384692,3855.0,0.5461361697631392,,0.9619688796685723,False
RPRD2,11,784,-0.2389342261737774,-0.24013935844712053,-0.07269874369297658,-0.6677921128042832,0.52239462541833,4022.0,0.7018965868900365,,0.9838402231922713,False
DNAAF1,11,784,0.0926019288514139,0.05526975042181635,-0.07269016197713139,-0.6677835285557053,0.5224032046014425,4412.0,0.8953373741921089,,0.9954644891934857,False
RBMX2,11,784,-0.6844576763869077,-0.6865195949929903,-0.07257964060962714,-0.6676729745966102,0.5225136933773559,4107.0,0.7868686606557111,,0.988669641431971,False
MEX3A,11,784,-0.2679122182430729,-0.29626748943234166,-0.07250644219928812,-0.667599754628126,0.5225868702295497,4242.0,0.9267860640196315,,0.9977803470329059,False
SCN9A,11,784,0.0757408704388855,0.0438577119233409,-0.07231142393524362,-0.6674046790341474,0.5227818311636602,4661.0,0.6449649195871878,,0.9766598987785462,False
LRRD1,11,784,0.0448660134215388,0.0461771454782154,-0.07226108670935892,-0.6673543270355912,0.5228321536168733,4082.0,0.7615601160600519,,0.9879665685951612,False
NVL,11,784,-1.2384600262386702,-1.3069499907737272,-0.07219733455966666,-0.667290556191059,0.5228958870717256,4352.0,0.9583495699198618,,0.9977803470329059,False
OPN3,11,784,0.046732218245507,0.02538673654549755,-0.07213900505914839,-0.6672322096003067,0.5229541994820099,4430.0,0.8765436163786499,,0.9939488272680762,False
AGTR2,11,784,0.0335296778534744,0.0516232372381811,-0.0721077033330671,-0.6672008987086808,0.5229854920425467,4241.0,0.9257356518160219,,0.9977803470329059,False
OR1A2,10,691,-0.0697340706950357,-0.0689922581502733,-0.07210606703219648,-0.6963811688389531,0.5521690347745601,3311.0,0.821433389664065,,0.9904154198173775,False
MFSD4B,11,784,0.0085551432989728,0.005587727341055,-0.07207555815620431,-0.6671687441234404,0.5230176278110317,4228.0,0.912092734258984,,0.9969949477352182,False
ATP1A2,11,784,0.0318569472496395,0.02798364727418965,-0.07206661766727222,-0.6671598010185161,0.5230265656839718,4159.0,0.8402080197569138,,0.9919175002751499,False
ACOT4,11,773,-0.1171320115800447,-0.1106434289847296,-0.07203924407744745,-0.6671911482404408,0.5231126600855459,4354.0,0.8912178173358496,,0.9954644891934857,False
BRCC3,11,784,0.0025016219470054,-0.0305822012722013,-0.07202099055741977,-0.6671141605631995,0.52307217944836,4140.0,0.8206195484080239,,0.9904154198173775,False
SCAP,11,784,-1.3898506371828825,-1.0004091455636954,-0.0720044702266622,-0.6670976354024979,0.5230886949491734,3984.0,0.6650125076144651,,0.9779285225987052,False
RAD51B,11,784,-0.2275736904681801,-0.1962613080845218,-0.07195209045783647,-0.6670452403270576,0.5231410594113847,3890.0,0.577332774684276,,0.9686839037174999,False
CD180,11,784,-0.0325681228953208,-0.0221839748619967,-0.07194480687927411,-0.6670379546209424,0.5231483408623943,4053.0,0.7325202423354199,,0.9856522846221435,False
ESPNL,11,784,-0.0590173931216619,-0.031501012850463556,-0.07190716265832515,-0.6670002994074488,0.5231859740907984,4058.0,0.7375011940172018,,0.9863849716507984,False
SLC9A1,11,784,0.0290766353828759,0.0268146279130708,-0.07181402602261956,-0.6669071355995008,0.5232790835542617,3960.0,0.6421214987508734,,0.9766598987785462,False
LAMTOR5,11,784,-0.156056924361061,-0.1281870043316396,-0.07178705636221316,-0.6668801580773788,0.5233060453529524,3988.0,0.66885897269757,,0.9780495352985595,False
NUDT13,11,784,-0.1067062319743069,-0.09010490904028995,-0.07178319686859931,-0.6668762974589556,0.5233099037217569,4083.0,0.7625677753552014,,0.9879665685951612,False
COMMD7,11,784,-0.1210316097462137,-0.14375484188129556,-0.07164159136484143,-0.666734650727554,0.5234514679978712,4200.0,0.8828010090080631,,0.9952484448441508,False
UGT2B15,11,784,-0.1321665029258898,-0.07929952262470336,-0.07156857965106933,-0.6666616177886406,0.523524458486502,3969.0,0.6506673301020842,,0.9766598987785462,False
RGMB,11,784,0.1125978931334853,0.0910356485018855,-0.07155771410444603,-0.6666507490851582,0.5235353208762662,4533.0,0.770643407563723,,0.9884218553746712,False
