gene,n_Y220C,n_other_mut,median_Y220C,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
FAM234B,11,784,-0.0919100188674293,-0.03740074961997065,-0.39219439272580525,-0.9875891957113457,0.20320041025973523,2997.0,0.08221748917254705,,0.8861923759885024,False
TBC1D23,11,784,-0.1782150480513885,-0.09473591971495215,-0.39209410156612556,-0.987488744962804,0.2033005418305529,3324.0,0.19168178956458104,,0.9099129946584474,False
C19orf53,11,784,-0.8450967291611863,-0.6756627953166205,-0.3920736892589362,-0.9874683001794118,0.20332092166153942,3309.0,0.18502118691622282,,0.9071576940772965,False
PHF14,11,784,0.0276064314911113,0.08598795163353785,-0.39204420146218255,-0.9874387654702349,0.2033503625458698,3229.0,0.15236601783015222,,0.9021647760635169,False
DISC1,11,784,0.0685044312766091,0.07573386472451821,-0.39194040014712705,-0.9873347990446972,0.20345399875044312,3413.0,0.23485350270142602,,0.9250086918844695,False
ZNF19,11,784,-0.0430297515693068,-0.0010699772416894,-0.39190662551252703,-0.9873009706962437,0.20348771967118956,3045.0,0.09403255802095185,,0.8891692666539546,False
MTMR2,11,784,0.0374633292190119,0.04733361017985515,-0.3918464187288557,-0.9872406681735343,0.20354783071582283,4056.0,0.7355074767118436,,0.9860152543262549,False
SNTA1,11,784,-0.1408581423286807,-0.14746786677534116,-0.3917294903923318,-0.9871235539430241,0.20366457315836056,4166.0,0.8474505291818175,,0.9919175002751499,False
DEFB113,11,784,-0.0057541974407078,0.07252882743303926,-0.3916275837021566,-0.9870214852856443,0.2037663178813311,2808.0,0.046828516155818546,,0.8674256341066815,False
ZNF326,11,784,-0.0719043331654487,-0.03916840845535515,-0.39153715283037005,-0.9869309107212011,0.203856605060461,3218.0,0.14824238278969548,,0.9021647760635169,False
TIMP3,11,784,-0.0142561650364042,0.0055609021480293,-0.39137542952137644,-0.9867689305200948,0.20401807147734202,3556.0,0.31785186045886016,,0.9416440776118831,False
SLC28A2,11,784,-0.0539191835841214,-0.0394432022242438,-0.39134313128920184,-0.9867365809959507,0.20405031841754706,3491.0,0.27800070261082477,,0.9333330497053115,False
MGAT4C,11,784,-0.0302534725488333,0.025361171044210998,-0.39133835496701086,-0.9867317970889675,0.2040550871549458,2800.0,0.04567059717228976,,0.8674256341066815,False
ARFIP2,11,784,0.0445873681745578,0.061013683127492196,-0.3912221989332829,-0.9866154566281089,0.20417105876154307,3231.0,0.15312506093977385,,0.9021647760635169,False
TMED9,11,784,-0.1846962776355944,-0.1187545520880926,-0.3911956009946369,-0.9865888164661927,0.20419761447691887,3289.0,0.17640883745981972,,0.903398075023778,False
WNT5A,11,784,0.0428004962448487,0.0449629653079816,-0.3911153707397154,-0.9865084588660007,0.2042777173865698,3582.0,0.3347922151357917,,0.9451611137546672,False
NOPCHAP1,11,784,-0.6689421293909525,-0.5832730251860371,-0.39093943178299684,-0.9863322407419637,0.20445337717597,3407.0,0.23174265620725853,,0.9244109217605483,False
CLINT1,11,784,-0.0412857555745888,0.01032341902114505,-0.39078186215081895,-0.9861744211961045,0.2046106968944667,3492.0,0.2785868192676555,,0.9342427892748469,False
TMEM86B,11,784,-0.0474800371662249,-0.00492130472878095,-0.3905831808055938,-0.985975424875329,0.20480906326414133,3168.0,0.1305656663950747,,0.8916760143311828,False
NFYC,11,784,-0.9157146385367456,-0.8780681322792327,-0.3904959556954782,-0.9858880615351511,0.20489615014419477,3348.0,0.2027029167064054,,0.9188269060797228,False
ZNHIT1,11,784,-0.3618549631485627,-0.2919001183771151,-0.39040260249030395,-0.9857945604225784,0.20498935544197056,3274.0,0.17014830849446927,,0.9030966877974155,False
CNTN5,11,784,0.0462143021630219,0.08661584851953866,-0.39031711539709735,-0.9857089379159086,0.20507470712171394,3684.0,0.40673828903061515,,0.9484430408460183,False
DCUN1D2,11,784,0.0158306299850582,0.0361146377366504,-0.3902534877773272,-0.985645209527799,0.20513823397314462,3387.0,0.22158481657507811,,0.9211580490919273,False
ZNF449,11,784,-0.0583648475805722,-0.031067055763257252,-0.3901638532800528,-0.9855554331024146,0.20522772654230886,3313.0,0.1867803712634566,,0.9072327158124166,False
BORCS7,11,784,-0.2128711361786787,-0.13015364130673568,-0.39011598467886405,-0.985507488718971,0.20527551936124283,3404.0,0.23019825281314588,,0.9238574735531195,False
TRIM71,11,784,0.0024625515868041,-0.0453433944354564,-0.3900712160770173,-0.9854626492509793,0.20532021709694476,4619.0,0.6853025540949931,,0.9816948692367301,False
ACSBG1,11,784,0.0281493648127732,0.0515244689259704,-0.3900708332379349,-0.9854622658059196,0.20532059933004976,3664.0,0.3919479298447507,,0.9484430408460183,False
ZNF792,11,784,-0.0597480054286495,-0.09484590988977559,-0.39005544301627215,-0.9854468512243136,0.20533596519176933,4259.0,0.9446611098831856,,0.9977803470329059,False
PDE9A,11,784,0.0383694983092106,0.05415421005943395,-0.3900011650347597,-0.9853924873382172,0.2053901572686978,3265.0,0.16647277491292722,,0.9030966877974155,False
SLC35G1,11,784,-0.1350337971467172,-0.0913752377151811,-0.38986805799754837,-0.985259169685939,0.20552305369084217,3523.0,0.29717397532115597,,0.9391388485475414,False
TDP1,11,784,-0.0687361409770378,-0.05995370266395115,-0.38983612295640113,-0.9852271841247061,0.20555493821190385,3722.0,0.4357408231213561,,0.9520037090163466,False
ZNF25,11,784,0.0209282636388512,0.053893800661939203,-0.3897232420450697,-0.985114124672969,0.2056676405828296,2864.0,0.0556447368902135,,0.8674256341066815,False
EAF2,11,784,-0.1420172138471806,-0.04664011783702145,-0.3897000180113386,-0.9850908639128758,0.20569082789019866,3057.0,0.09718970694723045,,0.8891692666539546,False
RGS21,11,784,-0.0117171247501297,0.05601339836284085,-0.3896499979458095,-0.9850407647533099,0.20574076886169085,2929.0,0.06756934863053606,,0.8757813927823502,False
RIMOC1,11,784,0.0774531117657683,0.0798828303542145,-0.3893624875024624,-0.9847527998818664,0.2060278248769416,3829.0,0.523515416734569,,0.9609494024320904,False
TSSK6,11,784,-0.2732908617685294,-0.19255688690565287,-0.38926590303833924,-0.984656062835195,0.2061242567585166,3303.0,0.18240543936912823,,0.9062697067203028,False
CCDC175,11,784,0.0148838833185087,0.07121184982362569,-0.3892357952184134,-0.9846259074591617,0.20615431702233483,3363.0,0.20982152563496415,,0.9194897037486607,False
CLPSL2,11,784,-0.0755770526328056,-0.02307035780917585,-0.389164422297565,-0.9845544218175545,0.20622557722242452,3166.0,0.12989418550809292,,0.8916760143311828,False
TCHHL1,11,784,-0.089462543058626,-0.05760882815180815,-0.3891546523139784,-0.9845446364056335,0.20623533177767672,3473.0,0.2675940661060706,,0.9285399246641978,False
ZNF285,11,784,-0.2401337840058344,-0.186297110664652,-0.3890726383017266,-0.9844624928956682,0.20631721629221506,3125.0,0.1167114917894969,,0.8891692666539546,False
IL17RD,11,784,-0.1152107728260364,-0.0309811155620848,-0.3890547095156128,-0.9844445358041602,0.20633511677293465,3255.0,0.16245922034370996,,0.9030966877974155,False
GNAI1,11,784,-0.0120600160731905,-0.01016977318716055,-0.38896530292523845,-0.9843549880809705,0.20642438223049364,3850.0,0.5417486703851109,,0.9619688796685723,False
DRICH1,11,784,-0.1237837654571289,-0.0749302207335249,-0.388918118951441,-0.9843077296379518,0.20647149173506973,3182.0,0.13534168569223495,,0.8924576383779568,False
CRYAB,11,784,-0.0229742041610435,-0.0161814305333945,-0.3888828339751128,-0.984272388978174,0.20650672102794843,3580.0,0.3334688200078374,,0.9451611137546672,False
HK1,11,784,-0.1058635099401113,-0.0412040285785418,-0.3887025582713616,-0.9840918288589316,0.2066867123162085,3113.0,0.11305881939413129,,0.8891692666539546,False
EXOSC1,11,784,-0.594686904893841,-0.5546443468426884,-0.3882980311616644,-0.9836866640186135,0.2070906016952847,3383.0,0.21959212596616773,,0.9194897037486607,False
TTI2,11,784,-0.9902805013544864,-0.849265309444952,-0.3882060297407485,-0.9835945176514949,0.20718245816999786,3110.0,0.11215987434905825,,0.8891692666539546,False
ZNF835,11,784,-0.0983780041274885,-0.059652180245635,-0.3881611459694128,-0.9835495631792235,0.20722727124039791,3520.0,0.29533980571334917,,0.9391388485475414,False
BTF3L4,11,784,-0.6680533609984449,-0.5967667868476706,-0.3880947388620229,-0.9834830514823094,0.20729357375826357,3654.0,0.38467672246641416,,0.9484430408460183,False
PLD1,11,784,-0.0634039484629608,-0.01681170516616255,-0.38802817745291446,-0.9834163852585942,0.20736003035276523,3204.0,0.14311808605815454,,0.8995199281683374,False
ASPSCR1,11,784,-0.1984368390601936,-0.17674203937182656,-0.3879488504223935,-0.9833369333348307,0.20743923249004365,3821.0,0.5166531661657814,,0.9609494024320904,False
FKBP1A,10,680,-0.3682966847952852,-0.3457149310163238,-0.3879335056625448,-1.012604624556125,0.2367376132310356,2903.0,0.42751906110092686,,0.9497939532893092,False
C1GALT1,11,784,-0.0287054164271782,-0.013118437863357351,-0.3878996922528197,-0.9832876977829621,0.2074883132773227,3803.0,0.5013852795974157,,0.9582108779172506,False
OR52W1,10,691,-0.13988570661769445,-0.1167217914396335,-0.387861979357286,-1.0124557286442573,0.2367317699296852,2727.0,0.252525303509876,,0.9271528064771293,False
A2ML1,11,784,0.0752723000176126,0.0924532683865005,-0.3878513031937185,-0.9832392325618281,0.20753662617439106,3474.0,0.26816509174441416,,0.9287095963508362,False
KRTAP20-3,10,691,-0.03970860879394315,0.0117504378899858,-0.3876892484152148,-1.01228270386871,0.23690420703828052,2470.0,0.12151263792443229,,0.8898118976437126,False
PLK1,11,784,-2.940372371292227,-2.884798369431646,-0.38760244396588533,-0.9829899817915688,0.2077850938597982,3690.0,0.4112395150053557,,0.9484430408460183,False
LAMTOR4,11,784,-0.6280107344410882,-0.49566610272816514,-0.38727587838929173,-0.9826629027942164,0.20811114601563302,3216.0,0.14750187670457815,,0.9021647760635169,False
PTGER1,11,784,-0.0153408844208671,0.01404421609746315,-0.38713202897781074,-0.9825188273623313,0.20825476940670984,3135.0,0.11982564413164273,,0.8891692666539546,False
TUB,11,784,-0.0863199301765256,-0.06712417460141626,-0.3870681066728544,-0.9824548046476984,0.2083185913019896,3545.0,0.31085691257159953,,0.9401662736505708,False
MRPL45,11,784,-0.8849789567992958,-0.7549440035502637,-0.3870591653057978,-0.9824458492367905,0.20832751862519477,3654.0,0.38467672246641416,,0.9484430408460183,False
SRSF9,11,784,-0.2885814601351794,-0.20970519373144544,-0.3868618251054557,-0.98224819916451,0.20852454895359868,3427.0,0.2422268269687119,,0.9271514892341608,False
RRP15,11,784,-0.915133997260315,-0.8431891766580834,-0.38660385128751956,-0.9819898205032374,0.20878211792819817,3485.0,0.2745016374646905,,0.9321577975285965,False
ECPAS,11,784,-0.0217170242620036,-0.019234675535139002,-0.38655551432266805,-0.9819414077122557,0.20883037906691954,3949.0,0.6317406889369992,,0.9752582421760108,False
SRPRB,11,784,-0.5774768201808631,-0.5750064563803234,-0.38648179186437204,-0.9818675696238799,0.2089039858951358,3645.0,0.37820367135455657,,0.9484430408460183,False
DDIAS,11,784,0.0392462702262323,0.08350259710207064,-0.38640513226307527,-0.9817907898091041,0.20898052528295352,3138.0,0.1207724724026547,,0.8898118976437126,False
DDX59,11,784,-0.9346343363618276,-0.8344022854173068,-0.38635669725499905,-0.9817422788601244,0.2090288843501264,3404.0,0.23019825281314588,,0.9238574735531195,False
TMPRSS3,11,784,-0.0179501072926262,0.01918220253198585,-0.38622387506912975,-0.9816092484720951,0.20916149833383552,3268.0,0.16769126076471308,,0.9030966877974155,False
TMC7,11,784,-0.0329853844313442,0.019117428905405902,-0.3860155660102627,-0.9814006130275033,0.2093694810069779,3308.0,0.18458331233160652,,0.9071576940772965,False
MTF2,11,784,-0.1563023982809886,-0.07888474048851685,-0.38570594455736307,-0.9810905067742082,0.20967861765948204,3682.0,0.4052444376794093,,0.9484430408460183,False
RBL1,11,784,-0.0531938117272155,-0.05503658118607225,-0.385653331499121,-0.9810378113738969,0.20973114837565493,3417.0,0.23694375906462328,,0.9266751632547173,False
GEMIN8,11,784,-0.8810140761262312,-0.6777568609339915,-0.38552780997560065,-0.9809120934482315,0.20985647349703018,3364.0,0.2103024552730376,,0.9194897037486607,False
BAMBI,11,784,-0.0154655783290561,-0.0388073691559255,-0.3855124397150473,-0.98089669914239,0.20987181971229546,4634.0,0.6707854772022188,,0.9788963718472331,False
KDM4D,11,784,-0.021533330426967,0.05883626391978925,-0.3854768952386666,-0.9808610990637774,0.20990730858644424,3406.0,0.2312270396931898,,0.9244109217605483,False
SERPINB5,11,784,-0.0092707186825062,0.024009388183220147,-0.3852527419154397,-0.9806365952154495,0.2101311113845702,3369.0,0.2127190713397814,,0.9194897037486607,False
ZNF737,11,784,-0.0457927326735704,0.016592132865136403,-0.3852472844180467,-0.9806311291863048,0.21013656035021144,3358.0,0.20742881891929688,,0.9194897037486607,False
CA3,11,784,-0.0013079984209449,0.0492378164605876,-0.38524594533356266,-0.9806297880084371,0.21013789734131189,3833.0,0.5269639930189132,,0.9609494024320904,False
GOPC,11,784,0.0066379821583553,0.06202005423243505,-0.3847182274305369,-0.9801012456927303,0.2106647908316565,2962.0,0.07438512040245511,,0.8814711103254291,False
DCUN1D3,11,784,0.0686590198568033,0.1289970709722641,-0.3845993343242239,-0.9799821670047779,0.21078349835633015,3498.0,0.2821211703565728,,0.9351638570876556,False
SEMA3C,11,784,0.031697944927005,0.0685013859715182,-0.3844824214268443,-0.9798650716725698,0.21090022881888115,3266.0,0.166878195021274,,0.9030966877974155,False
RABEP1,11,784,-0.0439466135113731,-0.06125150261321715,-0.38443455428534656,-0.9798171298535571,0.21094802128286394,4193.0,0.8755014565059953,,0.9939488272680762,False
ZBED4,11,784,-0.131121520857483,-0.0848101595276645,-0.38442887252904406,-0.9798114392337647,0.2109536941756766,3114.0,0.11335972620189687,,0.8891692666539546,False
ZNF510,11,784,-0.0148405253180263,0.0374111565251453,-0.3843227227716091,-0.9797051239077039,0.21105967836448564,3265.0,0.16647277491292722,,0.9030966877974155,False
FAM107B,11,784,0.0972440763518824,0.13229574383560738,-0.38421912550084664,-0.979601365093637,0.21116311409194372,3448.0,0.2535896105870149,,0.9271528064771293,False
ATMIN,11,784,-0.4050721187077881,-0.27921954444981384,-0.38421528933863425,-0.979597522950381,0.21116694427311256,3193.0,0.13918807566702412,,0.8950608466700499,False
PAIP1,11,784,-0.1087495753568206,-0.0871229295436281,-0.3839612638922728,-0.9793431015802225,0.2114205737956769,3735.0,0.44593008667825995,,0.9529335173408287,False
HELB,11,784,-0.1437340637257404,-0.07030023759916715,-0.38385429407975735,-0.9792359651229392,0.2115273769634245,3079.0,0.10319747045001296,,0.8891692666539546,False
LRFN1,11,784,-0.1511878140117748,-0.0853713832112667,-0.38375494973908225,-0.9791364660585131,0.21162656658034856,3543.0,0.309596100269681,,0.9401662736505708,False
SMARCB1,11,784,-1.0200349343247117,-0.8544932125174931,-0.38371718663441556,-0.9790986441502287,0.2116642708813976,3067.0,0.09988491100220365,,0.8891692666539546,False
PNO1,11,784,-0.7701275814330568,-0.6801029154441891,-0.383693190100066,-0.9790746102521717,0.21168823005203974,3432.0,0.24489920926325048,,0.9271528064771293,False
HTN1,10,691,0.048409378985450044,0.0723612336570328,-0.3835449237311339,-1.0081313684550195,0.24104152099275167,2909.0,0.390902815709415,,0.9484430408460183,False
DDX19B,11,784,-0.270557434711017,-0.22024406754457104,-0.3835237227388303,-0.9789048790889165,0.21185743361125597,3472.0,0.2670238768403249,,0.9285399246641978,False
ITGA7,11,784,-0.1356778141472222,-0.16492144213013415,-0.3834099237248952,-0.9787909029946478,0.21197105554485746,4217.0,0.9005687684252733,,0.9959468246795057,False
EFHC1,11,784,-0.1320653842706644,-0.09146439592390165,-0.3829432088733251,-0.9783234624467445,0.21243704470009428,3504.0,0.285685806595638,,0.9368535106778416,False
APEX1,11,784,-0.2006648570989038,-0.1187748020025073,-0.3827497184518542,-0.9781296714253602,0.21263023452165192,3137.0,0.12045621459269035,,0.8893958858282205,False
RXRA,11,784,-0.1651428136506275,-0.0974707759760561,-0.38259420244286513,-0.9779739139221837,0.21278550903645344,2852.0,0.05364731546713237,,0.8674256341066815,False
ZNF772,11,784,0.1118229557611123,0.0965920589018869,-0.38232661279271063,-0.9777059089729452,0.21305268338752392,4013.0,0.6930931967961291,,0.9836831712147333,False
ZNF414,11,784,-0.1945385772119118,-0.14609689351797833,-0.3822180676902244,-0.9775971954912367,0.21316106011078795,3232.0,0.15350565943776728,,0.9026259697494153,False
JMJD4,11,784,-0.0191660994416244,0.01415474465143465,-0.3820781250546344,-0.9774570358418821,0.2133007857326134,3527.0,0.2996313576029356,,0.9391388485475414,False
C2orf49,11,784,-0.1760116985958241,-0.14323807864910898,-0.3820762772386776,-0.9774551851609861,0.2133026306836308,3739.0,0.44909233574311624,,0.9529951534076364,False
SNX9,11,784,0.0469375676182431,0.0696633757061713,-0.3816761389252149,-0.9770544267805822,0.21370214893015238,3303.0,0.18240543936912823,,0.9062697067203028,False
ATP5MC2,11,784,-0.3050440381095095,-0.25030866109931116,-0.38165256135431097,-0.9770308126933811,0.2137256899847591,3339.0,0.19851710379487597,,0.91358810977628,False
CYP1A2,11,784,-0.0920077588579855,-0.01923074033710805,-0.3815617579306869,-0.9769398686569492,0.21381635279557532,3052.0,0.09586407861177751,,0.8891692666539546,False
FRRS1L,11,784,0.0024962353226367,0.04883748058839575,-0.38153377189950605,-0.9769118392949951,0.2138442954959831,3785.0,0.48635972557033136,,0.9575892542967795,False
MEOX1,11,784,-0.0520505357710169,-0.0361082949654912,-0.38146049653240777,-0.9768384504906834,0.21391745742586787,3623.0,0.3626652942536186,,0.9452202188537194,False
DNAJC18,11,784,-0.0028485913561394,0.04488535277901895,-0.3812278162708907,-0.9766054101623667,0.21414977762058524,3330.0,0.19439484565462828,,0.9118410125682683,False
P3H1,11,784,-0.3157657827686224,-0.2548154310436729,-0.3811560935961146,-0.9765335765428252,0.2142213893505961,3316.0,0.18810784595019914,,0.9072327158124166,False
C8orf34,11,784,-0.0332044662866283,0.01060260720148765,-0.3810389102768074,-0.9764162120024793,0.2143383914488644,3413.0,0.23485350270142602,,0.9250086918844695,False
NPTXR,11,784,-0.1164419352711876,0.00024281284738099997,-0.3808990582315137,-0.9762761437523987,0.21447802728937126,3359.0,0.2079057696824521,,0.9194897037486607,False
NDUFB4,11,784,-0.7163915541667267,-0.4711724676748667,-0.3808940403344331,-0.976271118099355,0.2144830374304888,3048.0,0.09481403026455014,,0.8891692666539546,False
SETD5,11,784,-0.3154404293011718,-0.25248039584321724,-0.38085809698166617,-0.9762351191933677,0.21451892523003535,3425.0,0.24116363887059244,,0.9271514892341608,False
CELA1,11,784,-0.1668058585244376,-0.16710772871013763,-0.38064317235481665,-0.9760198624932424,0.214733517783609,3586.0,0.33744914334927734,,0.9451611137546672,False
RIN1,11,784,-0.1818690751284805,-0.13445489780814124,-0.3804000208786351,-0.9757763355571366,0.21497629379986638,3573.0,0.32886355949353807,,0.9451611137546672,False
IL20RA,11,784,0.0202210501484934,0.06302906725045504,-0.38034062041892047,-0.9757168434112234,0.2150356025733825,3521.0,0.2959503512839642,,0.9391388485475414,False
XPO6,11,784,-0.039618056194503,-0.011953289691232001,-0.380311332679732,-0.9756875104708911,0.21506484511142715,3766.0,0.4707673150687034,,0.9560427321612455,False
FRMD5,11,784,-0.1273635879863005,-0.05956463435080915,-0.38030352827804814,-0.9756796940248942,0.2150726374687979,2848.0,0.05299495813580156,,0.8674256341066815,False
CCP110,11,784,-0.2907532833703961,-0.29495709225982136,-0.380194180989275,-0.9755701780095005,0.2151818160309505,3884.0,0.5719256274638096,,0.9677850355971539,False
SMIM15,11,784,-0.0311568035925002,-0.0072412608422181,-0.38014328191345326,-0.9755192004111901,0.2152326365842836,3431.0,0.24436308436103593,,0.9271514892341608,False
GRTP1,11,784,-0.0345711940368202,-0.01487685073714695,-0.37997334668175614,-0.9753490030948617,0.2154023097313495,3672.0,0.39782450501031863,,0.9484430408460183,False
EEPD1,11,784,0.0303565880023147,0.07575279397594506,-0.37977274764485713,-0.9751480948323767,0.21560259954266248,3146.0,0.12332597949987381,,0.8898982545088256,False
INPP1,11,784,0.0207822191358952,0.0407815447000734,-0.3797630114321531,-0.9751383436153463,0.2156123207510402,3505.0,0.2862828594128072,,0.9373781351836499,False
HOXB9,11,784,-0.1847674814308668,-0.21328082911762375,-0.37944698245837133,-0.9748218278229008,0.21592786290615823,4478.0,0.8267939170548797,,0.9904154198173775,False
CFAP36,11,784,-0.0290047290314718,-0.00465497551513365,-0.3794311900931086,-0.974806011141319,0.21594363095510188,3583.0,0.33545518006904407,,0.9451611137546672,False
MORC2,11,784,-0.2740455033844912,-0.13509089666469398,-0.37941816996896305,-0.9747929709701777,0.2159566310322516,3526.0,0.29901574503291795,,0.9391388485475414,False
OR5K3,10,691,-0.2576630054735883,-0.1983674669523325,-0.3792970609044594,-1.0038763978617078,0.24528227605278902,2433.0,0.1081310573097261,,0.8891692666539546,False
H2BC11,11,784,-1.8510363729513155,-1.599675443794201,-0.37910769763543045,-0.974482020808102,0.21626662553724113,3246.0,0.15890983352713017,,0.9030966877974155,False
MDFIC,11,784,0.0771878378207681,0.10903164728509204,-0.3790925981457688,-0.9744668980897253,0.21628170179818773,3436.0,0.2470519610331562,,0.9271528064771293,False
ADAMTS13,11,784,-0.0667186516600985,-0.02978764123603955,-0.37907329459474615,-0.9744475648439002,0.21630097565440787,3436.0,0.2470519610331562,,0.9271528064771293,False
ESYT3,11,784,-0.0039943014898519,0.00549507706857465,-0.37890030133406405,-0.9742743055337723,0.21647370286564416,3536.0,0.3052098960882119,,0.9401662736505708,False
RNF214,11,784,-0.1487037166013529,-0.09081050855727746,-0.378797548992344,-0.9741713952248106,0.21657629724012245,3211.0,0.14566298350898813,,0.8996206554424903,False
MRPS18B,11,784,-0.6877391183710705,-0.5314360674360906,-0.3787592499636119,-0.9741330373276704,0.21661453740044667,3104.0,0.11037890187645528,,0.8891692666539546,False
LIPM,11,784,-0.1046474338938661,-0.10267278273000105,-0.37872902008378334,-0.974102760986505,0.21664472081893832,3403.0,0.22968508166223756,,0.9238574735531195,False
STAT6,11,784,-0.1628544620198037,-0.09971502678751121,-0.37855002077413885,-0.9739234866426107,0.2168234450943331,3046.0,0.09429247287971348,,0.8891692666539546,False
TEX38,11,784,-0.1090001781862836,-0.05255422065718735,-0.37850560680773415,-0.9738790044538108,0.2168677908383425,3383.0,0.21959212596616773,,0.9194897037486607,False
ZNF100,11,784,-0.0875851975940767,-0.041800454111292754,-0.37846406231124086,-0.9738373961498309,0.21690927152734918,3078.0,0.10291812945320407,,0.8891692666539546,False
OR5P2,10,691,-0.007202837605903499,-0.0077263149169152,-0.3783767964724083,-1.002954604012239,0.24620101106742243,2969.0,0.4450989856023233,,0.9529335173408287,False
CCR2,11,784,-0.0798877613262578,-0.0477881109921224,-0.3781257082679812,-0.9734985226948951,0.21724710615893272,3715.0,0.43031038226502716,,0.9497939532893092,False
NHP2,11,784,-0.92362817401724,-0.8064344420853949,-0.3779955327295466,-0.9733681474459346,0.2173770819868413,3353.0,0.20505596993317254,,0.9189545319227362,False
CFAP206,11,784,-0.0333185200977947,-0.010086129133607201,-0.3779336330918486,-0.9733061528681876,0.2174388866844904,3839.0,0.5321585097021908,,0.9617869310453052,False
COQ8A,11,784,-0.023171786903566,0.00455787020343025,-0.37783312447687795,-0.9732054901288141,0.21753924117505824,3132.0,0.11888463963036426,,0.8891692666539546,False
HPX,11,784,-0.0244297265167695,0.0414532928541076,-0.37759692044174537,-0.9729689240490706,0.21777508316557986,3565.0,0.32365113423406666,,0.9451611137546672,False
MOG,11,784,-0.3698122100998464,-0.2675131457692863,-0.37755982575346564,-0.9729317725240056,0.2178121210170743,3243.0,0.15773984046764966,,0.9030966877974155,False
TNIP1,11,784,-0.0463437499590689,-0.0069213209178996,-0.3774481071203965,-0.9728198827484313,0.21792366850763828,3583.0,0.33545518006904407,,0.9451611137546672,False
RAD18,11,784,-0.0830840974867515,-0.037569052060883804,-0.3774420519524032,-0.9728138183059319,0.21792971440112552,3480.0,0.2716088219382198,,0.9306816003032649,False
RBM8A,11,784,-1.6079222879797797,-1.5169519742194328,-0.37732480837441645,-0.9726963951790328,0.21804677843019998,3627.0,0.36546032164526276,,0.9453814341338407,False
SERPINA7,11,784,0.0329360543058645,0.08057424732505845,-0.3772367943489257,-0.9726082464039085,0.21813465770605717,2979.0,0.07810972698170812,,0.8861923759885024,False
SLC25A28,11,784,-0.3146360187923152,-0.24150324237035786,-0.37720300842787635,-0.972574408764894,0.21816839190914128,3355.0,0.20600273053895846,,0.9194897037486607,False
AATF,11,784,-0.7253929853987046,-0.703377949109949,-0.3771666361745957,-0.9725379808397798,0.21820470849058832,3787.0,0.48801712077863646,,0.9575892542967795,False
IL20,11,784,-0.0677938529664176,-0.02081014283713445,-0.37709268216292086,-0.9724639136496926,0.218278549323851,3253.0,0.1616653437136395,,0.9030966877974155,False
RAVER2,11,784,-0.1527557342170422,-0.0491562371439265,-0.3768941420166285,-0.9722650697693921,0.21847678573613505,3052.0,0.09586407861177751,,0.8891692666539546,False
CAPZB,11,784,-1.4370530356689186,-1.2985233167200834,-0.37675513301657804,-0.9721258482033805,0.21861558217022448,3207.0,0.14420454742810598,,0.8995487060564256,False
CALM1,11,784,-0.0340062894461093,0.01360601788298995,-0.37674323962735107,-0.9721139366309857,0.21862745737628347,2852.0,0.05364731546713237,,0.8674256341066815,False
ZFYVE16,11,784,-0.1019391901341806,-0.05328148400947945,-0.37673171849016474,-0.9721023978802944,0.21863896089996493,3650.0,0.38179148831768983,,0.9484430408460183,False
LYSMD2,11,784,0.0049569924726161,0.0446682172402224,-0.37661742452041913,-0.9719879292071724,0.2187530801663341,3599.0,0.3461774470177591,,0.9452202188537194,False
TH,11,784,-0.0888750081471096,-0.082900017045465,-0.37656370948520806,-0.9719341320844528,0.2188067131140366,3684.0,0.40673828903061515,,0.9484430408460183,False
ATG9A,11,784,-0.2688580022991176,-0.1723314432222844,-0.3764199742384942,-0.9717901772385502,0.21895022876156184,3280.0,0.17263223906589886,,0.9030966877974155,False
EIF2B1,11,784,-0.980180917804683,-0.8951850417511906,-0.3764017170123033,-0.9717718921249034,0.21896845810029686,3793.0,0.49300753414810394,,0.9575892542967795,False
MYC,11,784,-2.2495937624349462,-2.098805400851383,-0.37635008445086543,-0.9717201807033353,0.21902001180160452,3259.0,0.16405579211609944,Transcription,0.9030966877974155,False
EFHB,11,784,0.0126258001111899,0.0418067621322038,-0.37629152723187004,-0.9716615340610291,0.21907847959728904,3552.0,0.3152964000022572,,0.9416440776118831,False
SGCB,11,784,0.0210704087796331,0.0358270375425482,-0.37627836697626504,-0.9716483537101801,0.21909161975765,3908.0,0.5936970064479178,,0.9711319343101998,False
CD302,11,784,-0.0763450649463035,-0.04494727369494605,-0.3762639481047113,-0.9716339128223266,0.21910601661290396,3249.0,0.16008638246328577,,0.9030966877974155,False
RASAL2,11,784,-0.0321401284658673,0.06311851796444759,-0.3762597046709071,-0.971629662909347,0.2191102535675329,2572.0,0.021455328059254247,,0.8511086511978743,False
NDUFA9,11,784,-0.4269477678758129,-0.31027863569442427,-0.3759443759515308,-0.9713138529280136,0.219425101024952,3243.0,0.15773984046764966,,0.9030966877974155,False
GPR18,11,784,-0.0556061838814636,-0.020743232746793,-0.3757690937014125,-0.971138303332403,0.219600115929578,3448.0,0.2535896105870149,,0.9271528064771293,False
PCDHA8,11,784,-0.017657941358858,-0.02493458392731445,-0.375713920078,-0.971083045582379,0.21965520542637906,3463.0,0.2619297714561267,,0.9285399246641978,False
