gene,n_R175H,n_other_mut,median_R175H,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
KREMEN1,29,766,-0.0664191136718655,0.0005223092529536,-0.36357411449474997,-0.7347862099769382,0.007637980987438231,8538.0,0.03435118448743584,,0.9238806447272142,False
LPP,29,766,0.0604902499777351,0.06378608639828101,-0.36340685145175483,-0.7346185512301543,0.007804848326644631,9264.0,0.1290527925709961,,0.9641225477761958,False
PREX2,29,766,0.0804315099675869,0.0986815495670653,-0.3633116434185066,-0.7345231180389254,0.007899831201912288,9057.0,0.09133947879465355,,0.9641225477761958,False
ERBB2,29,766,-0.366423637355229,-0.2872921418478994,-0.36295083578135856,-0.7341614576600832,0.008259786097366162,8719.0,0.04920424292339981,,0.9238806447272142,False
CARTPT,29,766,-0.0455294578729782,-0.0143018645574669,-0.3629479779184886,-0.7341585930462439,0.008262637209266677,8624.0,0.040847129036147865,,0.9238806447272142,False
DNAJB6,29,766,-0.5006829529782053,-0.3738680204705672,-0.36251875808135064,-0.7337283598892388,0.008690843726537556,9378.0,0.15446536084462095,,0.9641225477761958,False
CRYBB3,29,766,-0.0762689976691562,-0.0453532557636341,-0.3621160742621298,-0.7333247264851147,0.009092577960855164,8798.0,0.05720547276496099,,0.9372329450170687,False
DPYSL3,29,766,0.0771497958254731,0.10568703577338326,-0.3620170453687107,-0.7332254642289932,0.00919137349157173,8232.0,0.017884187902491015,,0.9238806447272142,False
WDR44,29,766,-0.3285855229843991,-0.1788180614286154,-0.36176241182157204,-0.7329702309274195,0.009445407284275453,8152.0,0.01493666579274317,,0.9238806447272142,False
PPP1R15A,29,766,-0.1380983365173393,-0.09982004397271495,-0.3617083003925002,-0.7329159921005328,0.009499391315532402,9431.0,0.16750246318006,,0.9641225477761958,False
LHPP,29,766,0.0663761718215887,0.08149410766440204,-0.3616568800986493,-0.7328644507623883,0.009550690565089559,10018.0,0.36987685068882425,,0.9717599721174077,False
TRABD2A,29,766,-0.0226539583229387,0.025109784021004097,-0.3612301427549099,-0.7324367095337937,0.009976424023973918,8475.0,0.030172057387137817,,0.9238806447272142,False
ZNF281,29,766,-0.1031687027144444,-0.07818027182387324,-0.3609418952669635,-0.732147784622738,0.010263994088811013,9535.0,0.1954587791038448,,0.9641225477761958,False
EIF4G2,29,766,-0.831802257346695,-0.7289229347422415,-0.36088327808736176,-0.7320890297503377,0.010322473575614222,8827.0,0.06040204098923486,,0.9372329450170687,False
CCND2,29,766,-0.1387911361771824,-0.1090954024573183,-0.36079292852270484,-0.7319984679966444,0.010412610951234691,9659.0,0.23308581351172009,,0.9664802925210778,False
CIBAR2,29,766,-0.2299064819830383,-0.13843686764807617,-0.3607459077540022,-0.7319513368190338,0.010459521311029285,8780.0,0.055293100568153786,,0.9344586110156131,False
CDH18,29,766,-0.0277894788808371,0.013800601027293899,-0.3607179097004135,-0.731923273030368,0.0104874536295409,8347.0,0.023009888021254057,,0.9238806447272142,False
DOK7,29,766,-0.0019835554810986,0.0348490623874347,-0.36041966207875115,-0.7316243254855824,0.010785001328080135,8893.0,0.06823121439645635,,0.9452200471748073,False
CCNA1,29,766,0.0188210018423674,0.025876184981408798,-0.3603944110533722,-0.7315990152279919,0.01081019312124748,9684.0,0.24125624835895065,,0.9664802925210778,False
LGALS2,29,766,-0.01656877369729,0.0200560466591907,-0.3602931156601847,-0.7314974822642851,0.010911250943915762,9162.0,0.10918322987934546,,0.9641225477761958,False
PACRGL,29,766,0.1777054129345161,0.19409947170889474,-0.36026661204678584,-0.7314709165023227,0.010937692408750976,9716.0,0.2520058026613198,,0.9690040735316359,False
GFOD2,29,766,-0.171374337495311,-0.1262681623472325,-0.36011196213495766,-0.7313159040414752,0.011091979771559901,8764.0,0.053638231615659684,,0.9238806447272142,False
SERPINA9,29,766,0.054226328833008,0.0762571256889306,-0.3600806466024896,-0.7312845151142588,0.011123221909279613,8820.0,0.059617205919240024,,0.9372329450170687,False
GDPD3,29,766,-0.0426280831424743,-0.0055287825422436,-0.3600754750361328,-0.7312793314278263,0.011128381355560657,9297.0,0.13605015633550663,,0.9641225477761958,False
DCLK3,29,766,-0.1089581949451058,-0.0632263033154888,-0.36000321137984936,-0.731206898432707,0.011200475673008303,8448.0,0.02851938950810696,,0.9238806447272142,False
MYH9,29,766,-0.785352739323048,-0.5336073361150071,-0.35972883164933933,-0.730931876044046,0.011474212745367363,8676.0,0.04525882768673454,,0.9238806447272142,False
EED,29,766,-0.3689190916759426,-0.2584082437534956,-0.3596430089837823,-0.7308458524631554,0.01155983449559067,8305.0,0.021006370936858407,,0.9238806447272142,False
NAXE,29,766,-0.142372013435269,-0.09492633180719465,-0.3588413383853127,-0.7300423074221477,0.012359630651522346,9099.0,0.09817336357947194,,0.9641225477761958,False
SEMA4D,29,766,0.005173932897842,0.03374604653577795,-0.3588053222321941,-0.7300062071550841,0.012395562690695916,8763.0,0.05353619028610967,,0.9238806447272142,False
KRCC1,29,766,-0.0927818502609809,-0.05759052193048,-0.35877763562602,-0.7299784558939368,0.01242318464189679,9122.0,0.10208531353113258,,0.9641225477761958,False
KLHL24,29,766,-0.0017601492003292,0.0333353399161318,-0.35864906117190826,-0.729849581252374,0.012551458908557522,8807.0,0.058182099613042014,,0.9372329450170687,False
LSM1,29,766,-0.0459170094559185,0.0008856178034269,-0.35858909175092984,-0.7297894718553221,0.012611288353462369,8883.0,0.0669939321178238,,0.9436513721953641,False
TEX101,29,766,-0.1814254901660275,-0.10581551000234884,-0.35851878077848404,-0.7297189967980806,0.012681435241112482,8391.0,0.025284815572534914,,0.9238806447272142,False
ZC3H12B,29,766,0.0033181309109573,0.0257454472629857,-0.35849450618759976,-0.7296946655650114,0.012705653189811816,8982.0,0.08009092642917992,,0.952067267587898,False
MORC2,29,766,-0.1889864822722994,-0.13480023494145577,-0.3584755286470664,-0.7296756437450638,0.012724586450931052,8375.0,0.02443599262552256,,0.9238806447272142,False
PSMC6,29,766,-1.7895384609355387,-1.762708703954444,-0.3581745317836235,-0.7293739448923373,0.013024881325090332,9063.0,0.09229166600426462,,0.9641225477761958,False
APOL3,29,766,0.1167967293476927,0.12640100105172264,-0.35797382680893103,-0.7291727721575243,0.01322511853966224,9524.0,0.1923494476581431,,0.9641225477761958,False
ADAMTS10,29,766,-0.197086185662677,-0.14482612729421485,-0.3578086743599111,-0.72900723500278,0.013389886282957786,8615.0,0.04012181491103903,,0.9238806447272142,False
MOB3B,29,766,0.0254676179073042,0.0510522324190304,-0.3576679205458044,-0.7288661534568806,0.013530312365271746,9092.0,0.09700683314332337,,0.9641225477761958,False
HMGN3,29,766,0.0113576831450325,0.0455436007533468,-0.3575233544980423,-0.7287212509348368,0.013674541938752172,9073.0,0.09389634592088868,,0.9641225477761958,False
PALS2,29,766,-0.0158472291420587,0.01546171318622795,-0.35750492323776895,-0.7287027767859673,0.013692930310429396,10220.0,0.46520873484496594,,0.9804894932204153,False
ZNF607,29,766,0.028528800712781,0.037035345301332845,-0.3573330318954453,-0.7285304855675447,0.013864421776654146,9948.0,0.3398964258732178,,0.9703041375622421,False
SLCO5A1,29,766,0.0519959214679947,0.09350085397762635,-0.3573200986227201,-0.7285175222155125,0.013877324970072269,8722.0,0.049489956791344075,,0.9238806447272142,False
IRX4,29,766,0.0003689914984144,0.0292004234596939,-0.35654562992978783,-0.7277412542972332,0.014649994437657576,9407.0,0.16149995984588772,,0.9641225477761958,False
LRRC38,29,766,-0.0336124876340606,-0.01142820586612435,-0.35645216005575175,-0.7276475675398626,0.014743247428359085,9713.0,0.2509840699564331,,0.9690040735316359,False
C2orf78,29,766,-0.1456447826070704,-0.09300496451801195,-0.3562125581509607,-0.7274074099326135,0.01498229363069209,8873.0,0.06577517970817996,,0.9417335126189837,False
PIK3IP1,29,766,-0.0637777324287525,-0.0207174362867138,-0.3562072692387985,-0.7274021087582208,0.014987570280623808,9174.0,0.11138705645527668,,0.9641225477761958,False
PCDHB8,29,766,-0.0355200585271765,0.02163196414568835,-0.35591924753104465,-0.7271134195525706,0.015274924490481345,9363.0,0.15091934890322375,,0.9641225477761958,False
CYB561D2,29,766,-0.1109791500047826,-0.0845586972980338,-0.35586964423919026,-0.7270637013581615,0.015324412879780924,9167.0,0.11009726404749504,,0.9641225477761958,False
MST1,16,256,-0.1810849592015491,-0.0945214900759404,-0.35557202156188866,-0.8615262400835322,0.1503821969597549,1616.0,0.15749507428986043,,0.9641225477761958,False
STARD7,29,766,-0.4558983016103767,-0.3926884557226866,-0.3554272485523444,-0.7266202815994325,0.015765784494743584,8963.0,0.07742757926364767,,0.9515791115671461,False
ELF5,29,766,-0.0274598562623594,0.00328079495976895,-0.355247489633983,-0.7264401069324539,0.015945127664487857,8242.0,0.01828630698523669,,0.9238806447272142,False
C1QTNF1,29,766,-0.1945855434652402,-0.1747551963983075,-0.35488917091201483,-0.7260809601126482,0.016302618288618564,9161.0,0.10900114514446226,,0.9641225477761958,False
MAP3K7CL,29,766,-0.0362676972480211,0.0222154619292531,-0.35486219949685627,-0.7260539263985419,0.016329527404829347,8376.0,0.024488311207030357,,0.9238806447272142,False
H6PD,29,766,-0.1017403923871471,-0.0764076425979626,-0.3547385638246611,-0.7259300052114257,0.016452877562103507,8954.0,0.07619141758583436,,0.9515791115671461,False
OR4F15,24,677,-0.01893192277488165,0.0404971063189275,-0.35469546174054695,-0.7622242780829942,0.05283335460190025,6376.0,0.07306603384866163,,0.9472134443530683,False
THRA,29,766,-0.1178300015368619,-0.0862455019971071,-0.3545985163988587,-0.725789634490547,0.01659260169282961,9360.0,0.15021765030885662,,0.9641225477761958,False
RIPOR2,29,766,-0.0955760550369934,-0.07060405562471761,-0.3545888239158201,-0.725779919637429,0.016602271805788937,9337.0,0.1449203655079108,,0.9641225477761958,False
AMMECR1,29,766,0.0477823665634511,0.09234821372139135,-0.354375856677965,-0.72556646102894,0.016814747673009944,8750.0,0.05222434074648362,,0.9238806447272142,False
MCFD2,29,766,-0.1264439859995605,-0.07330053105124246,-0.3543350484738676,-0.7255255587033642,0.016855461755628964,8598.0,0.03878156119505414,,0.9238806447272142,False
MAPKBP1,29,766,-0.0911347716102794,-0.0461826075207232,-0.3540685639766104,-0.7252584598427949,0.0171213318895741,9301.0,0.1369178565912956,,0.9641225477761958,False
MGARP,29,766,-0.0956533322764471,-0.0457786335672572,-0.35403901836439966,-0.7252288461434282,0.01715080941462882,9156.0,0.10809432131169366,,0.9641225477761958,False
ZNF385A,29,766,-0.1201808443878491,-0.09478741407887485,-0.3538421323254179,-0.7250315065300501,0.01734724187921427,8826.0,0.06028940007900479,,0.9372329450170687,False
MRPS5,29,766,-0.8927206659686011,-0.7474095060944324,-0.3538289923658179,-0.7250183363083509,0.01736035157671517,9025.0,0.08639374518981373,,0.9635545145785921,False
A4GNT,29,766,0.0540913417860852,0.07355588060245324,-0.35365025692007096,-0.7248391893357342,0.017538675495592293,9119.0,0.1015681309144291,,0.9641225477761958,False
ZNF583,29,766,0.0208679045374609,0.0458599406177492,-0.3536036255076039,-0.7247924505915649,0.01758519957635718,9040.0,0.08868444566917813,,0.9641225477761958,False
CXADR,16,256,-0.3020015699179718,-0.2025651912950806,-0.3535818966704802,-0.8595262664417314,0.15236247310077106,1582.0,0.12727734438406343,,0.9641225477761958,False
DHRS3,29,766,-0.0794865618096913,-0.0441116489421956,-0.3535300709984907,-0.7247187268104609,0.017658584813479428,9928.0,0.33162503137511545,,0.9703041375622421,False
SSH3,29,766,-0.0802631661997479,-0.043393086668186545,-0.3534257549453374,-0.7246141707536101,0.01776266086293532,8986.0,0.0806610103736739,,0.952067267587898,False
PCDHA1,29,766,-0.0572474837463859,-0.017339030850140352,-0.35332117417518216,-0.724509349441656,0.01786700109129169,8745.0,0.051726992795462445,,0.9238806447272142,False
HSPA4,29,766,-0.0633836696853188,-0.05124446376885235,-0.35327537208318577,-0.7244634420245751,0.017912697858203597,9504.0,0.1867895449828879,,0.9641225477761958,False
CDH24,29,766,-0.2513366798490863,-0.20656190077126435,-0.3531112890237916,-0.7242989817566484,0.01807640370906527,8769.0,0.05415087723522142,,0.9265070417030107,False
NSFL1C,29,766,-0.1919099000127065,-0.13221427108089223,-0.35302960051286925,-0.7242171055182058,0.01815790449246729,9152.0,0.10737317041932835,,0.9641225477761958,False
TNFSF4,29,766,-0.0226617071993197,0.0201203877799496,-0.3528322563198812,-0.7240193079893886,0.018354795349626307,8714.0,0.048731129394613854,,0.9238806447272142,False
CRYBA4,29,766,-0.0980794363555837,-0.05626367823239685,-0.35242566710260587,-0.7236117855594553,0.018760451354243535,8892.0,0.06810664672795982,,0.9452200471748073,False
LGALS13,29,766,-0.0408002731454482,-0.01443773266430025,-0.35231157340590846,-0.7234974301852697,0.018874283373452816,9603.0,0.21550099940449108,,0.9641225477761958,False
PDZK1,29,766,-0.322879506221317,-0.27682266960959195,-0.3522689608413276,-0.7234547199091141,0.01891679822645903,8928.0,0.07271046550396339,,0.9472134443530683,False
SCCPDH,29,766,0.0699140538672776,0.1331481942816774,-0.3522379214125519,-0.7234236093136499,0.018947766488546125,8799.0,0.05731330906909647,,0.9372329450170687,False
ESRP1,29,766,-0.001769151491058,0.0294157596495625,-0.35201094876414907,-0.7231961164562872,0.01917421892798904,9227.0,0.12154328822655007,,0.9641225477761958,False
RSPH14,29,766,-0.0793675335879771,-0.0451744446946115,-0.35200050154542756,-0.7231856453011636,0.019184642210308467,8937.0,0.07390037957297245,,0.9472134443530683,False
MYH15,29,766,0.0516640899223901,0.08615972876587025,-0.3517262567354721,-0.7229107724020079,0.019458258931063677,8739.0,0.05113541274831078,,0.9238806447272142,False
ARIH2,29,766,0.0118070201586123,0.051894109119680204,-0.35166603394527807,-0.7228504117519743,0.019518343861418153,9416.0,0.16373157626753565,,0.9641225477761958,False
C3orf33,29,766,0.1360795538322759,0.1630402291932577,-0.3516330646901592,-0.722817367034803,0.019551237654484632,9392.0,0.1578317514007066,,0.9641225477761958,False
EXOSC4,29,766,-1.437014052673939,-1.4232408780387542,-0.35150225382401884,-0.7226862568303059,0.019681749182268227,10100.0,0.4070180436078962,,0.9758310656415545,False
TMED4,29,766,0.025183651659101,0.03932157241052565,-0.3514567308007018,-0.722640629661382,0.019727168059978428,9353.0,0.1485900314573701,,0.9641225477761958,False
NUF2,29,766,-1.730195948520416,-1.5530276668953373,-0.3511611260983335,-0.7223443490148077,0.02002209681814071,8768.0,0.05404802228526928,,0.9265070417030107,False
VPS37A,29,766,-0.4974928349922945,-0.47365432137282054,-0.35070815753706963,-0.7218903457745647,0.02047403070042536,9541.0,0.1971702319265407,,0.9641225477761958,False
TMEM117,29,766,-0.1069939628115451,-0.0528276876162265,-0.35066131766670156,-0.7218433989877436,0.020520763654340524,8495.0,0.03144871553005968,,0.9238806447272142,False
EFHC2,29,766,-0.0155372704189335,-0.0039258363356997,-0.3505801430889933,-0.7217620391550981,0.02060175297711142,8930.0,0.07297352657617742,,0.9472134443530683,False
CCDC28B,29,766,-0.1977267711904539,-0.14847599775827142,-0.35040855492122225,-0.7215900595332163,0.020772949690771814,9454.0,0.17341065599163585,,0.9641225477761958,False
PROX2,29,766,-0.0569265278356846,-0.01794245310971345,-0.35004917709853495,-0.7212298624605853,0.02113150826351534,9228.0,0.12174165376350723,,0.9641225477761958,False
HOXA3,29,766,-0.08116176993216,-0.0428381465039164,-0.34986080723911805,-0.7210410635218854,0.02131944904364924,9379.0,0.15470399348751043,,0.9641225477761958,False
ACSBG2,29,766,-0.0364816702760649,-0.005844237039987149,-0.3497191502996796,-0.7208990840602594,0.021460783460900246,9657.0,0.23244076021969862,,0.9664802925210778,False
PHF21A,29,766,-0.0707770436890252,-0.04110782462815775,-0.3495907153029504,-0.7207703567574983,0.02158892615159763,9547.0,0.19889262921878625,,0.9641225477761958,False
NEMF,29,766,-0.2662815585691787,-0.19290175859966746,-0.34941061174010435,-0.7205898434762616,0.021768619996052896,8938.0,0.07403356937159711,,0.9472134443530683,False
CATSPERE,29,766,0.0256907660926109,0.055119042185992645,-0.34938574300820596,-0.7205649181869291,0.02179343217051727,8858.0,0.06398136588995573,,0.9372329450170687,False
SETD4,29,766,0.0597467598522753,0.07813416219865299,-0.3493338887880197,-0.7205129460507854,0.021845168474746046,9800.0,0.28179667734784763,,0.9703041375622421,False
RGL4,29,766,-0.1744199530441864,-0.1314934754319646,-0.34932115740043557,-0.7205001857148285,0.021857870913957467,9625.0,0.22229181004943532,,0.9653461966569205,False
SLCO1B1,29,766,0.0420629006542216,0.09045399774077839,-0.34910738487259957,-0.7202859272725723,0.022071157527373153,9502.0,0.18624015225861135,,0.9641225477761958,False
PRR19,29,766,-0.0388220476097295,-0.04737279975340955,-0.34908788285732056,-0.7202663809431233,0.022090615228482213,10351.0,0.533692456180938,,0.9833519290347225,False
RPL3L,29,766,-0.0007556105117293,0.0316472745501133,-0.3489064665593652,-0.7200845525336997,0.022271619414969357,8354.0,0.02335946400845806,,0.9238806447272142,False
MAST2,29,766,-0.2486518819942945,-0.2237899728147888,-0.34845400651670366,-0.7196310655987448,0.02272305256533752,9147.0,0.10647709663130069,,0.9641225477761958,False
ZNF792,29,766,-0.1375245998279567,-0.0941602472201878,-0.3482780732586476,-0.7194547334058896,0.022898586888594308,8794.0,0.05677581372773166,,0.9372329450170687,False
LYPD6,29,766,-0.0850963726536499,-0.06448460387776306,-0.34816507704715927,-0.719341481077578,0.023011326983259417,8938.0,0.07403356937159711,,0.9472134443530683,False
ZNF682,29,766,-0.0002332301319021,0.00891376678282225,-0.34813607314005507,-0.7193124114436934,0.023040265163583262,9497.0,0.18487189677336657,,0.9641225477761958,False
ZNHIT2,29,766,-1.797029544108834,-1.6870095710032762,-0.3481171421295933,-0.719293437535946,0.023059153276759337,9226.0,0.12134517554543639,,0.9641225477761958,False
DAD1,29,766,-2.057542698097764,-1.8540012144069893,-0.3480510121979772,-0.7192271577735143,0.023125133377560003,8715.0,0.048825445337676035,,0.9238806447272142,False
TNFRSF1B,29,766,-0.0929643844984964,-0.039325373428506796,-0.3479511306652399,-0.7191270499926922,0.023224788662212337,8319.0,0.021656632800544792,,0.9238806447272142,False
KCNC2,29,766,-0.1029449531700758,-0.0554558898947854,-0.34793994048889476,-0.7191158344727953,0.023235953495005734,8421.0,0.02694529494350258,,0.9238806447272142,False
DHPS,29,766,-1.1329440678879836,-0.9826678954809971,-0.3477668674960296,-0.7189423696071615,0.02340863461510234,8876.0,0.06613887146821278,,0.9427155042102728,False
ZNF780A,29,766,0.0859132650369761,0.1344411393543227,-0.34767653948110383,-0.718851837148345,0.023498758186137392,9278.0,0.13198644568381948,,0.9641225477761958,False
RPL39L,29,766,0.0400438079032172,0.0561983225823098,-0.34766095494445437,-0.7188362173437989,0.023514307454890138,9524.0,0.1923494476581431,,0.9641225477761958,False
MPZL1,29,766,-0.2476102229472934,-0.19975174234258308,-0.3475900188845772,-0.7187651207751395,0.023585083005985163,9257.0,0.12760508803537177,,0.9641225477761958,False
SWAP70,29,766,0.032325424447247,0.08624606997961805,-0.347209134847473,-0.7183833754611697,0.023965105766223627,8163.0,0.01531474436404796,,0.9238806447272142,False
ITGA10,29,766,-0.1290394943054471,-0.0742760472989845,-0.3471925057018351,-0.7183667087342204,0.023981697330550222,8410.0,0.02632583242341107,,0.9238806447272142,False
PLN,24,677,-0.0449601810097991,-0.0440159784704246,-0.34719182783933117,-0.7547029386775788,0.06031928299891648,7339.0,0.42101307737822224,,0.9772080624653837,False
SULT1C3,29,766,-0.0262215722227391,-0.0044619684723323,-0.34706301746537493,-0.7182369279201366,0.024110892989386734,9113.0,0.10054002588993119,,0.9641225477761958,False
NRDC,29,766,-0.3060366766919174,-0.247314570559849,-0.34694298400954193,-0.7181166233469516,0.024230655327867667,9517.0,0.190389805722323,,0.9641225477761958,False
ITGA11,29,766,-0.1718844275028467,-0.12948113743263165,-0.3469321140826848,-0.7181057288730124,0.024241500707642694,8483.0,0.03067727488356741,,0.9238806447272142,False
NTRK2,29,766,0.1080776410986178,0.12789696050569724,-0.34683469288881985,-0.7180080877113738,0.024338701933734108,9092.0,0.09700683314332337,,0.9641225477761958,False
RCN2,29,766,-0.1371823878876219,-0.08122233825109576,-0.34674724338460283,-0.7179204408070133,0.024425954037807673,8418.0,0.02677511501179667,,0.9238806447272142,False
GYPE,24,666,-0.13950139766494615,-0.08162567561348871,-0.346727583813566,-0.7543590260933779,0.06090385846624585,6374.0,0.09179910220325134,,0.9641225477761958,False
KLK15,29,766,0.1151872657744787,0.1375890403525133,-0.3466611160218937,-0.7178341190771886,0.024511887033401236,8698.0,0.04724275876098272,,0.9238806447272142,False
GOLGB1,29,766,-0.1421798911750549,-0.09876353644797606,-0.3463796655312365,-0.717552033761776,0.02479270269930306,9016.0,0.08504242049650491,,0.9596574209709438,False
OR8J1,24,677,-0.08189664497823435,-0.0711105262715969,-0.3460838773554982,-0.7535924058953398,0.06142465118434337,6906.0,0.21174013637527656,,0.9641225477761958,False
TLR10,29,766,0.1203980025063002,0.1424960378731236,-0.3458379086759122,-0.7170090563969218,0.025333239045097378,8618.0,0.040362362905618836,,0.9238806447272142,False
TRAPPC4,29,766,-1.0195721678992191,-1.0034798005535928,-0.345811655621908,-0.7169827442465446,0.025359433002728582,9391.0,0.15758946681678765,,0.9641225477761958,False
CHST8,29,766,-0.1514768283280256,-0.14842519218824884,-0.3456993976765915,-0.7168702336558925,0.025471438302709537,9646.0,0.22891560924247523,,0.9664802925210778,False
FOLR1,29,766,0.0072379829684393,0.0296024055390799,-0.34563513816107955,-0.7168058295561257,0.025535553233966668,8536.0,0.03421127877443315,,0.9238806447272142,False
MAEA,29,766,-0.4491601022245924,-0.29991048422082023,-0.34557972847136015,-0.7167502952158424,0.025590838273122085,8627.0,0.04109135662443673,,0.9238806447272142,False
ABHD8,29,766,-0.0453505205629338,-0.0114366401172747,-0.3454695323993578,-0.7166398513041838,0.025700786505468254,8754.0,0.05262509278710342,,0.9238806447272142,False
HLA-DMB,29,766,0.0323278715709637,0.0657531591935584,-0.34537148418391744,-0.7165415826368877,0.025798614269052833,8738.0,0.05103736894689084,,0.9238806447272142,False
S100A5,29,766,-0.1218260796344841,-0.1226660605076101,-0.34519466691179435,-0.7163643679662077,0.025975034142619036,9533.0,0.1948907221051921,,0.9641225477761958,False
IL6R,29,766,-0.1205144287762456,-0.05056837446096,-0.34517822896553757,-0.7163478930858225,0.025991435154747333,7974.0,0.009864390780649235,,0.9193225141646324,False
HSD17B4,29,766,-0.2550086636413036,-0.21353453104489645,-0.34516866707022253,-0.7163383097068627,0.026000975566417617,9004.0,0.08326729821855909,,0.952067267587898,False
UXS1,29,766,-0.4456145195537213,-0.3591636655035154,-0.345037557661103,-0.7162069057813201,0.026131790459114013,8375.0,0.02443599262552256,,0.9238806447272142,False
TMEM221,29,766,0.0209333146932617,0.0794824189365024,-0.3448166967403187,-0.7159855489840972,0.026352155503459762,8958.0,0.07673882091193247,,0.9515791115671461,False
ZFP36,29,766,-0.0454313136462489,-0.02476777327917815,-0.34475130941278,-0.7159200149098681,0.026417396084308153,9394.0,0.1583171669429857,,0.9641225477761958,False
SERPINA11,29,766,0.1728895725855948,0.2017448393354324,-0.3446856162750669,-0.7158541743671121,0.0264829418169783,8366.0,0.023969468353703133,,0.9238806447272142,False
FOLH1,29,766,-0.2500961375830586,-0.17303712135101715,-0.3446663125561104,-0.7158348273389827,0.026502202226761917,8980.0,0.07980711460438576,,0.952067267587898,False
MAGEH1,29,766,-0.1372915718716829,-0.0795529889733556,-0.34444549241182576,-0.7156135119422833,0.026722527118631823,9030.0,0.08715194260374434,,0.9640477994002097,False
C6orf136,29,766,-0.1409266256851385,-0.10985782901108984,-0.34421950268953444,-0.7153870157012663,0.026948010322197458,8648.0,0.042835824221497225,,0.9238806447272142,False
RPS6KL1,29,766,-0.0824475686559466,-0.0597674848932594,-0.344172664913185,-0.7153400729872618,0.026994743160891788,9330.0,0.14333688811301332,,0.9641225477761958,False
CAMK2N1,29,766,-0.0983755939695715,-0.04066213295778335,-0.3441266437737139,-0.7152939487536486,0.02704066120622084,9174.0,0.11138705645527668,,0.9641225477761958,False
EPS15L1,29,766,-0.1272532709698832,-0.1049920272555456,-0.3441222189816647,-0.7152895140501373,0.02704507608680795,9188.0,0.1140023929591922,,0.9641225477761958,False
AKR1B15,29,766,-0.1901886055136568,-0.15608657074983173,-0.34407562558382354,-0.7152428162915653,0.027091565123918193,9243.0,0.12474760706409212,,0.9641225477761958,False
H2AC4,29,766,-0.53976183212294,-0.48186515258494655,-0.3439028898261435,-0.7150696937602754,0.02726391410798845,9022.0,0.08594138973650253,,0.9633566646838471,False
RFPL2,29,766,-0.0347330287562016,-0.0061065643886879,-0.34388879132931766,-0.7150555637039808,0.027277981045345567,9123.0,0.1022581727640573,,0.9641225477761958,False
MANEA,29,766,0.0701976670140809,0.0930288697751151,-0.34388531887465973,-0.7150520834764355,0.027281445727115994,9477.0,0.179473219635627,,0.9641225477761958,False
IFT22,29,766,-0.0422082313971215,-0.03513730186429715,-0.34358997272414704,-0.7147560764974057,0.027576131049111607,9416.0,0.16373157626753565,,0.9641225477761958,False
CD82,29,766,-0.0702794545971553,-0.0433660449858558,-0.3435469719416944,-0.7147129795491931,0.027619035665804315,9011.0,0.08429910191622017,,0.9560829832129942,False
ZNF557,29,766,0.0016493849452796,0.02721220981654465,-0.3435248091807261,-0.7146907672287302,0.02764114886727792,9294.0,0.13540217195359755,,0.9641225477761958,False
GIMAP5,29,766,0.107211070869694,0.1485613594325031,-0.3434622532244306,-0.7146280714044773,0.0277035649556161,9252.0,0.12657877044584312,,0.9641225477761958,False
ZNF205,29,766,-0.2645121550700371,-0.20209799392866257,-0.34318970535987364,-0.7143549144507311,0.02797550373098373,8806.0,0.05807290593994409,,0.9372329450170687,False
C2CD4B,29,766,0.0497827562630507,0.09453198064051625,-0.3431895206668779,-0.7143547293451475,0.027975688011391664,8729.0,0.050162038318766644,,0.9238806447272142,False
MTMR1,29,766,0.0216744027143828,0.039972884605984804,-0.3430278039865721,-0.7141926514891538,0.02813704351600954,8863.0,0.06457476112714813,,0.9372329450170687,False
SCRIB,29,766,-0.1300947555144896,-0.06468770153365705,-0.3427298673580787,-0.713894049898111,0.028434315181953662,8755.0,0.052725681483802,,0.9238806447272142,False
TBC1D28,29,755,-0.4058999138106763,-0.3450641553011209,-0.3425189685303361,-0.7137864513207559,0.02874851426008368,8892.0,0.08596122154336933,,0.9633566646838471,False
MFSD14B,29,766,-0.2113770390762559,-0.15722686079776965,-0.34251213571468886,-0.713675832665752,0.0286515612363743,9327.0,0.14266233204497442,,0.9641225477761958,False
ITGB3BP,29,766,0.0258060701827646,0.06873510492040275,-0.34239380229062377,-0.7135572354615513,0.02876963088030371,9368.0,0.152094393708565,,0.9641225477761958,False
DNAJB9,29,766,-0.0143261220852888,0.02260358072211375,-0.34229010224980244,-0.713453304335036,0.028873099835431015,8743.0,0.05152916634543094,,0.9238806447272142,False
ZIM2,24,677,-0.07392346589018735,-0.015457299854854,-0.34225564941023817,-0.7497553189095361,0.06524402008905966,6604.0,0.1191011599175749,,0.9641225477761958,False
KDM8,29,766,-0.5991390605274775,-0.5325707202582228,-0.34204628629295436,-0.7132089453326798,0.02911637274677098,9017.0,0.08519171839410594,,0.9606111500044808,False
PANK2,29,766,-0.0264996919371131,-0.0018761360769966,-0.34192214733246706,-0.7130845300287844,0.02924023536385023,9416.0,0.16373157626753565,,0.9641225477761958,False
MRPS18C,29,766,-0.3211739948013706,-0.2395367463765448,-0.3418653163531094,-0.7130275725724555,0.029296939866236715,8791.0,0.05645533458556041,,0.9372329450170687,False
