drug_id,drug_name,n_group1,n_group2,median_group1,median_group2,cohens_d,mannwhitney_U,pvalue,fdr
BRD:BRD-K67566344-001-07-5,,39,69,-0.2392,-0.1327,-0.2248,1218.0,0.41661114891882534,0.986853485883037
BRD:BRD-A50049929-001-01-9,,39,69,0.2534,0.0877,0.0501,1473.0,0.41661114891882534,0.986853485883037
BRD:BRD-K46742498-003-11-0,,39,69,-0.0542,0.0176,-0.2056,1218.0,0.41661114891882534,0.986853485883037
BRD:BRD-K20468903-001-01-6,,39,70,-1.1879,-1.0422,-0.2146,1236.0,0.41661990610977795,0.986853485883037
BRD:BRD-K15262564-001-15-0,,39,70,0.014,0.0277,0.2646,1494.0,0.41661990610977795,0.986853485883037
BRD:BRD-K15014948-001-10-3,,39,70,-0.2244,-0.128,-0.0468,1236.0,0.41661990610977795,0.986853485883037
BRD:BRD-K00003412-300-01-9,trilaciclib,49,115,-0.8362,-0.961,0.1203,3044.0,0.4168408735217951,0.986853485883037
BRD:BRD-K26875402-001-13-9,cinnamaldehyde,49,115,-0.0088,-0.054,0.0175,3044.0,0.4168408735217951,0.986853485883037
BRD:BRD-K78973789-001-02-9,MMV-390048,49,116,0.2125,0.1715,0.1009,3070.0,0.4171832538232293,0.986853485883037
BRD:BRD-K69070623-003-01-7,,40,70,0.1423,0.015,0.166,1531.0,0.41743025368284015,0.986853485883037
BRD:BRD-K59325863-001-02-8,,40,70,-3.8932,-3.5013,-0.1119,1269.0,0.41743025368284015,0.986853485883037
BRD:BRD-K96233303-001-01-9,,40,70,-2.0415,-2.6336,0.1718,1531.0,0.41743025368284015,0.986853485883037
BRD:BRD-K30867024-003-03-3,,38,69,-0.1975,-0.1859,-0.2712,1186.0,0.4176756657191312,0.986853485883037
BRD:BRD-K95053546-001-03-5,,38,63,-0.1891,-0.1432,-0.2493,1081.0,0.41812729194539866,0.986853485883037
BRD:BRD-K90991629-100-02-9,delafloxacin,49,114,-0.0515,0.0643,-0.0847,2569.0,0.41857167744706614,0.986853485883037
BRD:BRD-K00003214-001-01-9,sapacitabine,49,115,-3.7524,-3.1927,-0.156,2592.0,0.41890544481183867,0.986853485883037
BRD:BRD-K79684402-300-02-8,,34,62,0.3832,0.2636,0.1177,1160.0,0.41897217354489735,0.986853485883037
BRD:BRD-K03739921-001-06-8,,40,69,-0.2113,-0.3565,0.1249,1509.0,0.4191639385743605,0.986853485883037
BRD:BRD-K79555887-001-01-0,,40,71,0.0549,-0.0005,0.2107,1552.0,0.4192653258646103,0.986853485883037
BRD:BRD-K78126613-001-28-5,,40,71,0.1613,0.0282,0.2541,1552.0,0.4192653258646103,0.986853485883037
BRD:BRD-K25486274-300-01-0,,40,71,-0.0952,-0.296,0.0858,1552.0,0.4192653258646103,0.986853485883037
BRD:BRD-K83607951-001-02-2,,40,71,-0.1265,-0.0421,-0.2207,1288.0,0.4192653258646103,0.986853485883037
BRD:BRD-A92177080-001-02-1,,39,70,0.082,0.0763,0.1148,1493.0,0.4202555833406083,0.986853485883037
BRD:BRD-K87948281-001-01-9,,39,70,0.0119,-0.0513,0.0711,1493.0,0.4202555833406083,0.986853485883037
BRD:BRD-K74913225-001-12-4,,39,69,-0.2434,-0.2275,-0.1454,1219.0,0.42028990215892625,0.986853485883037
BRD:BRD-A94033181-001-01-4,,39,69,0.1702,0.1394,0.1632,1472.0,0.42028990215892625,0.986853485883037
BRD:BRD-K97764662-001-17-3,,39,69,0.1757,0.1822,-0.2258,1219.0,0.42028990215892625,0.986853485883037
BRD:BRD-K90737788-001-02-9,GSK2193874,49,115,-0.046,-0.1628,0.1203,3042.0,0.42097602017604674,0.986853485883037
BRD:BRD-K92723993-001-17-4,Imatinib,49,116,0.0718,-0.0144,0.1913,3068.0,0.42129000951418993,0.986853485883037
BRD:BRD-K54496168-003-01-2,,38,69,0.0523,0.071,-0.2617,1187.0,0.4214255102065241,0.986853485883037
BRD:BRD-K38398115-001-01-9,,38,69,0.0354,0.1034,-0.1676,1187.0,0.4214255102065241,0.986853485883037
BRD:BRD-K26739552-003-15-4,,38,69,-0.0399,-0.0608,0.1584,1435.0,0.4214255102065241,0.986853485883037
BRD:BRD-K78781788-003-01-9,,38,69,-0.0285,-0.092,0.1684,1435.0,0.4214255102065241,0.986853485883037
BRD:BRD-A09349126-001-10-7,,38,69,-0.3723,-0.4467,0.1944,1435.0,0.4214255102065241,0.986853485883037
BRD:BRD-K49522529-001-02-9,,38,63,-0.0199,0.0359,-0.2182,1082.0,0.42216878883857656,0.986853485883037
BRD:BRD-K42260897-001-07-6,,38,63,0.1858,0.2699,-0.0702,1082.0,0.42216878883857656,0.986853485883037
BRD:BRD-K05919151-001-01-6,,38,63,-0.0162,0.0535,-0.2086,1082.0,0.42216878883857656,0.986853485883037
BRD:BRD-K00004662-001-01-9,nemazoline,49,114,0.1993,0.1239,0.1997,3015.0,0.4227477914248743,0.986853485883037
BRD:BRD-K00003399-001-01-9,ocaperidone,49,114,0.0247,-0.0053,0.2197,3015.0,0.4227477914248743,0.986853485883037
BRD:BRD-K74236708-001-01-9,,40,69,0.1203,0.0542,0.135,1508.0,0.42279269149852483,0.986853485883037
BRD:BRD-K40718343-001-02-6,,40,71,-0.2431,-0.0755,-0.1752,1289.0,0.42281081659639763,0.986853485883037
BRD:BRD-K12539581-001-23-7,,40,71,-3.089,-2.7849,-0.1611,1289.0,0.42281081659639763,0.986853485883037
BRD:BRD-A40413915-003-01-2,,40,71,0.2015,0.248,-0.1944,1289.0,0.42281081659639763,0.986853485883037
BRD:BRD-K88544581-001-06-1,,40,71,-0.0703,-0.0081,-0.2072,1289.0,0.42281081659639763,0.986853485883037
BRD:BRD-K91403886-003-02-9,YIL-781,49,115,0.021,-0.0666,0.2057,3041.0,0.4230525902740606,0.986853485883037
BRD:BRD-K19136521-001-08-9,,39,69,0.4298,0.4273,0.3144,1471.0,0.4239876675213339,0.986853485883037
BRD:BRD-K45909031-001-01-5,,40,70,-0.1455,-0.2548,0.1503,1529.0,0.42460351003294683,0.986853485883037
BRD:BRD-A33711280-003-03-1,,40,70,0.1965,0.137,0.0957,1529.0,0.42460351003294683,0.986853485883037
BRD:BRD-K32821942-001-21-3,,40,70,-0.3901,-0.1988,-0.1582,1271.0,0.42460351003294683,0.986853485883037
BRD:BRD-K46254452-001-01-5,,40,70,0.0417,0.1024,-0.0998,1271.0,0.42460351003294683,0.986853485883037
BRD:BRD-K33277808-331-01-3,,40,70,-3.7423,-3.3504,-0.1598,1271.0,0.42460351003294683,0.986853485883037
BRD:BRD-K60690191-001-03-3,,40,70,0.1047,0.0835,0.1683,1529.0,0.42460351003294683,0.986853485883037
BRD:BRD-K56195681-001-01-0,,40,70,0.088,0.1387,-0.1569,1271.0,0.42460351003294683,0.986853485883037
BRD:BRD-K18135438-001-16-7,,40,70,0.304,0.2632,0.1667,1529.0,0.42460351003294683,0.986853485883037
BRD:BRD-A19958636-065-04-4,,40,70,0.266,0.1933,0.0139,1529.0,0.42460351003294683,0.986853485883037
BRD:BRD-K96295391-300-01-7,,31,64,-0.2837,-0.2274,-0.1514,891.0,0.42503325750137533,0.986853485883037
BRD:BRD-K30237152-300-02-5,,38,69,0.0043,0.0235,-0.1831,1188.0,0.4251950308570581,0.986853485883037
BRD:BRD-K83029223-001-01-3,,38,69,-1.3669,-1.041,-0.1661,1188.0,0.4251950308570581,0.986853485883037
BRD:BRD-K00003096-001-01-9,FN-1501,49,116,-7.5086,-7.4668,-0.1886,2618.0,0.42542038840722884,0.986853485883037
BRD:BRD-K67868012-001-07-6,,40,71,-1.2929,-1.1384,-0.1549,1290.0,0.4263738057909656,0.986853485883037
BRD:BRD-K64874225-001-04-7,,40,71,-0.0146,0.1066,-0.1791,1290.0,0.4263738057909656,0.986853485883037
BRD:BRD-K00079347-066-02-9,MK-0941,49,112,0.1765,0.0585,0.113,2961.0,0.4263825869483331,0.986853485883037
BRD:BRD-K86283245-001-03-9,OR-1896,49,112,0.0085,0.0942,-0.1587,2527.0,0.4263825869483331,0.986853485883037
BRD:BRD-K27911943-001-02-8,,40,69,-0.1539,-0.0371,-0.1107,1253.0,0.4264397777126352,0.986853485883037
BRD:BRD-K88767641-001-01-7,AZD5582,49,115,-1.1384,-1.316,0.1557,3039.0,0.4272236763998889,0.986853485883037
BRD:BRD-K00003116-001-01-9,CC-90003,49,115,-1.5195,-1.3687,-0.1268,2596.0,0.4272236763998889,0.986853485883037
BRD:BRD-K14993104-001-05-9,,39,71,0.2651,0.1873,0.1016,1512.0,0.4274605567305334,0.986853485883037
BRD:BRD-K00003576-001-01-9,encorafenib,49,116,-0.3984,-0.3073,-0.1032,2619.0,0.4274944130913997,0.986853485883037
BRD:BRD-K00003189-001-01-9,BMS-911543,49,116,-0.3612,-0.2969,-0.1986,2619.0,0.4274944130913997,0.986853485883037
BRD:BRD-K76315403-015-02-5,,39,70,0.1176,0.1019,0.1961,1491.0,0.42758259780142593,0.986853485883037
BRD:BRD-K20897876-001-10-0,,39,69,0.2974,0.3147,-0.1298,1221.0,0.42770439120457016,0.986853485883037
BRD:BRD-K53061490-003-13-9,,39,69,0.1128,0.0934,0.1225,1470.0,0.42770439120457016,0.986853485883037
BRD:BRD-K41278234-001-03-0,,39,69,-1.3707,-1.4917,0.1783,1470.0,0.42770439120457016,0.986853485883037
BRD:BRD-K59469039-001-08-0,,40,70,0.0091,-0.0698,0.1609,1528.0,0.4282169881474249,0.986853485883037
BRD:BRD-A64743628-001-01-5,,40,70,-0.4879,-0.4528,-0.1384,1272.0,0.4282169881474249,0.986853485883037
BRD:BRD-K29173907-001-09-2,,40,70,0.1326,0.139,-0.1873,1272.0,0.4282169881474249,0.986853485883037
BRD:BRD-K37688416-003-13-1,,40,70,0.1318,0.2121,-0.1306,1272.0,0.4282169881474249,0.986853485883037
BRD:BRD-K00076061-001-02-9,Aleglitazar,49,112,-0.1935,-0.2121,0.1246,2960.0,0.4285221261638863,0.986853485883037
BRD:BRD-K95123482-001-01-6,,31,65,-0.0066,0.0766,-0.1723,906.0,0.4287185205623506,0.986853485883037
BRD:BRD-K40787673-001-02-1,,38,69,0.1184,-0.031,0.0755,1433.0,0.4289841703421864,0.986853485883037
BRD:BRD-K59256312-066-15-7,,38,69,-0.0661,-0.0023,-0.2451,1189.0,0.4289841703421864,0.986853485883037
BRD:BRD-K06273313-001-07-9,,38,69,-0.0602,-0.0118,-0.1874,1189.0,0.4289841703421864,0.986853485883037
BRD:BRD-K60130390-001-02-1,,38,69,-0.1464,-0.0851,-0.1822,1189.0,0.4289841703421864,0.986853485883037
BRD:BRD-K00004740-001-01-9,parcetasal,49,114,0.0939,0.1018,0.2253,3012.0,0.4290575068582305,0.986853485883037
BRD:BRD-K90305467-001-01-3,,31,64,-0.0598,-0.1016,0.1675,1092.0,0.4296550697005047,0.986853485883037
BRD:BRD-K53597484-001-02-7,,31,64,-0.3452,-0.2429,-0.2127,892.0,0.4296550697005047,0.986853485883037
BRD:BRD-K82381502-003-23-1,,40,71,0.2527,0.209,0.0821,1549.0,0.4299542447314185,0.986853485883037
BRD:BRD-K92441787-001-04-1,,40,71,0.1372,0.2942,-0.1052,1291.0,0.4299542447314185,0.986853485883037
BRD:BRD-K91308639-001-02-7,,40,71,0.0836,0.1455,-0.1599,1291.0,0.4299542447314185,0.986853485883037
BRD:BRD-K75282704-001-02-4,,40,71,0.0882,0.2664,-0.2029,1291.0,0.4299542447314185,0.986853485883037
BRD:BRD-A67482312-001-02-6,,40,71,0.2058,0.1324,0.0912,1549.0,0.4299542447314185,0.986853485883037
BRD:BRD-K52396582-001-06-7,,40,71,0.2081,0.202,0.2036,1549.0,0.4299542447314185,0.986853485883037
BRD:BRD-K14767410-001-02-3,,40,71,-0.0745,-0.0394,-0.1074,1291.0,0.4299542447314185,0.986853485883037
BRD:BRD-K36021395-300-02-4,,40,69,-0.0338,0.0718,-0.134,1254.0,0.43010514496210484,0.986853485883037
BRD:BRD-A97730597-003-11-5,,40,69,0.0894,0.1863,-0.0747,1254.0,0.43010514496210484,0.986853485883037
BRD:BRD-K95899059-003-02-8,,40,69,-0.0174,0.1265,-0.1728,1254.0,0.43010514496210484,0.986853485883037
BRD:BRD-M54096567-001-01-9,,38,63,0.1469,0.2317,-0.1017,1084.0,0.4303201247006775,0.986853485883037
BRD:BRD-K65377893-001-07-4,,38,63,-0.3889,-0.4139,0.1544,1310.0,0.4303201247006775,0.986853485883037
BRD:BRD-A12454076-001-01-9,,38,63,0.1846,0.2083,-0.1998,1084.0,0.4303201247006775,0.986853485883037
BRD:BRD-K00003329-001-01-9,ingenol,49,114,0.018,0.097,-0.0028,2575.0,0.4311728503798302,0.986853485883037
BRD:BRD-K10415035-001-04-4,,39,70,-0.122,-0.0618,-0.1682,1240.0,0.43127382946543136,0.986853485883037
BRD:BRD-A50675490-001-01-0,,39,70,0.0152,-0.0113,-0.1677,1240.0,0.43127382946543136,0.986853485883037
BRD:BRD-K62607075-001-04-9,9-anthracenecarboxylic-acid,49,115,0.1348,0.0886,0.0438,3037.0,0.4314186248235946,0.986853485883037
BRD:BRD-K00003320-001-01-9,ceruletide,49,115,0.0608,-0.0162,0.1123,3037.0,0.4314186248235946,0.986853485883037
BRD:BRD-K46133855-304-03-8,,39,69,-0.1065,-0.1995,0.1449,1469.0,0.4314400175761677,0.986853485883037
BRD:BRD-K72536715-001-01-5,alpha-asarone,49,116,0.0988,0.0596,-0.0687,3063.0,0.4316600844601409,0.986853485883037
BRD:BRD-K00003517-001-01-9,4-(aminomethyl)benzoic-acid,49,116,0.0167,-0.0246,0.1198,3063.0,0.4316600844601409,0.986853485883037
BRD:BRD-A16700644-003-04-4,,40,70,-0.4198,-0.645,0.1277,1527.0,0.4318482984179197,0.986853485883037
BRD:BRD-K88186167-001-04-8,,40,70,-0.0192,0.0012,-0.1523,1273.0,0.4318482984179197,0.986853485883037
BRD:BRD-K79116891-003-15-1,,40,70,0.1888,0.1571,0.1536,1527.0,0.4318482984179197,0.986853485883037
BRD:BRD-A74765037-001-01-1,,40,70,-0.0387,0.016,-0.0783,1273.0,0.4318482984179197,0.986853485883037
BRD:BRD-K13949769-001-01-7,,40,70,-0.1062,0.0725,-0.0289,1273.0,0.4318482984179197,0.986853485883037
BRD:BRD-K58550667-001-08-7,,40,70,-2.263,-2.4159,0.1102,1527.0,0.4318482984179197,0.986853485883037
BRD:BRD-A00842753-001-01-9,,38,69,0.1692,0.1076,0.1594,1432.0,0.43279286936795014,0.986853485883037
BRD:BRD-K86887724-001-10-6,,38,69,-0.6725,-0.6335,-0.2332,1190.0,0.43279286936795014,0.986853485883037
BRD:BRD-K99300445-003-21-6,,38,69,0.0007,-0.0272,0.2003,1432.0,0.43279286936795014,0.986853485883037
BRD:BRD-K75958547-238-04-9,pitavastatin,49,114,-1.4714,-1.6517,0.0407,3010.0,0.43329422914722315,0.986853485883037
BRD:BRD-K48053228-051-02-9,PHA-568487,49,115,-0.0777,0.0087,-0.1872,2599.0,0.4335250221097843,0.986853485883037
BRD:BRD-K00003237-001-01-9,mavatrep,49,115,-0.5526,-0.5932,-0.1597,2599.0,0.4335250221097843,0.986853485883037
BRD:BRD-K53737926-003-27-8,,40,71,0.4081,0.3052,0.1292,1548.0,0.43355208314244353,0.986853485883037
BRD:BRD-K00003232-001-01-9,fevipiprant,49,116,-0.1499,-0.189,-0.2015,2622.0,0.43375171122314304,0.986853485883037
BRD:BRD-K27811785-001-02-9,cipargamin,49,116,-0.3731,-0.3147,-0.1908,2622.0,0.43375171122314304,0.986853485883037
BRD:BRD-A78952587-001-01-5,,40,69,0.0665,0.1124,-0.1607,1255.0,0.43378873928169104,0.986853485883037
BRD:BRD-K49657628-001-14-8,,40,69,-0.114,-0.0436,-0.1944,1255.0,0.43378873928169104,0.986853485883037
BRD:BRD-K61339991-003-01-8,,31,64,0.1837,0.2539,-0.1586,893.0,0.43430594643729514,0.986853485883037
BRD:BRD-K21528677-001-02-8,,38,63,-0.6367,-0.5693,-0.2622,1085.0,0.4344298166817827,0.986853485883037
BRD:BRD-K81418486-001-47-5,,38,63,-1.4046,-1.7572,0.1467,1309.0,0.4344298166817827,0.986853485883037
BRD:BRD-K12829205-003-02-8,,38,63,-1.2672,-1.139,-0.1599,1085.0,0.4344298166817827,0.986853485883037
BRD:BRD-K86525559-001-07-8,,38,63,-3.658,-3.1849,-0.1786,1085.0,0.4344298166817827,0.986853485883037
BRD:BRD-K44518413-066-04-9,Tricaine (methanesulfonate),49,112,-0.2821,-0.2422,-0.1337,2531.0,0.434978094064439,0.986853485883037
BRD:BRD-K43578482-001-01-4,,39,69,-0.1051,-0.0877,-0.1963,1223.0,0.43519448917016534,0.986853485883037
BRD:BRD-K59273480-001-10-6,,40,70,-0.429,-0.4725,0.1154,1526.0,0.43549738795059756,0.986853485883037
BRD:BRD-K31682896-001-24-0,,40,70,0.1913,0.14,0.2502,1526.0,0.43549738795059756,0.986853485883037
BRD:BRD-K61496577-001-20-2,,40,70,-0.0331,0.0691,-0.2254,1274.0,0.43549738795059756,0.986853485883037
BRD:BRD-K66353228-001-14-6,,40,70,0.0023,0.045,-0.2604,1274.0,0.43549738795059756,0.986853485883037
BRD:BRD-K00003524-001-01-9,apronal,49,115,0.0001,0.0223,-0.1614,2600.0,0.43563735426035355,0.986853485883037
BRD:BRD-K00004738-001-01-9,apyramide,49,115,-0.1202,-0.0852,-0.1582,2600.0,0.43563735426035355,0.986853485883037
BRD:BRD-A44181516-001-01-8,,38,69,-0.0393,-0.028,-0.1767,1191.0,0.4366210666723491,0.986853485883037
BRD:BRD-K04430056-236-02-1,,38,69,-0.8956,-1.1842,0.1506,1431.0,0.4366210666723491,0.986853485883037
BRD:BRD-K07940445-310-02-9,,40,71,-0.0192,-0.0345,0.0959,1547.0,0.4371672691884121,0.986853485883037
BRD:BRD-K43586850-001-02-9,,40,71,-0.4424,-0.4177,-0.1824,1293.0,0.4371672691884121,0.986853485883037
BRD:BRD-A06916187-001-02-9,,40,71,0.154,0.1504,0.2889,1547.0,0.4371672691884121,0.986853485883037
BRD:BRD-A41714661-001-02-0,,40,69,0.1086,0.1302,-0.1239,1256.0,0.43749050499336917,0.986853485883037
BRD:BRD-K55567017-001-12-3,,40,69,0.248,0.3352,-0.1255,1256.0,0.43749050499336917,0.986853485883037
BRD:BRD-K63123526-001-01-2,,40,69,-0.0553,-0.0049,-0.0395,1256.0,0.43749050499336917,0.986853485883037
BRD:BRD-K00003342-001-01-9,aticaprant,49,114,0.0825,0.0242,0.0706,3008.0,0.43755504963966274,0.986853485883037
BRD:BRD-K47084954-001-02-9,PF-06651600,49,114,-0.0074,0.0724,-0.1182,2578.0,0.43755504963966274,0.986853485883037
BRD:BRD-K00004616-001-01-9,PRX-07034,49,114,-0.0461,-0.1215,0.1435,3008.0,0.43755504963966274,0.986853485883037
BRD:BRD-K10596918-001-02-9,DC-260126,49,115,0.0886,0.0311,0.0118,3034.0,0.4377556106579339,0.986853485883037
BRD:BRD-K94883909-001-17-7,SU9516,49,115,-0.4472,-0.4791,0.1835,3034.0,0.4377556106579339,0.986853485883037
BRD:BRD-A94055480-001-02-9,ISO-1,49,115,0.0527,-0.0568,0.0148,3034.0,0.4377556106579339,0.986853485883037
BRD:BRD-K29950728-048-17-4,,39,69,0.0116,0.0465,-0.2504,1224.0,0.438967746684893,0.986853485883037
BRD:BRD-A33084557-001-06-6,,39,69,0.0012,-0.0952,0.1461,1467.0,0.438967746684893,0.986853485883037
BRD:BRD-K71058253-001-01-9,,40,70,0.0901,0.051,0.1739,1525.0,0.4391642022164054,0.986853485883037
BRD:BRD-K57252450-001-02-5,,40,70,-0.3602,-0.328,0.1718,1525.0,0.4391642022164054,0.986853485883037
BRD:BRD-A41774846-001-01-4,,40,70,0.2407,0.2858,-0.1067,1275.0,0.4391642022164054,0.986853485883037
BRD:BRD-A56675431-001-12-3,,40,70,-0.2195,-0.2739,0.2192,1525.0,0.4391642022164054,0.986853485883037
BRD:BRD-K02389548-001-02-5,,40,70,0.3703,0.4242,-0.1756,1275.0,0.4391642022164054,0.986853485883037
BRD:BRD-K00076315-001-02-9,Pibrentasvir,49,112,-0.071,-0.103,-0.2957,2533.0,0.4393130864562982,0.986853485883037
BRD:BRD-K00003365-300-01-9,AQ-13,49,114,0.0398,-0.0212,0.0617,3007.0,0.43969446950400426,0.986853485883037
BRD:BRD-K04426574-001-03-9,PD-173212,49,115,-0.0328,-0.0237,-0.1946,2602.0,0.4398797805022462,0.986853485883037
BRD:BRD-K00003240-300-01-9,eravacycline,49,116,-1.1179,-1.3812,0.1071,3059.0,0.44006163257155784,0.986853485883037
BRD:BRD-K86873305-236-14-7,,38,69,0.0377,-0.0264,0.03,1430.0,0.44046869902303243,0.986853485883037
BRD:BRD-K61536264-001-01-3,,38,69,0.0187,-0.0425,0.086,1430.0,0.44046869902303243,0.986853485883037
BRD:BRD-K65359424-001-01-3,,38,69,-0.2389,-0.1324,-0.0945,1192.0,0.44046869902303243,0.986853485883037
BRD:BRD-K40438880-305-06-6,,36,67,0.0066,-0.0226,0.1775,1318.0,0.4405956049881331,0.986853485883037
BRD:BRD-K70402238-001-02-8,,40,71,0.0474,-0.0248,0.0532,1546.0,0.44079974947170797,0.986853485883037
BRD:BRD-K97440753-066-18-1,,40,71,-0.0858,-0.1219,-0.2537,1294.0,0.44079974947170797,0.986853485883037
BRD:BRD-A52922642-001-03-7,,40,71,0.189,0.2203,-0.2681,1294.0,0.44079974947170797,0.986853485883037
BRD:BRD-A37347161-003-02-6,,40,71,-0.1973,-0.196,-0.3029,1294.0,0.44079974947170797,0.986853485883037
BRD:BRD-K35781423-001-01-6,,40,71,-0.2064,-0.1408,-0.0846,1294.0,0.44079974947170797,0.986853485883037
BRD:BRD-K44366189-001-01-9,,40,71,-0.2557,-0.3576,0.1206,1546.0,0.44079974947170797,0.986853485883037
BRD:BRD-A03623303-045-09-5,,40,71,-0.9619,-0.8793,-0.1626,1294.0,0.44079974947170797,0.986853485883037
BRD:BRD-A28545468-003-16-6,,40,71,0.0034,0.0742,-0.1641,1294.0,0.44079974947170797,0.986853485883037
BRD:BRD-K28343777-001-01-6,,40,69,0.2401,0.1592,0.1731,1503.0,0.44121038470446816,0.986853485883037
BRD:BRD-A79803969-003-16-1,,40,69,-0.4172,-0.539,0.0425,1503.0,0.44121038470446816,0.986853485883037
BRD:BRD-K60184833-001-05-6,,40,69,-0.2461,-0.1394,-0.2674,1257.0,0.44121038470446816,0.986853485883037
BRD:BRD-K42748308-300-02-0,,40,69,0.291,0.3304,-0.1177,1257.0,0.44121038470446816,0.986853485883037
BRD:BRD-A51820102-008-28-9,,39,71,0.1615,0.1608,0.1354,1508.0,0.44215982462260717,0.986853485883037
BRD:BRD-A34603619-001-01-9,,39,70,-0.2322,-0.2202,0.1815,1487.0,0.442457752065338,0.986853485883037
BRD:BRD-A25800195-001-02-2,,38,63,0.2335,0.1331,0.0853,1307.0,0.4427168614221221,0.986853485883037
BRD:BRD-A93699261-236-03-4,,38,63,0.2406,0.263,0.2822,1307.0,0.4427168614221221,0.986853485883037
BRD:BRD-K47079459-004-04-6,,39,69,-1.3838,-1.5002,0.1626,1466.0,0.44275972898104354,0.986853485883037
BRD:BRD-K76406695-001-02-9,,40,70,-0.0512,-0.2405,0.0134,1524.0,0.44284868504942765,0.986853485883037
BRD:BRD-K49783248-303-08-4,,40,70,0.239,0.2404,-0.1361,1276.0,0.44284868504942765,0.986853485883037
BRD:BRD-K32101625-001-01-6,,40,70,-0.1239,-0.1379,0.1897,1524.0,0.44284868504942765,0.986853485883037
BRD:BRD-A53561827-004-23-1,,40,70,0.1871,0.2107,-0.1806,1276.0,0.44284868504942765,0.986853485883037
BRD:BRD-K82181219-001-04-3,,40,70,-0.9933,-1.0064,0.1611,1524.0,0.44284868504942765,0.986853485883037
BRD:BRD-A74975734-004-10-7,,40,70,-0.0149,-0.0058,-0.2753,1276.0,0.44284868504942765,0.986853485883037
BRD:BRD-K73309154-003-02-8,,40,70,-0.4571,-0.3328,-0.1291,1276.0,0.44284868504942765,0.986853485883037
BRD:BRD-K71467466-001-02-3,,40,70,-3.8329,-3.6193,-0.1375,1276.0,0.44284868504942765,0.986853485883037
BRD:BRD-K07395323-001-02-9,17-PA,49,115,0.1277,-0.0049,-0.0513,3031.0,0.4441458164148423,0.9875038922520976
BRD:BRD-K88554883-001-03-2,ON123300,49,115,-0.6779,-0.7577,0.1399,3031.0,0.4441458164148423,0.9875038922520976
BRD:BRD-K00003296-001-01-9,PF-06650833,49,116,-0.2231,-0.1304,-0.112,2627.0,0.4442973414221115,0.9875038922520976
BRD:BRD-K21547160-001-01-4,,38,69,0.0618,-0.0307,0.096,1429.0,0.44433570121531263,0.9875038922520976
BRD:BRD-K45168550-001-01-9,,38,69,0.2524,0.163,0.0264,1429.0,0.44433570121531263,0.9875038922520976
BRD:BRD-K07409305-001-01-1,,38,69,-0.3007,-0.1821,-0.1405,1193.0,0.44433570121531263,0.9875038922520976
BRD:BRD-K74305673-001-06-2,,38,69,-1.2164,-1.0315,-0.1647,1193.0,0.44433570121531263,0.9875038922520976
BRD:BRD-K78485176-001-07-8,,40,71,0.1672,0.1088,0.2133,1545.0,0.4444494690312828,0.9875038922520976
BRD:BRD-K54472332-001-03-4,,40,71,0.086,0.0176,0.1221,1545.0,0.4444494690312828,0.9875038922520976
BRD:BRD-K14991967-001-02-6,,40,69,0.2147,0.1322,0.0683,1502.0,0.4449483193060678,0.9880133050548924
BRD:BRD-K00090621-001-02-9,Molnupiravir,49,112,-0.1698,-0.0999,-0.1419,2536.0,0.4458618638907669,0.9880133050548924
BRD:BRD-K00010521-300-02-9,KB-0742 (dihydrochloride),49,112,-6.5113,-6.3386,-0.1513,2536.0,0.4458618638907669,0.9880133050548924
BRD:BRD-K66437909-001-01-0,,39,70,-0.0134,0.0284,-0.2405,1244.0,0.4462222724333168,0.9880133050548924
BRD:BRD-K41592905-001-01-6,,39,70,-0.0182,0.0127,0.23,1486.0,0.4462222724333168,0.9880133050548924
BRD:BRD-K00004548-001-01-9,NS-11394,49,115,-0.06,0.004,-0.0726,2605.0,0.4462876599672181,0.9880133050548924
BRD:BRD-K47441935-001-02-9,NK-252,49,115,0.0629,-0.0357,0.132,3030.0,0.4462876599672181,0.9880133050548924
BRD:BRD-K78321730-001-13-9,methylparaben,49,115,-0.1424,-0.0491,-0.054,2605.0,0.4462876599672181,0.9880133050548924
BRD:BRD-K87343924-001-16-9,wortmannin,49,116,-0.623,-0.7517,-0.0444,3056.0,0.4464238914202864,0.9880133050548924
BRD:BRD-K27040396-051-02-9,CFI-400945,49,116,-0.8633,-1.122,0.0593,3056.0,0.4464238914202864,0.9880133050548924
BRD:BRD-A51078674-003-01-0,,40,70,0.0541,0.0077,0.182,1523.0,0.44655077864548864,0.9880133050548924
BRD:BRD-A65797496-048-09-3,,40,70,0.0328,-0.0311,0.1664,1523.0,0.44655077864548864,0.9880133050548924
BRD:BRD-K76973696-001-12-6,,39,69,-0.087,-0.0079,-0.1803,1226.0,0.446570373080039,0.9880133050548924
BRD:BRD-K10362825-001-03-4,,38,63,-2.6565,-2.8926,0.1729,1306.0,0.44689405129831306,0.9884073642721647
BRD:BRD-K13473780-001-02-1,,31,65,0.2579,0.2221,0.1446,1105.0,0.4472280439492302,0.9888239721313166
BRD:BRD-K00078221-019-02-9,Epitalon (TFA),49,112,0.0217,0.0462,-0.1819,2537.0,0.4480570852246829,0.9891889103011617
BRD:BRD-K92657060-001-05-7,,40,71,-1.2341,-1.1871,-0.1357,1296.0,0.44811637134144255,0.9891889103011617
BRD:BRD-K55013654-003-02-3,,40,71,-0.0311,0.0215,-0.0991,1296.0,0.44811637134144255,0.9891889103011617
