gene,cohens_d,p_value,n_lost,n_intact,median_resid_lost,median_resid_intact,fdr,composite_score
EHD3,-0.0248,0.767380589356701,67,585,-0.0159,-0.0049,0.9988716805228369,0.0
SIGIRR,-0.0248,0.6123657135537087,67,585,0.0126,-0.001,0.9988716805228369,0.0
CMBL,-0.0248,0.7039271613771703,67,585,-0.0073,0.0012,0.9988716805228369,0.0
TMEM61,-0.0248,0.814847325164556,67,585,0.0075,0.006,0.9988716805228369,0.0
TMPRSS6,-0.0248,0.8554744968939147,67,585,0.0083,0.0006,0.9988716805228369,0.0
DGCR8,-0.0248,0.5730727030445915,67,585,-0.0191,0.0138,0.9988716805228369,0.0
TAF4B,-0.0248,0.9057046802337599,67,585,0.0099,0.0001,0.9988716805228369,0.0
ADNP2,-0.0247,0.5843110869302003,67,585,-0.0025,0.0064,0.9988716805228369,0.0
DNAJC4,-0.0247,0.7862736051563568,67,585,-0.0163,-0.0036,0.9988716805228369,0.0
PXK,-0.0247,0.7424051954829393,67,585,-0.0078,-0.0034,0.9988716805228369,0.0
BRCC3,-0.0247,0.7752365997042859,67,585,0.0075,0.008,0.9988716805228369,0.0
IL4R,-0.0247,0.5345672547242788,67,585,-0.0034,0.0082,0.9988716805228369,0.0
ZNF491,-0.0246,0.6537941973021976,67,585,-0.0055,0.0081,0.9988716805228369,0.0
CCT8,-0.0246,0.693788386201954,67,585,-0.0244,0.0063,0.9988716805228369,0.0
ZSCAN32,-0.0246,0.858699778323199,67,585,-0.0043,0.0068,0.9988716805228369,0.0
GMPPB,-0.0246,0.6706787081945784,67,585,-0.0441,0.0213,0.9988716805228369,0.0
ALKAL2,-0.0246,0.7736635274300553,67,585,-0.0007,-0.0071,0.9988716805228369,0.0
WNT4,-0.0246,0.8409913432679986,67,585,-0.0015,0.0017,0.9988716805228369,0.0
ZFP36L1,-0.0246,0.875939844672444,67,585,0.0632,0.0425,0.9988716805228369,0.0
PRSS35,-0.0246,0.5909138193777443,67,585,0.0019,0.0091,0.9988716805228369,0.0
SEMA4G,-0.0246,0.9051621873438038,67,585,0.0049,0.0017,0.9988716805228369,0.0
CHIC1,-0.0245,0.39890072401128607,67,585,-0.0148,-0.0028,0.9988716805228369,0.0
MAS1,-0.0245,0.9454091927173421,67,585,0.0111,-0.0038,0.9988716805228369,0.0
LRRC3C,-0.0245,0.6528063811883356,67,585,-0.0042,-0.0006,0.9988716805228369,0.0
MPND,-0.0245,0.6528063811883356,67,585,-0.0023,0.0095,0.9988716805228369,0.0
RFESD,-0.0245,0.34750068742871165,67,585,-0.0061,0.0124,0.9988716805228369,0.0
OGDHL,-0.0244,0.6796860486311544,67,585,0.004,0.0165,0.9988716805228369,0.0
MARCHF4,-0.0244,0.8213905243460942,61,570,0.0051,0.0001,0.9988716805228369,0.0
PPARGC1B,-0.0244,0.8592375560840128,67,585,-0.0204,-0.0088,0.9988716805228369,0.0
CRYGN,-0.0244,0.9323358076452137,67,585,-0.0065,0.0027,0.9988716805228369,0.0
ZSWIM7,-0.0244,0.7223091644206687,67,585,0.0069,0.0072,0.9988716805228369,0.0
NAT10,-0.0244,0.933424608497394,67,585,0.017,-0.0088,0.9988716805228369,0.0
CYB5D2,-0.0244,0.5956509654953901,67,585,0.012,0.0,0.9988716805228369,0.0
SLC39A4,-0.0243,0.994536695779174,67,585,-0.0107,0.0,0.9996544161134269,0.0
ETV7,-0.0243,0.9847035657651434,67,585,0.0016,0.0005,0.9996544161134269,0.0
HOXB5,-0.0243,0.5824309170999622,67,585,-0.0157,-0.0037,0.9988716805228369,0.0
IARS1,-0.0243,0.6099652231923742,67,585,-0.0152,0.0104,0.9988716805228369,0.0
SNX27,-0.0243,0.8329680121988631,67,585,-0.0083,-0.0043,0.9988716805228369,0.0
FGF20,-0.0243,0.6331797620179769,67,585,0.0104,-0.0013,0.9988716805228369,0.0
ISM2,-0.0243,0.9105890663257967,67,585,0.0178,0.0036,0.9988716805228369,0.0
PLK5,-0.0242,0.639531006861377,67,585,-0.0146,0.0,0.9988716805228369,0.0
USF3,-0.0242,0.7434406458464109,67,585,-0.0132,-0.0026,0.9988716805228369,0.0
GJC2,-0.0242,0.8970302448784987,67,585,-0.0045,0.0,0.9988716805228369,0.0
RNF114,-0.0242,0.8791791775855432,67,585,0.0042,-0.0078,0.9988716805228369,0.0
CD1A,-0.0241,0.6410004612009503,67,585,-0.0112,0.0018,0.9988716805228369,0.0
COX7A1,-0.0241,0.7039271613771703,67,585,-0.0231,-0.0122,0.9988716805228369,0.0
GPR37,-0.0241,0.6912621483983186,67,585,-0.0104,-0.0084,0.9988716805228369,0.0
PAQR6,-0.0241,0.7868002690877143,67,585,0.0046,0.0018,0.9988716805228369,0.0
TMEM156,-0.0241,0.4488640022545588,67,585,0.0031,0.0079,0.9988716805228369,0.0
EBLN1,-0.0241,0.7305314403219011,67,585,0.016,-0.0001,0.9988716805228369,0.0
BRIP1,-0.0241,0.5805535765945142,67,585,-0.0013,0.0228,0.9988716805228369,0.0
BRD1,-0.024,0.8372450131263385,67,585,0.0068,-0.0004,0.9988716805228369,0.0
ZDHHC18,-0.024,0.43827276098194257,67,585,-0.0093,0.0041,0.9988716805228369,0.0
CLMN,-0.024,0.9274377996627747,67,585,-0.0,0.0008,0.9988716805228369,0.0
PLEKHA1,-0.0239,0.8791791775855432,67,585,-0.02,-0.0078,0.9988716805228369,0.0
XPR1,-0.0239,0.21546597437482962,67,585,0.0124,0.042,0.9988716805228369,0.0
CHRNA1,-0.0239,0.7439585452182681,67,585,-0.0149,-0.0074,0.9988716805228369,0.0
EXT2,-0.0238,0.8721632517964721,67,585,0.0164,0.0295,0.9988716805228369,0.0
EMC2,-0.0238,0.9918051237141478,67,585,0.0328,0.0079,0.9996544161134269,0.0
CCN6,-0.0238,0.8581620661145644,67,585,0.0121,0.0051,0.9988716805228369,0.0
IFT43,-0.0238,0.8180381987388763,67,585,0.0208,0.0089,0.9988716805228369,0.0
RELA,-0.0237,0.734138511846485,67,585,0.0213,0.0316,0.9988716805228369,0.0
ASIC1,-0.0237,0.7710438078138764,67,585,0.0229,0.003,0.9988716805228369,0.0
MAGEB18,-0.0237,0.47979002576598173,67,585,-0.0103,0.0066,0.9988716805228369,0.0
RNF168,-0.0237,0.48619753061591253,67,585,0.0282,0.051,0.9988716805228369,0.0
MKLN1,-0.0237,0.8143158098469306,67,585,0.0076,0.0048,0.9988716805228369,0.0
ARHGAP32,-0.0237,0.8862046030712141,67,585,0.0073,0.003,0.9988716805228369,0.0
GNRHR,-0.0237,0.9410495886935323,67,585,0.0099,0.0027,0.9988716805228369,0.0
SPRYD7,-0.0237,0.7684266969595012,67,585,-0.0051,-0.0051,0.9988716805228369,0.0
BDH2,-0.0237,0.6973308381882899,67,585,0.0183,0.0018,0.9988716805228369,0.0
MRPL40,-0.0236,0.7553812526053746,67,585,0.0208,0.0082,0.9988716805228369,0.0
ARL14EP,-0.0236,0.7941837020743513,67,585,-0.0073,-0.0006,0.9988716805228369,0.0
CYB5RL,-0.0236,0.9666832715377042,67,585,-0.0052,-0.0025,0.9994885455847995,0.0
ZNF208,-0.0236,0.9405047596716638,67,585,0.0007,0.0075,0.9988716805228369,0.0
MGA,-0.0236,0.8276287196797669,67,585,0.0021,-0.0008,0.9988716805228369,0.0
FAM184A,-0.0236,0.7377514599504276,67,585,-0.0078,0.0086,0.9988716805228369,0.0
SLFN13,-0.0236,0.6661926240190199,67,585,-0.011,0.0083,0.9988716805228369,0.0
TMEM39B,-0.0236,0.8206995672256486,67,585,0.0177,0.0049,0.9988716805228369,0.0
ABHD14B,-0.0236,0.9111319879645692,67,585,0.002,0.0021,0.9988716805228369,0.0
PTPRN,-0.0235,0.6726763099869132,67,585,-0.0141,0.0023,0.9988716805228369,0.0
ITM2B,-0.0235,0.9590429016581742,67,585,0.0109,-0.0071,0.9988716805228369,0.0
FSTL5,-0.0235,0.9552240831107099,67,585,-0.0062,-0.0122,0.9988716805228369,0.0
FLCN,-0.0235,0.8484947335923574,67,585,-0.0064,0.0089,0.9988716805228369,0.0
C6orf132,-0.0235,0.5092032955608794,67,585,-0.0062,0.003,0.9988716805228369,0.0
HOXB3,-0.0235,0.9084177997307924,67,585,-0.0144,-0.0135,0.9988716805228369,0.0
ADAM9,-0.0235,0.9754188286350558,67,585,0.0024,0.0021,0.9996544161134269,0.0
TRAF3IP2,-0.0235,0.861389317764129,67,585,-0.0025,-0.0022,0.9988716805228369,0.0
KLHDC8A,-0.0235,0.9116749510967173,67,585,0.0216,0.012,0.9988716805228369,0.0
HK2,-0.0234,0.994536695779174,67,585,0.0164,0.0172,0.9996544161134269,0.0
GPR26,-0.0234,0.6118852813812716,67,585,-0.0019,0.0022,0.9988716805228369,0.0
KREMEN1,-0.0234,0.6666904922048044,67,585,-0.0133,-0.0045,0.9988716805228369,0.0
ECH1,-0.0234,0.7543405689943756,67,585,-0.0043,0.0044,0.9988716805228369,0.0
TGFBR3,-0.0234,0.8576244197021957,67,585,-0.0098,-0.0077,0.9988716805228369,0.0
STARD6,-0.0233,0.4398927688859344,67,585,-0.0101,0.0009,0.9988716805228369,0.0
SRP14,-0.0233,0.9035349752070664,67,585,-0.0064,-0.044,0.9988716805228369,0.0
FHOD1,-0.0232,0.706979184073552,67,585,-0.0008,-0.0038,0.9988716805228369,0.0
STRIP1,-0.0232,0.983611111869836,67,585,0.0201,0.0238,0.9996544161134269,0.0
GALNT16,-0.0231,0.8217646947295476,67,585,0.0067,0.0102,0.9988716805228369,0.0
WDR75,-0.0231,0.8233630016087522,67,585,0.0334,-0.0038,0.9988716805228369,0.0
PRKN,-0.0231,0.5951764722572617,67,585,-0.0199,-0.0002,0.9988716805228369,0.0
NSD1,-0.0231,0.5260422880570911,67,585,-0.0148,-0.0068,0.9988716805228369,0.0
SS18L2,-0.0231,0.7783855069505508,67,585,-0.1499,-0.0913,0.9988716805228369,0.0
MORN2,-0.023,0.6537941973021976,67,585,-0.0005,0.0052,0.9988716805228369,0.0
C5orf24,-0.023,0.9459542608883359,67,585,0.0222,0.0,0.9988716805228369,0.0
C17orf99,-0.023,0.8802594075588734,67,585,0.0051,-0.0024,0.9988716805228369,0.0
ABCF1,-0.023,0.9617712098726662,67,585,0.0173,0.0089,0.9988716805228369,0.0
MFSD4A,-0.023,0.8899912685120459,67,585,-0.0265,-0.0012,0.9988716805228369,0.0
ISL2,-0.0229,0.4023545286528871,67,585,-0.0298,0.0,0.9988716805228369,0.0
RNF223,-0.0229,0.8345713154404947,67,585,0.0057,0.0079,0.9988716805228369,0.0
SERPINB8,-0.0229,0.7110558778589504,67,585,-0.0095,-0.0031,0.9988716805228369,0.0
SOWAHD,-0.0228,0.7398186118941378,67,585,-0.0038,0.0037,0.9988716805228369,0.0
IL27RA,-0.0228,0.7925999599159208,67,585,0.0116,-0.0007,0.9988716805228369,0.0
PPT1,-0.0228,0.771567543935261,67,585,-0.0196,0.002,0.9988716805228369,0.0
GBX1,-0.0228,0.8111285210399071,67,585,-0.0005,0.0015,0.9988716805228369,0.0
ATOSB,-0.0228,0.4844843512016619,67,585,-0.0216,-0.002,0.9988716805228369,0.0
CHORDC1,-0.0228,0.9143903803564284,67,585,0.0051,-0.022,0.9988716805228369,0.0
GSX2,-0.0228,0.5536560239117189,67,585,0.0142,-0.001,0.9988716805228369,0.0
KXD1,-0.0227,0.8732419849232775,67,585,-0.0023,-0.0111,0.9988716805228369,0.0
ASB6,-0.0227,0.594228003751698,67,585,0.0218,0.0043,0.9988716805228369,0.0
PGD,-0.0227,0.8393853270509815,67,585,0.0435,0.0583,0.9988716805228369,0.0
USF2,-0.0227,0.8052933180225216,67,585,0.0284,0.0144,0.9988716805228369,0.0
RNF175,-0.0227,0.6070901657305587,67,585,-0.0111,-0.0047,0.9988716805228369,0.0
PEX26,-0.0227,0.8646188852980222,67,585,0.01,0.0168,0.9988716805228369,0.0
CATSPERE,-0.0227,0.717186411942454,67,585,0.0053,-0.0004,0.9988716805228369,0.0
DEFB128,-0.0226,0.32077962858590126,67,585,-0.0183,0.0037,0.9988716805228369,0.0
TDRD1,-0.0226,0.9606798310702591,67,585,0.0021,0.0016,0.9988716805228369,0.0
ELP3,-0.0226,0.8937804451853306,67,585,-0.0089,0.0,0.9988716805228369,0.0
CIAO2A,-0.0226,0.9437741425524321,67,585,0.0208,0.0147,0.9988716805228369,0.0
ATP5ME,-0.0226,0.8710847563544558,67,585,-0.0088,0.0344,0.9988716805228369,0.0
COLEC11,-0.0225,0.9825186887061605,67,585,0.0083,0.0003,0.9996544161134269,0.0
NXPE4,-0.0225,0.9978146639673255,67,585,0.0,-0.0043,0.9996544161134269,0.0
P2RX6,-0.0225,0.746031298911244,67,585,0.0066,0.0021,0.9988716805228369,0.0
YAP1,-0.0225,0.46837350663102195,67,585,0.0256,0.0578,0.9988716805228369,0.0
YY1,-0.0225,0.8807996062454495,67,585,0.0111,0.0218,0.9988716805228369,0.0
TMEM132A,-0.0224,0.8313654033910353,67,585,-0.0158,0.0,0.9988716805228369,0.0
LCA5L,-0.0224,0.3845158560475578,67,585,-0.0091,0.0118,0.9988716805228369,0.0
RNASE12,-0.0224,0.8813398604019216,67,585,0.0055,0.0014,0.9988716805228369,0.0
C1orf122,-0.0224,0.6292846615825637,67,585,-0.028,-0.0126,0.9988716805228369,0.0
ANKS3,-0.0224,0.6691820320378801,67,585,-0.0025,0.0002,0.9988716805228369,0.0
APH1B,-0.0224,0.6375739333434522,67,585,-0.0223,-0.0047,0.9988716805228369,0.0
APOO,-0.0224,0.9825186887061605,67,585,-0.0002,-0.0039,0.9996544161134269,0.0
RPLP1,-0.0223,0.5238104805043475,67,585,-0.0587,0.002,0.9988716805228369,0.0
CFC1B,-0.0223,0.9208032121727446,61,552,-0.0015,-0.0056,0.9988716805228369,0.0
UGT8,-0.0223,0.8318995287687971,67,585,0.0038,-0.0003,0.9988716805228369,0.0
PPIF,-0.0223,0.7611129035745154,67,585,-0.0085,0.0011,0.9988716805228369,0.0
PHOSPHO1,-0.0223,0.8656959133124892,67,585,-0.0044,0.0019,0.9988716805228369,0.0
PNMA1,-0.0223,0.7984111480013648,67,585,-0.0083,-0.0081,0.9988716805228369,0.0
CCR1,-0.0223,0.8100667839735762,67,585,0.0149,0.0,0.9988716805228369,0.0
VANGL1,-0.0223,0.9715965977297478,67,585,0.0001,0.0041,0.9994885455847995,0.0
HSPH1,-0.0223,0.542253504360015,67,585,-0.0072,0.0023,0.9988716805228369,0.0
TRIM71,-0.0222,0.7989399973257469,67,585,0.0262,0.0113,0.9988716805228369,0.0
MATCAP1,-0.0222,0.9035349752070664,67,585,-0.0109,-0.0061,0.9988716805228369,0.0
CELSR1,-0.0222,0.7968251558251686,67,585,-0.0059,0.0,0.9988716805228369,0.0
STAC3,-0.0221,0.45174011279951776,67,585,-0.0233,0.0071,0.9988716805228369,0.0
NGB,-0.0221,0.7024029327833723,67,585,-0.0109,-0.0029,0.9988716805228369,0.0
NDP,-0.0221,0.9035349752070664,67,585,-0.0061,0.0028,0.9988716805228369,0.0
POM121L2,-0.0221,0.6958118310814342,67,585,-0.0155,0.0016,0.9988716805228369,0.0
LEPR,-0.0221,0.6968243673217442,67,585,0.0092,0.0026,0.9988716805228369,0.0
GREB1,-0.022,0.6691820320378801,67,585,0.0036,0.0084,0.9988716805228369,0.0
MKRN2OS,-0.022,0.6244302616355382,67,585,0.0142,0.0105,0.9988716805228369,0.0
CRYZ,-0.022,0.5486244717493503,67,585,-0.0077,0.001,0.9988716805228369,0.0
AICDA,-0.022,0.5782108946314377,67,585,-0.0083,0.0043,0.9988716805228369,0.0
FN3KRP,-0.022,0.5961256311775042,67,585,-0.0081,0.0,0.9988716805228369,0.0
CXCL13,-0.022,0.9918051237141478,67,585,0.0119,0.0015,0.9996544161134269,0.0
RNASE6,-0.0219,0.8597753991528272,67,585,-0.0044,-0.0036,0.9988716805228369,0.0
C4orf51,-0.0219,0.7533003312543759,67,585,-0.002,0.0039,0.9988716805228369,0.0
METTL16,-0.0219,0.8340368042663533,67,585,-0.0284,0.0038,0.9988716805228369,0.0
NECAB3,-0.0219,0.9617712098726662,67,585,0.0118,0.0051,0.9988716805228369,0.0
KIF12,-0.0219,0.5619379128338556,67,585,-0.0035,0.0042,0.9988716805228369,0.0
ZNF34,-0.0218,0.8592375560840128,67,585,-0.0032,0.0028,0.9988716805228369,0.0
YJU2,-0.0218,0.5999291453767723,67,585,0.0793,0.0225,0.9988716805228369,0.0
MYO7A,-0.0218,0.9928977428067901,67,585,0.0012,0.0114,0.9996544161134269,0.0
FCRL6,-0.0218,0.9111319879645692,67,585,0.0002,-0.0,0.9988716805228369,0.0
TCF21,-0.0218,0.7852205708460022,67,585,-0.0004,0.0018,0.9988716805228369,0.0
GRID1,-0.0218,0.6138080096949194,67,585,-0.0146,-0.0031,0.9988716805228369,0.0
PARP16,-0.0217,0.6513257981916487,67,585,0.0125,0.0056,0.9988716805228369,0.0
NR4A3,-0.0217,0.6542883330397056,67,585,-0.0169,0.0046,0.9988716805228369,0.0
EGR2,-0.0217,0.36209819604664195,67,585,-0.009,0.0097,0.9988716805228369,0.0
RACK1,-0.0217,0.9972683318802845,67,585,0.0094,0.0179,0.9996544161134269,0.0
CHD1L,-0.0217,0.483628990054768,67,585,-0.0003,0.0102,0.9988716805228369,0.0
EDF1,-0.0217,0.8164423815803367,67,585,0.0148,0.0152,0.9988716805228369,0.0
FRK,-0.0217,0.933424608497394,67,585,0.0064,0.0005,0.9988716805228369,0.0
IDI2,-0.0217,0.938325724552045,67,585,0.0024,-0.0034,0.9988716805228369,0.0
PAM16,-0.0216,0.6414905924911862,67,585,-0.0413,-0.0249,0.9988716805228369,0.0
COMMD9,-0.0216,0.6195921078062177,67,585,-0.0068,0.0133,0.9988716805228369,0.0
B3GALT5,-0.0216,0.6892436283799486,67,585,-0.0197,-0.0042,0.9988716805228369,0.0
NEXMIF,-0.0216,0.9923514314674939,67,585,0.0059,0.0006,0.9996544161134269,0.0
SEMG1,-0.0216,0.8372450131263385,67,585,-0.0112,0.0015,0.9988716805228369,0.0
TEX14,-0.0216,0.858699778323199,67,585,-0.0185,0.0007,0.9988716805228369,0.0
LGI4,-0.0215,0.714118838259246,67,585,-0.0025,0.0065,0.9988716805228369,0.0
MED4,-0.0215,0.7217963240804488,67,585,-0.0368,0.0062,0.9988716805228369,0.0
BATF,-0.0215,0.5158163711361761,67,585,-0.0153,0.0033,0.9988716805228369,0.0
POLG,-0.0215,0.7449946912579186,67,585,0.0208,0.0423,0.9988716805228369,0.0
SLC15A4,-0.0215,0.9405047596716638,67,585,-0.0069,-0.0091,0.9988716805228369,0.0
TSPAN1,-0.0214,0.5994531059197169,67,585,-0.0143,-0.003,0.9988716805228369,0.0
RAB9B,-0.0214,0.8737814400025482,67,585,-0.001,-0.0022,0.9988716805228369,0.0
HOXD12,-0.0214,0.6326923149967083,67,585,-0.0264,0.0031,0.9988716805228369,0.0
SNRNP27,-0.0214,0.8597753991528272,67,585,0.0108,-0.0173,0.9988716805228369,0.0
CTCFL,-0.0213,0.9263497201467981,67,585,-0.0025,0.0001,0.9988716805228369,0.0
KCNF1,-0.0213,0.79946893889669,67,585,-0.0064,-0.0031,0.9988716805228369,0.0
SHH,-0.0213,0.9759649097528946,67,585,-0.0062,-0.0025,0.9996544161134269,0.0
EFNA2,-0.0213,0.6771793514740978,67,585,0.0029,0.0008,0.9988716805228369,0.0
TMEM278,-0.0212,0.972688600981084,67,585,0.013,0.0024,0.9994885455847995,0.0
ADAMTS13,-0.0212,0.8452772719970165,67,585,-0.0077,0.0019,0.9988716805228369,0.0
ATRNL1,-0.0212,0.7439585452182681,67,585,-0.0033,-0.0006,0.9988716805228369,0.0
ZNF223,-0.0212,0.7815380570431456,67,585,-0.0095,-0.0003,0.9988716805228369,0.0
CPVL,-0.0212,0.9454091927173421,67,585,0.0062,-0.0086,0.9988716805228369,0.0
DEFB110,-0.0212,0.9410495886935323,67,585,0.0103,0.0016,0.9988716805228369,0.0
CS,-0.0212,0.9535877560597991,67,585,0.0282,0.0,0.9988716805228369,0.0
CMTM3,-0.0211,0.7217963240804488,67,585,-0.0097,-0.0001,0.9988716805228369,0.0
LARP1,-0.0211,0.8592375560840128,67,585,0.008,0.0185,0.9988716805228369,0.0
TYW1B,-0.0211,0.887491551920871,23,134,-0.0213,0.0,0.9988716805228369,0.0
KCND1,-0.0211,0.9868885575585112,67,585,0.0113,-0.0031,0.9996544161134269,0.0
TIFAB,-0.021,0.978695479208643,67,585,0.0111,0.0062,0.9996544161134269,0.0
PCDHB4,-0.021,0.8501044150058249,67,585,-0.011,0.0,0.9988716805228369,0.0
NCOA7,-0.021,0.6681849770857944,67,585,-0.0017,-0.0088,0.9988716805228369,0.0
AP1M1,-0.021,0.788380845240277,67,585,0.0234,0.0224,0.9988716805228369,0.0
CST11,-0.021,0.7336228544129104,67,585,-0.0124,-0.0012,0.9988716805228369,0.0
KLHL30,-0.0209,0.9405047596716638,67,585,0.0094,-0.0106,0.9988716805228369,0.0
TNFRSF10B,-0.0208,0.8565493252421477,67,585,-0.0133,-0.0095,0.9988716805228369,0.0
KRTAP13-4,-0.0208,0.9754188286350558,67,585,-0.0028,-0.0128,0.9996544161134269,0.0
TMEM45A,-0.0208,0.7429228625290667,67,585,0.0009,0.0033,0.9988716805228369,0.0
IL2RG,-0.0208,0.4725842199319574,67,585,0.003,0.0055,0.9988716805228369,0.0
PDZD2,-0.0208,0.7336228544129104,67,585,-0.0103,-0.0053,0.9988716805228369,0.0
RABL6,-0.0208,0.6661926240190199,67,585,0.003,0.0062,0.9988716805228369,0.0
SUGCT,-0.0208,0.6791844247430686,67,585,-0.0127,-0.003,0.9988716805228369,0.0
CLEC18B,-0.0207,0.9857157735459252,61,552,0.0087,0.0017,0.9996544161134269,0.0
EMILIN3,-0.0207,0.8791791775855432,67,585,-0.0026,0.0,0.9988716805228369,0.0
PLEKHA6,-0.0207,0.7253888200515837,67,585,0.0088,0.0013,0.9988716805228369,0.0
ADAT1,-0.0207,0.9677750190800859,67,585,0.0055,0.0053,0.9994885455847995,0.0
BNIP3,-0.0207,0.6070901657305587,67,585,-0.0122,0.0124,0.9988716805228369,0.0
ST8SIA1,-0.0207,0.9062472171280227,67,585,0.002,0.0032,0.9988716805228369,0.0
ASS1,-0.0207,0.7029108763815982,67,585,-0.016,-0.0,0.9988716805228369,0.0
FOLR2,-0.0207,0.9663428577978499,23,134,0.0532,0.0054,0.9994885455847995,0.0
TDRD5,-0.0207,0.907332421926121,67,585,0.0065,0.0104,0.9988716805228369,0.0
USP27X,-0.0206,0.9797877786862416,67,585,0.0031,0.0,0.9996544161134269,0.0
ZBTB9,-0.0206,0.9497704322572756,67,585,-0.0005,0.0059,0.9988716805228369,0.0
CAMK2G,-0.0206,0.8372450131263385,67,585,0.0013,0.0011,0.9988716805228369,0.0
MRPS10,-0.0206,0.7264163625261058,67,585,-0.0411,-0.0007,0.9988716805228369,0.0
INHA,-0.0206,0.9568605989031823,67,585,0.0017,0.0,0.9988716805228369,0.0
MOAP1,-0.0206,0.875939844672444,67,585,-0.0026,-0.0062,0.9988716805228369,0.0
NEK11,-0.0205,0.6459087854454999,67,585,0.0025,-0.0045,0.9988716805228369,0.0
GAD1,-0.0205,0.6862199952397844,67,585,0.0107,0.008,0.9988716805228369,0.0
SRGAP1,-0.0205,0.7794359546396478,67,585,-0.017,-0.0043,0.9988716805228369,0.0
TMEM161A,-0.0205,0.9841573351040315,67,585,0.0031,0.0041,0.9996544161134269,0.0
PSMC3,-0.0204,0.9901662245309144,67,585,-0.0029,-0.0065,0.9996544161134269,0.0
CCDC126,-0.0204,0.8975720476479752,67,585,0.0055,0.0051,0.9988716805228369,0.0
CASTOR2,-0.0204,0.9907125199897532,67,585,0.0035,-0.0051,0.9996544161134269,0.0
CHCHD5,-0.0204,0.7899622931183634,67,585,-0.0121,-0.0026,0.9988716805228369,0.0
ADRA2C,-0.0203,0.6419808800702704,67,585,-0.0084,-0.0016,0.9988716805228369,0.0
GPAT2,-0.0203,0.8683895705439411,67,585,0.0159,0.0015,0.9988716805228369,0.0
ZNF232,-0.0203,0.7789106803131971,67,585,0.0023,-0.0074,0.9988716805228369,0.0
DNPH1,-0.0203,0.7393016470172442,67,585,-0.0117,-0.0044,0.9988716805228369,0.0
NFKBIZ,-0.0202,0.7382680708300341,67,585,0.0021,0.0021,0.9988716805228369,0.0
REDIC1,-0.0202,0.7736635274300553,67,585,0.0081,0.0023,0.9988716805228369,0.0
VEGFC,-0.0202,0.7003724891325607,67,585,0.0171,0.0028,0.9988716805228369,0.0
CCR6,-0.0202,0.830831355890299,67,585,0.0054,0.0033,0.9988716805228369,0.0
LRFN3,-0.0201,0.6464004714948417,67,585,-0.0051,0.0093,0.9988716805228369,0.0
LY75,-0.0201,0.8367101221468365,67,585,0.0001,0.0,0.9988716805228369,0.0
TMEM128,-0.0201,0.6796860486311544,67,585,-0.0054,0.0044,0.9988716805228369,0.0
CRB2,-0.0201,0.9688668270247862,67,585,0.0152,0.0077,0.9994885455847995,0.0
MTIF2,-0.0201,0.8829609532140262,67,585,0.0177,0.0137,0.9988716805228369,0.0
CALCA,-0.0201,0.5568696455585698,67,585,-0.0111,0.0019,0.9988716805228369,0.0
RFFL,-0.02,0.7136080232828443,67,585,0.0028,0.01,0.9988716805228369,0.0
ANAPC2,-0.02,0.8991977415111589,67,585,-0.0224,0.0024,0.9988716805228369,0.0
IFI44L,-0.02,0.9939903752187552,67,585,-0.0023,0.0001,0.9996544161134269,0.0
KRTAP5-1,-0.02,0.8495237501140636,67,567,0.0229,0.0033,0.9988716805228369,0.0
MXD1,-0.02,0.7049439754131841,67,585,0.0011,0.0026,0.9988716805228369,0.0
LMF2,-0.02,0.9939903752187552,67,585,0.0093,0.0,0.9996544161134269,0.0
MMP23B,-0.02,0.9694127530091555,67,585,0.0157,0.0062,0.9994885455847995,0.0
DPF3,-0.0199,0.8543999366068763,67,585,-0.002,0.0,0.9988716805228369,0.0
CFAP100,-0.0199,0.7684266969595012,67,585,-0.0101,0.0048,0.9988716805228369,0.0
TMEM117,-0.0199,0.7579849007531136,67,585,0.0161,0.0043,0.9988716805228369,0.0
GSTM4,-0.0199,0.7105458361132486,67,585,0.0154,0.0008,0.9988716805228369,0.0
PABPC3,-0.0198,0.7100359239622488,67,585,-0.004,0.0001,0.9988716805228369,0.0
HUNK,-0.0198,0.9699586933274427,67,585,0.009,-0.005,0.9994885455847995,0.0
NFIC,-0.0198,0.7815380570431456,67,585,0.011,0.0092,0.9988716805228369,0.0
KLHL10,-0.0198,0.6691820320378801,67,585,-0.004,0.0003,0.9988716805228369,0.0
MAN2A1,-0.0198,0.9307028443636063,67,585,-0.0009,0.0025,0.9988716805228369,0.0
RIMS1,-0.0198,0.9481347840356386,67,585,-0.0028,-0.0124,0.9988716805228369,0.0
RBM44,-0.0198,0.8159106112669323,67,585,0.0122,0.0097,0.9988716805228369,0.0
MPEG1,-0.0198,0.4595990015756185,67,585,-0.0069,0.0,0.9988716805228369,0.0
TAGAP,-0.0198,0.9950830189010434,67,585,-0.0045,-0.0001,0.9996544161134269,0.0
LAYN,-0.0197,0.9918051237141478,67,585,-0.0033,-0.0054,0.9996544161134269,0.0
RANBP1,-0.0197,0.771567543935261,67,585,0.0396,0.0118,0.9988716805228369,0.0
CLN5,-0.0197,0.2948066403929922,67,585,-0.0125,0.0033,0.9988716805228369,0.0
TNFSF13,-0.0196,0.7085069671374407,67,585,-0.0179,0.002,0.9988716805228369,0.0
UBA6,-0.0196,0.9105890663257967,67,585,0.0281,0.0192,0.9988716805228369,0.0
FGD2,-0.0196,0.9748727590385443,67,585,-0.0027,-0.0016,0.9996544161134269,0.0
