gene,d_unstratified,fdr_unstratified,cs_unstratified,d_tp53mut,fdr_tp53mut,n_lost_tp53mut,n_intact_tp53mut,d_tp53wt,fdr_tp53wt,n_lost_tp53wt,n_intact_tp53wt,confounding_class
ARHGAP1,0.2314,0.8329342068694222,0.0184,0.2768,0.9999689672426924,52,376,0.1934,0.9563633211883463,15,209,not significant
LHX8,0.2314,0.7715420582513424,0.0261,0.1678,0.9999689672426924,52,376,0.3525,0.9503931024834732,15,209,not significant
IRF6,0.2315,0.8595240343472524,0.0152,0.2675,0.9999689672426924,52,376,-0.0667,0.9851186467217348,15,209,not significant
GRIN1,0.2318,0.8961692211488933,0.011,0.2644,0.9999689672426924,52,376,0.1863,0.9640694767018199,15,209,not significant
C10orf120,0.2319,0.942520063980189,0.006,0.2176,0.9999689672426924,52,376,0.437,0.9788319120419409,15,209,not significant
KCNE4,0.2319,0.907999458793292,0.0097,0.102,0.9999689672426924,18,104,0.7583,0.8990744118498754,5,30,not significant
ZYX,0.232,0.8615184068612116,0.015,0.2235,0.9999689672426924,52,376,0.1891,0.9663048470719819,15,209,not significant
ANKS1B,0.2321,0.8943774342954771,0.0113,0.2257,0.9999689672426924,52,376,0.3868,0.9183394712598029,15,209,not significant
ARL5A,0.2321,0.8943774342954771,0.0113,0.1649,0.9999689672426924,52,376,0.4487,0.9640694767018199,15,209,not significant
SLC4A7,0.2321,0.8228039115189821,0.0197,0.1931,0.9999689672426924,52,376,0.3496,0.9122216046183111,15,209,not significant
SRPK1,0.2322,0.9024949901071614,0.0103,0.2276,0.9999689672426924,52,376,0.2385,0.9677476630852331,15,209,not significant
PTCH2,0.2322,0.818258030768385,0.0202,0.2297,0.9999689672426924,52,376,0.2509,0.9265343850402622,15,209,not significant
ZMYM3,0.2323,0.7219270726160641,0.0329,0.2807,0.9999689672426924,52,376,0.0503,0.9931994636270295,15,209,not significant
KIAA0753,0.2324,0.8228039115189821,0.0197,0.3043,0.9999689672426924,52,376,-0.0931,0.9677476630852331,15,209,not significant
PTGDR,0.2326,0.8943774342954771,0.0113,0.2462,0.9999689672426924,52,376,0.2987,0.9791921952606227,15,209,not significant
ACSM2A,0.2327,0.7018898282449533,0.0358,0.2172,0.9999689672426924,52,366,0.2768,0.9640694767018199,15,201,not significant
CD36,0.2327,0.8408141093132098,0.0175,0.1196,0.9999689672426924,52,376,0.6576,0.8565507742402518,15,209,not significant
LRRC55,0.2329,0.9354612676893624,0.0067,0.2217,0.9999689672426924,52,376,0.2341,0.9616142835391615,15,209,not significant
UBE3D,0.2331,0.8228039115189821,0.0197,0.1552,0.9999689672426924,52,376,0.342,0.9347749785936933,15,209,not significant
ZIM3,0.2332,0.8020157274075624,0.0223,0.1859,0.9999689672426924,52,376,0.485,0.8565507742402518,15,209,not significant
KLLN,0.2334,0.8222196011124172,0.0198,0.2211,0.9999689672426924,52,376,0.3051,0.9183394712598029,15,209,not significant
CAPZA2,0.2334,0.7219270726160641,0.033,0.2865,0.9999689672426924,52,376,0.0278,0.9894254811684868,15,209,not significant
NCF1,0.2335,0.7413103877068196,0.0304,0.2518,0.9999689672426924,48,364,0.0675,0.9640694767018199,13,205,not significant
TCP10L,0.2339,0.8548700217577266,0.0159,0.2214,0.9999689672426924,52,376,0.2542,0.9354363477753087,15,209,not significant
FBXO34,0.234,0.7766316835727657,0.0257,0.2465,0.9999689672426924,52,376,0.1243,0.9773127441310033,15,209,not significant
TGFBRAP1,0.2341,0.7265651525977933,0.0325,0.3421,0.9999689672426924,52,376,-0.0685,0.9921949201184026,15,209,not significant
BTG2,0.2341,0.8020157274075624,0.0224,0.1821,0.9999689672426924,52,376,0.3121,0.9388408184633097,15,209,not significant
NR2C1,0.2342,0.8222196011124172,0.0199,0.2225,0.9999689672426924,52,376,0.2879,0.9616142835391615,15,209,not significant
KRT82,0.2342,0.9494544851711074,0.0053,0.2959,0.9999689672426924,52,376,0.1694,0.9944738366464662,15,209,not significant
SLC4A1AP,0.2344,0.6866422565440923,0.0383,0.2279,0.9999689672426924,52,376,0.26,0.9492797224876868,15,209,not significant
CHRNA3,0.2344,0.7888960112466801,0.0241,0.2051,0.9999689672426924,52,376,0.3434,0.8565507742402518,15,209,not significant
MLF1,0.2346,0.7766316835727657,0.0258,0.0891,0.9999689672426924,52,376,0.5708,0.8565507742402518,15,209,not significant
CHD1,0.2346,0.7839078168533321,0.0248,0.3578,0.9999689672426924,52,376,-0.1528,0.9679531740719629,15,209,not significant
ST6GAL1,0.2348,0.8492126338201533,0.0167,0.2275,0.9999689672426924,52,376,0.341,0.9123905885441145,15,209,not significant
CST1,0.2349,0.8273583178811125,0.0193,0.3728,0.9999689672426924,52,376,-0.1344,0.9851186467217348,15,209,not significant
ARMC2,0.2349,0.9773106863644524,0.0023,0.1614,0.9999689672426924,52,376,0.4614,0.9015952170117766,15,209,not significant
NAF1,0.2351,0.8922470905174421,0.0116,0.1653,0.9999689672426924,52,376,0.3271,0.9310799836030067,15,209,not significant
DOCK6,0.2351,0.7900220456989416,0.0241,0.3171,0.9999689672426924,52,376,-0.0202,0.9826834841852312,15,209,not significant
EIF3E,0.2353,0.8020157274075624,0.0225,0.1578,0.9999689672426924,52,376,0.3885,0.9015952170117766,15,209,not significant
TIMM8B,0.2354,0.9354612676893624,0.0068,0.0034,0.9999689672426924,18,104,1.0373,0.8565507742402518,5,30,not significant
ADORA3,0.2354,0.9623208477623189,0.0039,0.1103,0.9999689672426924,18,104,0.6407,0.927055149008759,5,30,not significant
STX16,0.2356,0.891652740815268,0.0117,0.1348,0.9999689672426924,52,376,0.4947,0.8565507742402518,15,209,not significant
ANKIB1,0.2359,0.7900220456989416,0.0241,0.1846,0.9999689672426924,52,376,0.546,0.8565507742402518,15,209,not significant
CRHBP,0.2359,0.8313232527729405,0.0189,0.3452,0.9999689672426924,52,376,-0.139,0.9640694767018199,15,209,not significant
GNAT3,0.236,0.8591060531937901,0.0156,0.1087,0.9999689672426924,52,376,0.59,0.8565507742402518,15,209,not significant
TARBP1,0.236,0.8217618584966575,0.0201,0.2444,0.9999689672426924,52,376,0.1647,0.9640694767018199,15,209,not significant
PIH1D2,0.236,0.7265651525977933,0.0327,0.147,0.9999689672426924,52,376,0.5286,0.8565507742402518,15,209,not significant
MMP10,0.2361,0.8313232527729405,0.0189,0.1849,0.9999689672426924,52,376,0.2403,0.9503931024834732,15,209,not significant
STAT3,0.2362,0.7413103877068196,0.0307,0.2282,0.9999689672426924,52,376,0.2697,0.9106963475350999,15,209,not significant
OTUB1,0.2362,0.8745028821941596,0.0138,0.1305,0.9999689672426924,52,376,0.4461,0.8565507742402518,15,209,not significant
STAG3,0.2363,0.8144005748297004,0.0211,0.2278,0.9999689672426924,52,376,0.3305,0.9015952170117766,15,209,not significant
HGF,0.2363,0.8589732465130352,0.0156,0.1883,0.9999689672426924,52,376,0.4538,0.9121022004560391,15,209,not significant
PRKX,0.2363,0.7413103877068196,0.0307,0.1928,0.9999689672426924,52,376,0.2362,0.9492797224876868,15,209,not significant
CCDC180,0.2366,0.7937241369171947,0.0237,0.2172,0.9999689672426924,52,376,0.2118,0.9514490027100453,15,209,not significant
IREB2,0.2366,0.8279791870993792,0.0194,0.1924,0.9999689672426924,52,376,0.4296,0.8801446036990509,15,209,not significant
GNPNAT1,0.2366,0.7657630191124716,0.0274,0.2412,0.9999689672426924,52,376,0.0345,0.9842698268024307,15,209,not significant
IFNL1,0.2366,0.8659653106558459,0.0148,0.2854,0.9999689672426924,52,376,0.026,0.9944362529877536,15,209,not significant
ZNF664,0.2367,0.8922470905174421,0.0117,0.2525,0.9999689672426924,52,376,0.2473,0.9677476630852331,15,209,not significant
CYB561A3,0.2368,0.8544339895681394,0.0162,0.1643,0.9999689672426924,52,376,0.6487,0.8565507742402518,15,209,not significant
APPBP2,0.237,0.8228039115189821,0.0201,0.2947,0.9999689672426924,52,376,0.0928,0.9894254811684868,15,209,not significant
PPP2CA,0.2371,0.8268466907915817,0.0196,0.1489,0.9999689672426924,52,376,0.5465,0.9157113964247774,15,209,not significant
MEGF10,0.2371,0.8922470905174421,0.0117,0.2456,0.9999689672426924,52,376,0.1953,0.9677476630852331,15,209,not significant
ABCB4,0.2372,0.7525121861001081,0.0293,0.3379,0.9999689672426924,52,376,0.1042,0.9311378960891055,15,209,not significant
LTA,0.2373,0.6967120484934631,0.0372,0.18,0.9999689672426924,52,376,0.4708,0.8565507742402518,15,209,not significant
PAX5,0.2374,0.9179596791089212,0.0088,0.2586,0.9999689672426924,52,376,0.2365,0.9640694767018199,15,209,not significant
ADIPOR2,0.2375,0.8695492064204181,0.0144,0.1833,0.9999689672426924,52,376,0.42,0.9090587538859451,15,209,not significant
TGFBI,0.2376,0.8273583178811125,0.0196,0.1168,0.9999689672426924,52,376,0.7144,0.8565507742402518,15,209,not significant
PPP6R1,0.2377,0.8020157274075624,0.0228,0.3019,0.9999689672426924,52,376,0.0574,0.996174931068703,15,209,not significant
APOL6,0.2378,0.887094148871769,0.0124,0.2852,0.9999689672426924,52,376,0.0309,0.9963652522252087,15,209,not significant
LDHAL6A,0.238,0.8615184068612116,0.0154,0.1924,0.9999689672426924,52,376,0.4515,0.8565507742402518,15,209,not significant
CCL1,0.238,0.8608109130970103,0.0155,0.2159,0.9999689672426924,52,376,0.4523,0.9492797224876868,15,209,not significant
ADSL,0.2381,0.7645918294910587,0.0278,0.2759,0.9999689672426924,52,376,0.1548,0.9542145255227741,15,209,not significant
EPHB1,0.2383,0.9028174327539216,0.0106,0.1755,0.9999689672426924,52,376,0.4829,0.8785037499217365,15,209,not significant
GIPC2,0.2384,0.7881882589210011,0.0246,0.1636,0.9999689672426924,52,376,0.5216,0.8565507742402518,15,209,not significant
C11orf86,0.2385,0.8644323936136566,0.0151,0.2462,0.9999689672426924,52,376,0.3074,0.9503931024834732,15,209,not significant
VEGFD,0.2386,0.6889998584401925,0.0386,0.2686,0.9999689672426924,52,376,0.0703,0.9944362529877536,15,209,not significant
TSSK1B,0.2387,0.8273583178811125,0.0196,0.0397,0.9999689672426924,52,376,0.8192,0.8565507742402518,15,209,not significant
GINS2,0.2388,0.8922470905174421,0.0118,0.3011,0.9999689672426924,52,376,0.2282,0.9640694767018199,15,209,not significant
LAMP1,0.2388,0.8020157274075624,0.0229,0.2957,0.9999689672426924,52,376,0.075,0.9691458535004552,15,209,not significant
KITLG,0.239,0.6780490098953341,0.0403,0.1669,0.9999689672426924,52,376,0.5353,0.8565507742402518,15,209,not significant
ZFAND6,0.2391,0.8268466907915817,0.0197,0.0789,0.9999689672426924,52,376,0.5073,0.8565507742402518,15,209,not significant
CDK7,0.2394,0.887094148871769,0.0125,0.2238,0.9999689672426924,52,376,0.4258,0.9122216046183111,15,209,not significant
DYNLT2B,0.2395,0.7265651525977933,0.0332,0.1964,0.9999689672426924,52,376,0.3191,0.9141943773941258,15,209,not significant
RHBDD3,0.2397,0.8059624966664092,0.0225,0.2611,0.9999689672426924,52,376,0.0554,0.9894254811684868,15,209,not significant
AIFM1,0.2398,0.7842930981194082,0.0253,0.2983,0.9999689672426924,52,376,0.2032,0.9503931024834732,15,209,not significant
TMEM40,0.2398,0.7900593135135635,0.0245,0.2086,0.9999689672426924,52,376,0.2501,0.9492797224876868,15,209,not significant
ACO2,0.2399,0.7699766263888559,0.0272,0.2011,0.9999689672426924,52,376,0.3855,0.927055149008759,15,209,not significant
ZC3H6,0.2399,0.8996402825756117,0.011,0.1072,0.9999689672426924,52,376,0.7391,0.8565507742402518,15,209,not significant
RTL9,0.24,0.7219270726160641,0.034,0.2625,0.9999689672426924,52,376,0.1832,0.9616142835391615,15,209,not significant
IRF2,0.24,0.8273583178811125,0.0198,0.3373,0.9999689672426924,52,376,-0.1349,0.9960326303077046,15,209,not significant
ANKS1A,0.2404,0.7145134324027924,0.0351,0.1544,0.9999689672426924,52,376,0.5305,0.9015952170117766,15,209,not significant
RNFT1,0.2405,0.8799002359730227,0.0134,0.1174,0.9999689672426924,52,376,0.5887,0.8869813634776859,15,209,not significant
ARF1,0.2405,0.8408141093132098,0.0181,0.309,0.9999689672426924,52,376,0.0752,0.9944362529877536,15,209,not significant
UBAP1,0.2408,0.8672335351974422,0.0149,0.2464,0.9999689672426924,52,376,0.3692,0.9223534475430548,15,209,not significant
CLTC,0.2409,0.8020157274075624,0.0231,0.3268,0.9999689672426924,52,376,0.0367,0.9895599511201467,15,209,not significant
LEFTY1,0.241,0.8228039115189821,0.0204,0.1189,0.9999689672426924,52,366,0.4604,0.9015952170117766,15,201,not significant
UQCC2,0.2414,0.7900593135135635,0.0247,0.1402,0.9999689672426924,52,376,0.5608,0.8565507742402518,15,209,not significant
RASA2,0.2415,0.5598093086198781,0.0608,0.2682,0.9999689672426924,52,376,0.1735,0.9015952170117766,15,209,not significant
TBCK,0.2415,0.8922470905174421,0.012,0.2276,0.9999689672426924,52,376,0.3071,0.9473751286497097,15,209,not significant
CCDC127,0.2416,0.7525121861001081,0.0298,0.3118,0.9999689672426924,52,376,0.0524,0.9967766352539102,15,209,not significant
LRRC2,0.2418,0.8268466907915817,0.02,0.1217,0.9999689672426924,52,376,0.6631,0.8565507742402518,15,209,not significant
RIPK3,0.2419,0.8020157274075624,0.0232,0.1691,0.9999689672426924,52,376,0.4354,0.9015952170117766,15,209,not significant
FIP1L1,0.242,0.8273583178811125,0.0199,0.2214,0.9999689672426924,52,376,0.3466,0.9112847415567159,15,209,not significant
CD79A,0.2421,0.8388826991670802,0.0185,0.2707,0.9999689672426924,52,376,0.1361,0.9931994636270295,15,209,not significant
RXFP3,0.2421,0.7219270726160641,0.0343,0.1787,0.9999689672426924,52,376,0.4705,0.8565507742402518,15,209,not significant
PAPLN,0.2423,0.8922470905174421,0.012,0.1744,0.9999689672426924,52,376,0.5572,0.8565507742402518,15,209,not significant
SYNCRIP,0.2424,0.8020157274075624,0.0232,0.2388,0.9999689672426924,52,376,0.1086,0.9702910503208957,15,209,not significant
OGFOD1,0.2424,0.8799002359730227,0.0135,0.1456,0.9999689672426924,52,376,0.4163,0.9015952170117766,15,209,not significant
GRK5,0.2425,0.5886031109506986,0.0558,0.4519,0.7372021608639074,52,376,-0.3835,0.9679531740719629,15,209,not significant
H1-5,0.2426,0.8339025888483885,0.0191,0.128,0.9999689672426924,52,376,0.5227,0.8801446036990509,15,209,not significant
IFNGR1,0.2427,0.8799002359730227,0.0135,0.2247,0.9999689672426924,52,376,0.3018,0.9931994636270295,15,209,not significant
TOPBP1,0.2429,0.8004009429878707,0.0235,0.1562,0.9999689672426924,52,376,0.5803,0.8565507742402518,15,209,not significant
AFF2,0.2431,0.7888960112466801,0.025,0.1875,0.9999689672426924,52,376,0.4399,0.905368768447597,15,209,not significant
RLF,0.2435,0.7259755506158161,0.0339,0.1801,0.9999689672426924,52,376,0.3682,0.9015952170117766,15,209,not significant
SLC38A1,0.2437,0.887094148871769,0.0127,0.2783,0.9999689672426924,52,376,0.1573,0.9503931024834732,15,209,not significant
ZDHHC6,0.2438,0.8020157274075624,0.0234,0.1559,0.9999689672426924,52,376,0.5,0.8565507742402518,15,209,not significant
GK5,0.2438,0.6967120484934631,0.0383,0.2034,0.9999689672426924,52,376,0.3217,0.9015952170117766,15,209,not significant
KDM5D,0.2441,0.9020296443327318,0.0109,0.1601,0.9999689672426924,18,104,0.4558,0.9677476630852331,5,30,not significant
IFNA2,0.2442,0.9538817707074796,0.005,0.2276,0.9999689672426924,48,364,0.208,0.9876257993011279,13,206,not significant
CSF3,0.2442,0.7699766263888559,0.0277,0.2794,0.9999689672426924,52,376,0.308,0.9354363477753087,15,209,not significant
TRIM28,0.2443,0.7119858820355325,0.036,0.3346,0.9999689672426924,52,376,-0.1362,0.9748828564363415,15,209,not significant
ATRAID,0.2444,0.7265651525977933,0.0339,0.1275,0.9999689672426924,52,376,0.5115,0.8565507742402518,15,209,not significant
METTL2B,0.2445,0.8745028821941596,0.0142,0.1482,0.9999689672426924,48,354,0.4809,0.8565507742402518,13,198,not significant
UBE2J2,0.2445,0.7657630191124716,0.0283,0.2056,0.9999689672426924,52,376,0.3183,0.9157113964247774,15,209,not significant
RAB11FIP2,0.2446,0.887094148871769,0.0127,0.1091,0.9999689672426924,52,376,0.7424,0.8565507742402518,15,209,not significant
BSCL2,0.2447,0.8544339895681394,0.0167,0.2846,0.9999689672426924,52,376,0.2077,0.9677476630852331,15,209,not significant
LTB,0.2448,0.6947374762701841,0.0387,0.2505,0.9999689672426924,52,376,0.3037,0.9311378960891055,15,209,not significant
CRADD,0.245,0.8218040547071178,0.0209,0.193,0.9999689672426924,52,376,0.2975,0.9122216046183111,15,209,not significant
DHFR2,0.245,0.7508127998614137,0.0305,0.1176,0.9999689672426924,52,376,0.5675,0.8565507742402518,15,209,not significant
MTHFD1,0.2452,0.8268466907915817,0.0202,0.234,0.9999689672426924,52,376,0.2989,0.9157113964247774,15,209,not significant
EXOSC6,0.2457,0.7888960112466801,0.0253,0.1956,0.9999689672426924,52,376,0.4287,0.8801446036990509,15,209,not significant
ADAMTS2,0.2457,0.6780490098953341,0.0415,0.1747,0.9999689672426924,52,376,0.3733,0.9015952170117766,15,209,not significant
ZNF92,0.2458,0.7900220456989416,0.0252,0.1445,0.9999689672426924,52,376,0.521,0.8565507742402518,15,209,not significant
LYPD6,0.2458,0.8214765972585104,0.021,0.2613,0.9999689672426924,52,376,0.2432,0.9679531740719629,15,209,not significant
DOLK,0.2458,0.799787446918772,0.0238,0.2815,0.9999689672426924,52,376,0.0745,0.9863389484109085,15,209,not significant
TFE3,0.2458,0.8273583178811125,0.0202,0.3165,0.9999689672426924,52,376,0.0568,0.995780583463989,15,209,not significant
CHMP6,0.2461,0.6780490098953341,0.0415,0.1888,0.9999689672426924,52,376,0.5309,0.8646953223146893,15,209,not significant
GET1,0.2466,0.7570605260118588,0.0298,0.1565,0.9999689672426924,52,376,0.5381,0.8565507742402518,15,209,not significant
AFF1,0.2467,0.6967120484934631,0.0387,0.2662,0.9999689672426924,52,376,0.1532,0.9094652649440575,15,209,not significant
OR5AU1,0.2468,0.818258030768385,0.0215,0.2198,0.9999689672426924,48,364,0.3707,0.9157113964247774,13,206,not significant
TMPRSS11F,0.2468,0.8339025888483885,0.0195,0.1971,0.9999689672426924,52,376,0.4894,0.9015952170117766,15,209,not significant
LRRC70,0.2468,0.818258030768385,0.0215,0.2669,0.9999689672426924,52,376,0.3512,0.9347749785936933,15,209,not significant
LYPD4,0.247,0.8391304353595854,0.0188,0.2086,0.9999689672426924,52,376,0.4317,0.9015952170117766,15,209,not significant
DOLPP1,0.247,0.7570605260118588,0.0299,0.3207,0.9999689672426924,52,376,0.0189,1.0,15,209,not significant
CABP4,0.247,0.7096702000985856,0.0368,0.1808,0.9999689672426924,52,376,0.4245,0.8801446036990509,15,209,not significant
RBM18,0.2471,0.8273583178811125,0.0203,0.2092,0.9999689672426924,52,376,0.3917,0.9519316703732574,15,209,not significant
PDE8B,0.2473,0.7900220456989416,0.0253,0.2927,0.9999689672426924,52,376,0.0987,0.9693043212715023,15,209,not significant
NOSIP,0.2475,0.7219270726160641,0.035,0.3487,0.9999689672426924,52,376,0.0358,0.9788319120419409,15,209,not significant
CXCL11,0.2475,0.8486058704014182,0.0176,0.2268,0.9999689672426924,52,376,0.2991,0.9160968603726479,15,209,not significant
BAZ2B,0.2476,0.7219270726160641,0.035,0.2671,0.9999689672426924,52,376,0.1972,0.9677476630852331,15,209,not significant
NAA10,0.2476,0.8745028821941596,0.0144,0.3288,0.9999689672426924,52,376,0.0323,0.995780583463989,15,209,not significant
DNAJC2,0.2476,0.8797581511850812,0.0138,0.154,0.9999689672426924,52,376,0.4734,0.8785037499217365,15,209,not significant
TMEM254,0.2477,0.8273583178811125,0.0204,0.1567,0.9999689672426924,52,376,0.5297,0.8565507742402518,15,209,not significant
TNFRSF1A,0.2478,0.7119858820355325,0.0366,0.1166,0.9999689672426924,52,376,0.6206,0.8565507742402518,15,209,not significant
KDSR,0.2478,0.6967120484934631,0.0389,0.2959,0.9999689672426924,52,376,-0.0021,0.9614980034240307,15,209,not significant
FRA10AC1,0.2479,0.7265651525977933,0.0344,0.2358,0.9999689672426924,52,376,0.2855,0.9157113964247774,15,209,not significant
ZBTB14,0.2479,0.818258030768385,0.0216,0.2042,0.9999689672426924,52,376,0.3655,0.9123905885441145,15,209,not significant
SLC4A8,0.2479,0.7900593135135635,0.0254,0.257,0.9999689672426924,52,376,0.3881,0.9015952170117766,15,209,not significant
SCMH1,0.2479,0.7292061268402719,0.034,0.1956,0.9999689672426924,52,376,0.3802,0.9015952170117766,15,209,not significant
DNASE2B,0.248,0.6780490098953341,0.0418,0.1507,0.9999689672426924,52,376,0.6305,0.8565507742402518,15,209,not significant
PDCD6,0.248,0.6780490098953341,0.0418,0.2402,0.9999689672426924,52,376,0.1611,0.9677476630852331,15,209,not significant
PJVK,0.2482,0.881712855322503,0.0136,0.2157,0.9999689672426924,52,376,0.3501,0.9388408184633097,15,209,not significant
CHPT1,0.2483,0.8943774342954771,0.012,0.1954,0.9999689672426924,52,376,0.4879,0.9015952170117766,15,209,not significant
IMPA2,0.2484,0.8110018573614619,0.0226,0.1899,0.9999689672426924,52,376,0.3575,0.927055149008759,15,209,not significant
MED15,0.2484,0.7297637036844843,0.034,0.2218,0.9999689672426924,52,376,0.3868,0.9112847415567159,15,209,not significant
CAMSAP2,0.2487,0.818258030768385,0.0217,0.2762,0.9999689672426924,52,376,0.2564,0.9640694767018199,15,209,not significant
RPP40,0.2489,0.8695492064204181,0.0151,0.2765,0.9999689672426924,52,376,0.0846,0.9816482460222147,15,209,not significant
CHODL,0.2489,0.8329342068694222,0.0198,0.2347,0.9999689672426924,52,376,0.2377,0.9741047635699424,15,209,not significant
URM1,0.249,0.74474652978237,0.0319,0.1652,0.9999689672426924,52,376,0.4747,0.8785037499217365,15,209,not significant
SGF29,0.249,0.7297637036844843,0.0341,0.1552,0.9999689672426924,52,376,0.5254,0.8565507742402518,15,209,not significant
KLF6,0.2492,0.8273583178811125,0.0205,0.283,0.9999689672426924,52,376,0.01,0.9823569523863591,15,209,not significant
PCYOX1,0.2493,0.7297637036844843,0.0341,0.228,0.9999689672426924,52,376,0.302,0.9347749785936933,15,209,not significant
LAIR2,0.2501,0.8313232527729405,0.0201,0.2347,0.9999689672426924,52,376,0.2443,0.9640694767018199,15,209,not significant
ITPK1,0.2501,0.8922470905174421,0.0124,0.2656,0.9999689672426924,52,376,0.1733,0.9768361464513886,15,209,not significant
CDSN,0.2501,0.8268466907915817,0.0207,0.1588,0.9999689672426924,52,376,0.6643,0.8801446036990509,15,209,not significant
TRPM1,0.2501,0.7265651525977933,0.0347,0.1432,0.9999689672426924,52,376,0.4732,0.8801446036990509,15,209,not significant
FRG2B,0.2501,0.7425079526767184,0.0323,0.1447,0.9999689672426924,48,354,0.4594,0.9015952170117766,13,198,not significant
ALG3,0.2502,0.8731970309773597,0.0147,0.3206,0.9999689672426924,52,376,0.0594,0.9925228893539219,15,209,not significant
SGPP2,0.2504,0.7525121861001081,0.0309,0.3627,0.9999689672426924,52,376,0.0024,0.9944362529877536,15,209,not significant
SLC7A11,0.2505,0.8943774342954771,0.0121,0.1804,0.9999689672426924,52,376,0.3795,0.8565507742402518,15,209,not significant
TAF5L,0.2507,0.7219270726160641,0.0355,0.1734,0.9999689672426924,52,376,0.4473,0.8565507742402518,15,209,not significant
NPC1,0.251,0.8922470905174421,0.0124,0.2646,0.9999689672426924,52,376,0.2933,0.9335466338906866,15,209,not significant
FGF18,0.2511,0.6780490098953341,0.0424,0.1308,0.9999689672426924,52,376,0.4871,0.8565507742402518,15,209,not significant
SPRING1,0.2512,0.5910446511533526,0.0574,0.2832,0.9085634321589086,52,376,0.1016,0.9902834718631084,15,209,not significant
SP110,0.2513,0.8020157274075624,0.0241,0.1946,0.9999689672426924,52,376,0.383,0.9223534475430548,15,209,not significant
KRTAP20-1,0.2517,0.8804005896554369,0.0139,0.1526,0.9999689672426924,52,376,0.6001,0.8565507742402518,15,209,not significant
DBR1,0.2517,0.7766316835727657,0.0276,0.2077,0.9999689672426924,52,376,0.3384,0.8801446036990509,15,209,not significant
TPD52L1,0.2519,0.856082523525601,0.017,0.1534,0.9999689672426924,52,376,0.5026,0.8565507742402518,15,209,not significant
NXPH3,0.2519,0.818258030768385,0.0219,0.2291,0.9999689672426924,52,376,0.3669,0.9106963475350999,15,209,not significant
TM2D3,0.2527,0.8745028821941596,0.0147,0.2461,0.9999689672426924,52,376,0.2542,0.9640694767018199,15,209,not significant
PRKG1,0.253,0.7508127998614137,0.0315,0.2143,0.9999689672426924,52,376,0.4531,0.9015952170117766,15,209,not significant
GDI2,0.2531,0.6780490098953341,0.0427,0.255,0.9999689672426924,52,376,0.3395,0.8617933169972856,15,209,not significant
UGT1A10,0.2531,0.7294432941056088,0.0347,0.2127,0.9999689672426924,52,366,0.3382,0.9200234123462353,15,201,not significant
RAD1,0.2531,0.7096702000985856,0.0377,0.242,0.9999689672426924,52,376,0.1863,0.9365580507135584,15,209,not significant
BTN3A2,0.2531,0.8020157274075624,0.0243,0.0953,0.9999689672426924,52,366,0.7629,0.8565507742402518,15,201,not significant
POTEF,0.2532,0.8725296869685283,0.015,0.0269,0.9999689672426924,48,354,0.9426,0.8565507742402518,13,198,not significant
RP1L1,0.2534,0.8745028821941596,0.0148,0.2441,0.9999689672426924,52,376,0.1703,0.9503931024834732,15,209,not significant
OR52N1,0.2534,0.7545748047716607,0.031,0.2491,0.9999689672426924,48,364,0.3817,0.9503931024834732,13,206,not significant
NME3,0.2535,0.7297637036844843,0.0347,0.1231,0.9999689672426924,52,376,0.4442,0.868747161923697,15,209,not significant
COL17A1,0.2535,0.7297637036844843,0.0347,0.1369,0.9999689672426924,52,376,0.5719,0.8801446036990509,15,209,not significant
FUNDC1,0.2536,0.7545748047716607,0.031,0.1604,0.9999689672426924,52,376,0.3945,0.8801446036990509,15,209,not significant
H2BC9,0.2538,0.7119858820355325,0.0374,0.1479,0.9999689672426924,52,376,0.5076,0.915225820386367,15,209,not significant
SCPEP1,0.2538,0.7839078168533321,0.0268,0.2273,0.9999689672426924,52,376,0.303,0.9157113964247774,15,209,not significant
FOLH1,0.2539,0.7265651525977933,0.0352,0.2817,0.9999689672426924,52,376,0.2563,0.927055149008759,15,209,not significant
BLOC1S1,0.2541,0.8273583178811125,0.0209,0.3435,0.9999689672426924,52,376,0.0321,0.9851186467217348,15,209,not significant
TSPAN18,0.2542,0.7842930981194082,0.0268,0.0896,0.9999689672426924,52,376,0.9252,0.8565507742402518,15,209,not significant
ZNF792,0.2542,0.6967120484934631,0.0399,0.2982,0.9999689672426924,52,376,0.1755,0.960869578440195,15,209,not significant
JMJD4,0.2543,0.7297637036844843,0.0348,0.2372,0.9999689672426924,52,376,0.2316,0.946491484064894,15,209,not significant
NDRG2,0.2547,0.8273583178811125,0.021,0.1615,0.9999689672426924,52,376,0.493,0.9388408184633097,15,209,not significant
ITGA5,0.2547,0.8228039115189821,0.0216,0.3189,0.9999689672426924,52,376,-0.0069,0.996174931068703,15,209,not significant
NDUFA12,0.2549,0.7888960112466801,0.0262,0.2116,0.9999689672426924,52,376,0.4168,0.9106963475350999,15,209,not significant
HMBS,0.2549,0.8164679574456161,0.0224,0.2469,0.9999689672426924,52,376,0.2733,0.9122216046183111,15,209,not significant
PGM1,0.255,0.6780490098953341,0.043,0.1557,0.9999689672426924,52,376,0.4222,0.8785037499217365,15,209,not significant
THBS2,0.255,0.7508127998614137,0.0317,0.1576,0.9999689672426924,52,376,0.4069,0.9121022004560391,15,209,not significant
LINGO4,0.2551,0.7265651525977933,0.0354,0.3303,0.9999689672426924,52,376,0.0905,0.9640694767018199,15,209,not significant
