cancer_type,gene,cohens_d,p_value,n_lost,n_intact,median_dep_lost,median_dep_intact,fdr,composite_score,gene_set
Pan-cancer (RAS-excluded),RELB,0.0283,0.36753339066135915,67,585,-0.0507,-0.0582,0.9538817707074795,0.0006,
Pan-cancer (RAS-excluded),CD72,0.0283,0.8361753136407849,67,585,0.0456,0.0628,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),FAM161B,0.0283,0.7034189648794722,67,585,-0.0487,-0.0546,0.9886201045012537,0.0001,
Pan-cancer (RAS-excluded),HMCES,0.0283,0.7694732361510103,67,585,-0.1418,-0.144,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),SMPD2,0.0283,0.87108476188704,67,585,0.038,0.0484,0.9951664807975446,0.0001,
Pan-cancer (RAS-excluded),RANBP6,0.0283,0.8329680193239611,67,585,0.0309,0.0288,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),CYP3A4,0.0283,0.41949628658877713,67,585,0.0466,0.0207,0.9658239653851957,0.0004,
Pan-cancer (RAS-excluded),AIMP2,0.0283,0.563786447248276,67,585,-0.1636,-0.1708,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),TAF7L,0.0284,0.9008238627289709,67,585,-0.0897,-0.0947,0.9970947017753858,0.0,
Pan-cancer (RAS-excluded),GSK3A,0.0284,0.7920722443914354,67,585,0.0433,0.0184,0.993302184314158,0.0001,
Pan-cancer (RAS-excluded),IP6K2,0.0284,0.9133040906776491,67,585,-0.1077,-0.1152,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),TPRX1,0.0284,0.8759398500001543,67,585,0.0799,0.0814,0.9958456410317503,0.0001,
Pan-cancer (RAS-excluded),CCDC82,0.0284,0.9961756719701652,67,585,0.1217,0.1258,0.9993194113770466,0.0,
Pan-cancer (RAS-excluded),ARHGEF5,0.0284,0.8377799862725893,67,585,-0.326,-0.332,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),HACD1,0.0285,0.7600698092922158,67,585,0.0509,0.0456,0.9915683241345461,0.0001,
Pan-cancer (RAS-excluded),TDRD1,0.0285,0.6523127152435757,67,585,0.0212,0.0188,0.9851360850459383,0.0002,
Pan-cancer (RAS-excluded),SDCCAG8,0.0285,0.9459542632246736,67,585,0.0959,0.0857,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),APOC2,0.0285,0.8964884945741823,67,585,-0.0527,-0.061,0.9967715753834975,0.0,
Pan-cancer (RAS-excluded),REG3A,0.0285,0.9879810918804296,67,585,0.0481,0.0603,0.9990578414908797,0.0,
Pan-cancer (RAS-excluded),PROCA1,0.0286,0.8835014317808401,67,585,-0.3085,-0.3056,0.9961234093825128,0.0,
Pan-cancer (RAS-excluded),PKP4,0.0286,0.7626783839724598,67,585,-0.0166,-0.0262,0.9919189165888284,0.0001,
Pan-cancer (RAS-excluded),UBAP2,0.0286,0.9743267023302844,67,585,-0.0802,-0.083,0.9983658360500032,0.0,
Pan-cancer (RAS-excluded),REXO2,0.0286,0.6390415170385523,67,585,-0.2559,-0.2471,0.9850974417140889,0.0002,
Pan-cancer (RAS-excluded),ZNF605,0.0286,0.7382680817462616,67,585,0.119,0.1075,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),MAGEE2,0.0287,0.924173979605942,67,585,0.0501,0.0628,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),HSPA9,0.0287,0.5810226623062218,67,585,-2.3381,-2.3723,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),WDR27,0.0287,0.6297710032659504,67,585,-0.0322,-0.0397,0.9839588188603887,0.0002,
Pan-cancer (RAS-excluded),GEMIN7,0.0287,0.8899912732445977,67,585,-0.7463,-0.7498,0.9961234093825128,0.0,
Pan-cancer (RAS-excluded),ELL3,0.0287,0.9426842427526705,67,585,-0.1387,-0.1467,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),LAMP5,0.0287,0.7590271411352463,67,585,0.1551,0.1564,0.9914128545815925,0.0001,
Pan-cancer (RAS-excluded),HPR,0.0288,0.9774930174195102,67,567,0.1148,0.1028,0.9983658360500032,0.0,
Pan-cancer (RAS-excluded),RBIS,0.0288,0.9950830191139223,67,585,-0.2609,-0.2624,0.9993194113770466,0.0,
Pan-cancer (RAS-excluded),LGALS1,0.0288,0.7762858370992793,67,585,0.14,0.1276,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),TIRAP,0.0288,0.8527886093523767,67,585,0.0713,0.0708,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),FAM120A,0.0288,0.6152518170483805,67,585,-0.2128,-0.225,0.9824449032682376,0.0002,
Pan-cancer (RAS-excluded),CTNND1,0.0288,0.6832013893536041,67,585,-0.0746,-0.0519,0.987121351851376,0.0002,
Pan-cancer (RAS-excluded),SOX1,0.0288,0.8452772786111596,67,585,0.1132,0.1137,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),PON1,0.0288,0.924173979605942,67,585,-0.1239,-0.1174,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),TEDC1,0.0288,0.6488612294553845,67,585,-0.408,-0.458,0.9851360850459383,0.0002,
Pan-cancer (RAS-excluded),CCNYL1,0.0288,0.6307441384236646,67,585,0.0308,0.0197,0.9839588188603887,0.0002,
Pan-cancer (RAS-excluded),PRSS38,0.0289,0.7794359639419544,67,585,0.0084,0.0052,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),RFX3,0.029,0.8506411210836446,67,585,0.0983,0.1154,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),PAMR1,0.029,0.985796048958985,67,585,0.0246,0.0213,0.9984922868374603,0.0,
Pan-cancer (RAS-excluded),FGFR2,0.029,0.7233352307988421,67,585,-0.0376,-0.0324,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),TMEM245,0.029,0.9454091950771691,67,585,0.0122,0.0156,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),SYNDIG1,0.029,0.6741760430907289,67,585,0.2145,0.2005,0.9865870096025349,0.0002,
Pan-cancer (RAS-excluded),SMC6,0.0291,0.8105976169937081,67,585,-0.5811,-0.578,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),SLC17A6,0.0291,0.9535877580669573,67,585,0.0414,0.0395,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),CALB2,0.0291,0.8597754051609815,67,585,0.1658,0.1727,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),LSM3,0.0291,0.8015856314162714,67,585,-1.7274,-1.7006,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),TAAR5,0.0292,0.7799613389843287,67,585,0.0577,0.0422,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),ERLEC1,0.0292,0.33362537712718643,67,585,-0.0871,-0.1192,0.942520063980189,0.0008,
Pan-cancer (RAS-excluded),NEK6,0.0292,0.9786954801308066,67,585,-0.0842,-0.0916,0.9983658360500032,0.0,
Pan-cancer (RAS-excluded),ARC,0.0292,0.5730727196534211,67,585,0.094,0.0808,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),ZNF250,0.0292,0.5928066143216937,67,585,0.0187,0.0005,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),VHL,0.0292,0.9258057351147863,67,585,-0.7676,-0.7743,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),UPF3A,0.0293,0.7305314515345269,67,585,-0.1502,-0.1435,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),EIF4A2,0.0293,0.9830648970516492,67,585,-0.1065,-0.0935,0.9983658360500032,0.0,
Pan-cancer (RAS-excluded),CTDSPL,0.0293,0.8986558005782422,67,585,0.1752,0.1703,0.9970947017753858,0.0,
Pan-cancer (RAS-excluded),TRMT1L,0.0293,0.7941837107848768,67,585,-0.118,-0.1169,0.9934179283630181,0.0001,
Pan-cancer (RAS-excluded),KDR,0.0293,0.9841573357898522,67,585,-0.1117,-0.1035,0.9984116089418863,0.0,
Pan-cancer (RAS-excluded),DMXL2,0.0293,0.23375423016491204,67,585,0.0157,-0.0084,0.9179596791089211,0.0011,
Pan-cancer (RAS-excluded),IL2RA,0.0294,0.6642026371967176,67,585,0.0374,0.0517,0.9851360850459383,0.0002,
Pan-cancer (RAS-excluded),YTHDF2,0.0294,0.9198242096435948,67,585,-0.3183,-0.3004,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),NWD1,0.0294,0.8592375621147235,67,585,-0.2216,-0.2176,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),HUNK,0.0295,0.6278266609471379,67,585,0.0692,0.0476,0.9839588188603887,0.0002,
Pan-cancer (RAS-excluded),ATP1A1,0.0295,0.5323171189053908,67,585,-0.9564,-1.2068,0.9796454175630602,0.0003,
Pan-cancer (RAS-excluded),DAZL,0.0295,0.4939472344157363,67,585,-0.0749,-0.0955,0.9773106863644523,0.0003,
Pan-cancer (RAS-excluded),SPATA31A3,0.0295,0.8882158613958454,61,552,-0.0736,-0.0867,0.9961234093825128,0.0,
Pan-cancer (RAS-excluded),GPD2,0.0296,0.6857165556109943,67,585,0.0276,0.0209,0.987121351851376,0.0002,
Pan-cancer (RAS-excluded),POF1B,0.0296,0.8164423893857845,67,585,0.1275,0.1255,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),CERKL,0.0296,0.8560118838480554,67,585,0.0581,0.0618,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),PUS7L,0.0296,0.8899912732445977,67,585,0.009,0.0125,0.9961234093825128,0.0,
Pan-cancer (RAS-excluded),TRIP6,0.0296,0.4554532553446473,67,585,-0.199,-0.2205,0.9740406419744878,0.0003,
Pan-cancer (RAS-excluded),BRIX1,0.0296,0.7289873808973882,67,585,-1.1488,-1.1831,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),OR6C2,0.0296,0.8787150382445794,61,570,-0.0492,-0.0665,0.9958888902424653,0.0001,
Pan-cancer (RAS-excluded),TMEM91,0.0296,0.9683209170007416,67,585,-0.0248,-0.0088,0.9983658360500032,0.0,
Pan-cancer (RAS-excluded),WTIP,0.0296,0.7401884613571307,67,584,0.0164,0.0289,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),CEP57,0.0297,0.8276287270254117,67,585,-0.1058,-0.0823,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),FASTKD2,0.0298,0.8840419595478994,67,585,0.094,0.1018,0.9961234093825128,0.0001,
Pan-cancer (RAS-excluded),PCDH17,0.0298,0.7889079069033251,67,585,0.0445,0.0464,0.993302184314158,0.0001,
Pan-cancer (RAS-excluded),RPGRIP1,0.0298,0.9421393317502091,67,585,0.0286,0.026,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),ASB12,0.0298,0.7331073282382017,67,585,0.051,0.0479,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),ZNF57,0.0299,0.7331073282382017,67,585,0.0147,0.0146,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),RTN2,0.0299,0.830831363103736,67,585,-0.1557,-0.1222,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),POP4,0.0299,0.8084748422116533,67,585,-0.6396,-0.6526,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),TSPAN4,0.0299,0.9192806543360453,67,585,-0.0492,-0.042,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),MROH1,0.03,0.7773354734096801,67,585,-0.0993,-0.0972,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),DDAH1,0.03,0.691262161077093,67,585,0.0913,0.0913,0.9879003260884621,0.0002,
Pan-cancer (RAS-excluded),FOXRED1,0.03,0.965045769462064,67,585,-0.1982,-0.185,0.9979043044209654,0.0,
Pan-cancer (RAS-excluded),BPIFA1,0.03,0.8501044214186861,67,585,0.0626,0.0751,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),EXOSC4,0.03,0.8111285290626542,67,585,-1.3759,-1.418,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),XBP1,0.03,0.5796159868186441,67,585,0.0009,0.0139,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),MTPN,0.03,0.856549331385514,67,585,0.0817,0.095,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),SH2D1B,0.0301,0.8630038212209675,67,585,-0.012,-0.0202,0.9951664807975446,0.0001,
Pan-cancer (RAS-excluded),HIBCH,0.0301,0.6572563372067314,67,585,-0.1251,-0.1368,0.9851360850459383,0.0002,
Pan-cancer (RAS-excluded),DPP8,0.0301,0.8361753136407849,67,585,-0.0202,-0.022,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),CERS3,0.0301,0.7820638419794993,67,585,0.053,0.0693,0.992265324626336,0.0001,
Pan-cancer (RAS-excluded),NDUFB3,0.0301,0.3043764655078214,67,585,-0.538,-0.5839,0.9393476063473825,0.0008,
Pan-cancer (RAS-excluded),C3,0.0301,0.6375739479079464,67,585,-0.0212,-0.0062,0.9844353206659481,0.0002,
Pan-cancer (RAS-excluded),C1orf226,0.0301,0.7915446153427831,67,585,-0.0718,-0.0768,0.993302184314158,0.0001,
Pan-cancer (RAS-excluded),MTMR6,0.0301,0.8474219696399636,67,585,-0.1033,-0.101,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),MAP1LC3C,0.0301,0.4755440965031206,67,585,0.0143,-0.0074,0.9773106863644523,0.0003,
Pan-cancer (RAS-excluded),OR5D18,0.0301,0.8162214206227192,61,570,-0.048,-0.0441,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),FBXL14,0.0301,0.8254952240788749,67,585,-0.0048,0.0028,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),NUP37,0.0302,0.9013659945392504,67,585,-0.0627,-0.0863,0.9970947017753858,0.0,
Pan-cancer (RAS-excluded),UPP1,0.0302,0.6473843210784793,67,585,0.1168,0.1135,0.9851360850459383,0.0002,
Pan-cancer (RAS-excluded),MRPL47,0.0302,0.8047633853577935,67,585,-0.2572,-0.2972,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),MT1H,0.0303,0.8938889194109385,61,570,-0.0713,-0.0673,0.9962286166919969,0.0,
Pan-cancer (RAS-excluded),SYNE3,0.0303,0.9786954801308066,67,585,0.0494,0.0472,0.9983658360500032,0.0,
Pan-cancer (RAS-excluded),NUPR2,0.0303,0.5942280197198155,67,585,-0.2353,-0.2455,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),CENPI,0.0303,0.4591834959291514,67,585,-0.4417,-0.4902,0.9750777047167088,0.0003,
Pan-cancer (RAS-excluded),VENTX,0.0303,0.8164423893857845,67,585,-0.0359,-0.0294,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),ZNF106,0.0303,0.8196347779405112,67,585,-0.1324,-0.127,0.9941737944430296,0.0001,
Pan-cancer (RAS-excluded),LGI4,0.0303,0.9497704344290984,67,585,0.0195,0.0231,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),YIPF2,0.0303,0.7689499188007896,67,585,-0.1235,-0.1267,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),SMARCAL1,0.0304,0.7925999686903112,67,585,0.0001,-0.0003,0.993302184314158,0.0001,
Pan-cancer (RAS-excluded),MATN1,0.0304,0.8447412843146377,67,585,-0.2162,-0.2009,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),SLC25A30,0.0304,0.8260284796604047,67,585,-0.0286,-0.0293,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),CRIP1,0.0305,0.5800847011002557,67,585,0.0628,0.051,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),FBXO38,0.0305,0.6224930559729518,67,585,0.0726,0.0587,0.9835874510943056,0.0002,
Pan-cancer (RAS-excluded),KATNAL2,0.0305,0.5513661720158887,67,585,0.0472,0.0494,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),COX20,0.0305,0.8597754051609815,67,585,-0.5182,-0.5215,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),NRBF2,0.0306,0.8764795959994349,67,585,-0.3305,-0.3386,0.9958888902424653,0.0001,
Pan-cancer (RAS-excluded),IRAK1BP1,0.0306,0.7217963356248684,67,585,0.0574,0.0311,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),PDAP1,0.0306,0.9312471363560682,67,585,-1.0242,-1.0025,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),AUTS2,0.0306,0.703927173590417,67,585,0.0293,0.0174,0.9886201045012537,0.0002,
Pan-cancer (RAS-excluded),GGH,0.0306,0.8318995359380845,67,585,0.0661,0.0596,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),TINAGL1,0.0306,0.9825186894628959,67,585,-0.0895,-0.0935,0.9983658360500032,0.0,
Pan-cancer (RAS-excluded),ADAM8,0.0306,0.3689913099118344,67,585,0.2203,0.1913,0.9538817707074795,0.0006,
Pan-cancer (RAS-excluded),CPXM2,0.0306,0.5596314099200941,67,585,0.0189,0.0116,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),PTPDC1,0.0306,0.8468856902901503,67,585,0.0169,0.0161,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),ESPNL,0.0307,0.9421393317502091,67,585,-0.0462,-0.0431,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),ULBP3,0.0307,0.6897480644692398,67,585,-0.0349,-0.0449,0.9877703493329556,0.0002,
Pan-cancer (RAS-excluded),CNGA3,0.0307,0.7841679385758393,67,585,-0.0878,-0.0784,0.9927969505153299,0.0001,
Pan-cancer (RAS-excluded),UTP14A,0.0307,0.9748727601260728,67,585,-0.2309,-0.2183,0.9983658360500032,0.0,
Pan-cancer (RAS-excluded),ISYNA1,0.0307,0.7449947019145742,67,585,-0.3322,-0.329,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),KRT37,0.0307,0.8005271063043325,67,585,0.0779,0.0766,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),SHH,0.0308,0.6273409780524544,67,585,0.1102,0.1085,0.9839588188603887,0.0002,
Pan-cancer (RAS-excluded),ENTPD7,0.0308,0.7393016578936987,67,585,-0.0299,-0.0291,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),CCL2,0.0309,0.7141188500926965,67,585,0.0802,0.083,0.9889032237015041,0.0001,
Pan-cancer (RAS-excluded),GALT,0.0309,0.7569431203676522,67,585,-0.0223,-0.0241,0.9914128545815925,0.0001,
Pan-cancer (RAS-excluded),DOHH,0.0309,0.5323171189053908,67,585,-0.4911,-0.5718,0.9796454175630602,0.0003,
Pan-cancer (RAS-excluded),VWF,0.0309,0.6138080250434059,67,585,0.0371,0.0249,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),PODXL2,0.0309,0.46043070246145634,67,585,0.0315,0.0091,0.9750777047167088,0.0003,
Pan-cancer (RAS-excluded),TOLLIP,0.0309,0.979241624980754,67,585,0.0743,0.0808,0.9983658360500032,0.0,
Pan-cancer (RAS-excluded),IFNK,0.0309,0.6142891230570087,67,585,0.1417,0.1356,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),BSPRY,0.0309,0.818570313462449,67,585,0.0317,0.0239,0.9938911356104533,0.0001,
Pan-cancer (RAS-excluded),ME2,0.0309,0.9503156978573044,67,585,-0.1128,-0.0917,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),UGT1A5,0.0309,0.48791399952646397,67,585,0.0417,0.0235,0.9773106863644523,0.0003,
Pan-cancer (RAS-excluded),LCAT,0.0309,0.815378933565423,67,585,-0.0855,-0.0984,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),TAMALIN,0.031,0.7789106896364575,67,585,-0.2325,-0.2348,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),CAPNS2,0.031,0.9100461903097838,67,585,0.1322,0.1225,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),EMC2,0.031,0.6741760430907289,67,585,-0.2097,-0.2406,0.9865870096025349,0.0002,
Pan-cancer (RAS-excluded),MAP4,0.031,0.7393016578936987,67,585,-0.0108,-0.0048,0.9889032237015041,0.0002,
Pan-cancer (RAS-excluded),MED6,0.0311,0.8340368113472227,67,585,-1.5059,-1.4884,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),SYNC,0.0311,0.536822215403298,67,585,-0.0141,-0.0176,0.9805194198224035,0.0003,
Pan-cancer (RAS-excluded),CNOT1,0.0311,0.7289873808973882,67,585,-0.71,-0.7116,0.9889032237015041,0.0002,
Pan-cancer (RAS-excluded),CD2BP2,0.0311,0.5600923462799305,67,585,-0.384,-0.4135,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),EGR1,0.0311,0.846349481840764,67,585,-0.0321,-0.0387,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),GRIA4,0.0311,0.45462663540706516,67,585,0.046,0.0226,0.9738275235317269,0.0004,
Pan-cancer (RAS-excluded),LANCL2,0.0312,0.9432291805815657,67,585,0.0805,0.0877,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),IGF1,0.0312,0.8921562149445218,67,585,-0.0333,-0.0229,0.9961234093825128,0.0001,
Pan-cancer (RAS-excluded),RECK,0.0312,0.6953057786410234,67,585,0.0137,0.0066,0.9884311331492306,0.0002,
Pan-cancer (RAS-excluded),PIWIL1,0.0312,0.6751765764495741,67,585,0.0269,0.0133,0.9868289567495749,0.0002,
Pan-cancer (RAS-excluded),WDR12,0.0312,0.6365963568015184,67,585,-1.2407,-1.2918,0.9844353206659481,0.0002,
Pan-cancer (RAS-excluded),RSRP1,0.0312,0.705961328994905,67,585,0.0601,0.051,0.9886201045012537,0.0002,
Pan-cancer (RAS-excluded),PNCK,0.0312,0.9666832729793191,67,585,0.0964,0.0909,0.9979043044209654,0.0,
Pan-cancer (RAS-excluded),TTC39B,0.0312,0.5814919089250885,67,585,0.1014,0.102,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),PDXDC1,0.0312,0.9317914575109857,67,585,-0.2022,-0.203,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),KCTD11,0.0312,0.607568937126014,67,585,-0.0313,-0.0464,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),IST1,0.0313,0.9584972983478726,67,585,-0.1819,-0.1812,0.9975894567911703,0.0,
Pan-cancer (RAS-excluded),GRK6,0.0313,0.9879810918804296,67,585,-0.074,-0.0742,0.9990578414908797,0.0,
Pan-cancer (RAS-excluded),JPT1,0.0313,0.5522815607564865,67,585,-0.1406,-0.1514,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),RNF166,0.0313,0.5100824842250189,67,585,0.0735,0.0482,0.9793104017325637,0.0003,
Pan-cancer (RAS-excluded),AADAT,0.0313,0.4104828512807488,67,585,-0.0208,-0.0269,0.9651016409936232,0.0005,
Pan-cancer (RAS-excluded),ARK2C,0.0313,0.6056549257270922,67,585,0.1139,0.1079,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),RABL2A,0.0313,0.7567938071515764,61,552,-0.3157,-0.329,0.9914128545815925,0.0001,
Pan-cancer (RAS-excluded),TAL2,0.0314,0.7747121489206381,67,585,0.0428,0.0427,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),ZNF518B,0.0314,0.8180382064789227,67,585,0.0939,0.0856,0.993716081591597,0.0001,
Pan-cancer (RAS-excluded),LHB,0.0314,0.8442053618859343,67,585,0.0003,0.0064,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),NUDT17,0.0314,0.8159106190941591,67,585,-0.2169,-0.2098,0.9935679037459302,0.0001,
Pan-cancer (RAS-excluded),PHF19,0.0314,0.5381774733740589,67,585,-0.013,-0.0133,0.9807777933814419,0.0003,
Pan-cancer (RAS-excluded),ALOXE3,0.0314,0.8212320973869573,67,585,-0.0962,-0.0942,0.9944547156000131,0.0001,
Pan-cancer (RAS-excluded),ELL2,0.0314,0.8678507214973499,67,585,-0.0614,-0.0548,0.9951664807975446,0.0001,
Pan-cancer (RAS-excluded),METTL18,0.0314,0.7789106896364575,67,585,0.1134,0.1133,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),ELP3,0.0314,0.7090165012926759,67,585,-0.9443,-0.9765,0.9886359968543719,0.0002,
Pan-cancer (RAS-excluded),ZSCAN21,0.0314,0.7553812628579362,67,585,-0.0485,-0.0569,0.9914128545815925,0.0001,
Pan-cancer (RAS-excluded),KRTAP3-3,0.0314,0.5531117867320162,61,552,0.0138,0.0099,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),ACAN,0.0315,0.7069791961735385,67,585,-0.0037,-0.0039,0.9886201045012537,0.0002,
Pan-cancer (RAS-excluded),CHST9,0.0315,0.7741877914415128,67,585,0.1115,0.0975,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),RNASEK,0.0315,0.7152116197359066,23,134,-0.4407,-0.5563,0.9889032237015041,0.0002,
Pan-cancer (RAS-excluded),KCNK3,0.0315,0.7663349152576651,67,585,0.12,0.11,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),DNAAF3,0.0315,0.6806897347894801,67,585,0.0632,0.0625,0.9871157749630539,0.0002,
Pan-cancer (RAS-excluded),SMAD3,0.0315,0.7444765711044868,67,585,-0.0355,-0.0364,0.9889032237015041,0.0002,
Pan-cancer (RAS-excluded),TRIM14,0.0315,0.8581620721903627,67,585,-0.118,-0.1057,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),NSUN3,0.0315,0.6166971004164642,67,585,-0.0945,-0.1003,0.9826185942755306,0.0002,
Pan-cancer (RAS-excluded),ZC3HAV1,0.0316,0.8948635209113776,67,585,-0.1169,-0.1206,0.9965096133065402,0.0,
Pan-cancer (RAS-excluded),TNIP3,0.0316,0.8807996113676839,67,585,-0.045,-0.0483,0.9958888902424653,0.0001,
Pan-cancer (RAS-excluded),STRAP,0.0316,0.6297710032659504,67,585,-0.8655,-0.9255,0.9839588188603887,0.0002,
Pan-cancer (RAS-excluded),ELMO1,0.0316,0.7757611719753911,67,585,-0.0609,-0.0548,0.9919488452605149,0.0001,
Pan-cancer (RAS-excluded),MAN2A1,0.0316,0.916563448584195,67,585,0.0862,0.074,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),MTTP,0.0316,0.871623979751572,67,585,0.0347,0.0429,0.9951664807975446,0.0001,
Pan-cancer (RAS-excluded),KHDRBS3,0.0316,0.9198242096435948,67,585,0.0078,0.0184,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),HERC4,0.0316,0.6454172683552319,67,585,0.0168,0.0067,0.9851360850459383,0.0002,
Pan-cancer (RAS-excluded),PCGF3,0.0316,0.9759649107931831,67,585,-0.024,-0.0025,0.9983658360500032,0.0,
Pan-cancer (RAS-excluded),ZBTB9,0.0316,0.7491438846436925,67,585,-0.1491,-0.1436,0.9899697100409796,0.0001,
Pan-cancer (RAS-excluded),LYN,0.0316,0.8506411210836446,67,585,0.0575,0.0614,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),SLC1A5,0.0317,0.8399205986685768,67,585,-0.1573,-0.1565,0.9949424194863865,0.0001,
Pan-cancer (RAS-excluded),SNRPD2,0.0317,0.8201671349620726,67,585,-2.4655,-2.45,0.9942142304627449,0.0001,
Pan-cancer (RAS-excluded),ZDHHC24,0.0317,0.5670283849839052,67,585,-0.049,-0.0893,0.9823944221865751,0.0002,
Pan-cancer (RAS-excluded),IGFALS,0.0317,0.9503156978573044,67,585,-0.0898,-0.0825,0.9975610407095122,0.0,
Pan-cancer (RAS-excluded),TMX4,0.0317,0.3905335779815745,67,585,0.114,0.1014,0.9601966365350418,0.0006,
