dep_gene,n_double,n_a_only,n_b_only,n_wt,mean_double,mean_a_only,mean_b_only,mean_wt,d_main_a,d_main_b,p_main_a,p_main_b,interaction_d,interaction_delta,p_interaction,p_kruskal,classification,from_atlas_a,from_atlas_b,fdr_interaction,fdr_classification
EFCAB5,80,738,14,354,-0.11939368889788841,-0.09647121667406154,-0.06615596448343526,-0.09472537740090256,-0.0362,-0.111,0.9426583662174425,0.4357506968695559,-0.3188,-0.0515,0.3554207084007879,0.8330769280907931,additive,False,True,0.820629,additive
LAPTM4B,80,738,14,354,-0.09315178819701096,-0.07505273668837795,-0.01907005124281293,-0.07426930051450198,-0.0257,-0.0404,0.5620906173425385,0.9520777176996554,-0.4287,-0.0733,0.3724844244070018,0.19794168797687603,additive,False,True,0.820629,additive
NBL1,80,738,14,354,-0.183855626941273,-0.16206262696851637,-0.11999591692645142,-0.15286159889123127,-0.1027,-0.1246,0.0676449754552255,0.5859967373336608,-0.3825,-0.0547,0.37748929970975187,0.17271837379351412,additive,False,True,0.820629,additive
ELMOD3,80,738,14,354,-0.268157050440058,-0.25347496343933457,-0.2156475347097718,-0.2509893504419533,-0.0356,-0.0519,0.3017187342690446,0.5799665721650302,-0.372,-0.05,0.40588851778573587,0.5226919540972392,additive,False,True,0.822627,additive
GSTA5,80,738,14,354,-0.0339968892753786,-0.04197947404751771,-5.305224435127484e-05,-0.03270468434427168,-0.0801,0.0825,0.3574506074781568,0.5842708667553563,-0.158,-0.0247,0.43007279406622145,0.6615453772934101,additive,False,True,0.822627,additive
MEDAG,80,738,14,354,-0.03837816006186186,-0.02496727683306475,-0.03787100154307897,-0.026440733493065267,0.0055,-0.1185,0.6698517621773579,0.5696973833891785,-0.018,-0.002,0.44189094112621474,0.8321101597108511,additive,False,True,0.822627,additive
DAPK3,80,738,14,354,0.009393018849284321,0.024097774692739937,-0.06961737435467429,0.004251982100270264,0.1456,-0.1372,0.033162698468776924,0.19979376408176686,0.4248,0.0592,0.4442184067825281,0.03602424015838821,additive,False,True,0.822627,additive
SOCS7,80,738,14,354,-0.049800744650856814,-0.03582683125423274,-0.03602645602897632,-0.024763687124520706,-0.0864,-0.1116,0.14526857793248263,0.4868778042134184,-0.0259,-0.0027,0.4763161124412275,0.44473025231554775,additive,False,True,0.850564,additive
SHARPIN,80,738,14,354,-0.1650787139119398,-0.15995991357573144,-0.13900176242209175,-0.1859107219555648,0.1357,0.0411,0.002176015219386769,0.7023989707102691,-0.3082,-0.052,0.50119974219311,0.007738419072292852,additive,False,True,0.864137,additive
SEC62,80,738,14,354,-0.3458312654938466,-0.32857876898323574,-0.3484982313721711,-0.3391850891996578,0.0406,-0.0622,0.6313247997240453,0.5756772031810977,-0.0344,-0.0079,0.541559413009127,0.889791202745692,additive,False,True,0.902599,additive
TMBIM4,80,738,14,354,-0.0844553499825074,-0.10059912321256495,-0.13347529592427632,-0.07924279621447457,-0.1039,0.0112,0.04166715157297955,0.5467053843772811,0.4077,0.0704,0.5774467635147477,0.03314522423590244,additive,False,True,0.920103,additive
RBM24,80,738,14,354,0.050248643508120305,0.05679376889210436,0.04238701263801804,0.06693982332555685,-0.0785,-0.0877,0.3164479668283475,0.48080283776352817,0.1445,0.018,0.5888657919255637,0.7123529473737809,additive,False,True,0.920103,additive
MACO1,80,738,14,354,-0.06820056255008827,-0.07259716057558839,0.0064575352118978555,-0.055365522133229976,-0.1628,0.0842,0.08577065542827193,0.3066432979245527,-0.4276,-0.0574,0.6407936433094199,0.1024600433694896,additive,False,True,0.921354,additive
KBTBD6,80,738,14,354,-0.009268678264413724,-0.005452802845795401,-0.016221079256467645,0.018787646933562944,-0.1856,-0.101,0.0003333120920780727,0.8902982101113336,0.2446,0.0312,0.6506295288767405,0.003956092256864155,additive,False,True,0.921354,additive
UBALD2,80,738,14,354,-0.12589865100926337,-0.12294845818072818,-0.2202114707681646,-0.14319463807812388,0.1262,-0.0574,0.04745482576076159,0.3743865331666797,0.4433,0.0741,0.6527452341635469,0.08523771010573111,additive,False,True,0.921354,additive
TMEM177,80,738,14,354,-0.05548164946247182,-0.055280500439694846,-0.014085912422578301,-0.07060113226548538,0.1109,0.0921,0.17018797548391051,0.21680618736859725,-0.4686,-0.0567,0.6679887533878341,0.15939677285687714,additive,False,True,0.921354,additive
SEMA3D,80,738,14,354,0.04289908847718271,0.04025519689592449,0.06055389552332707,0.04531663027161318,-0.042,0.0284,0.24922273432161102,0.8194060351131895,-0.1209,-0.0126,0.683011221454619,0.6927163825712404,additive,False,True,0.921354,additive
ZNF687,80,738,14,354,-0.3429315018826114,-0.3530007006962268,-0.38335926523182356,-0.3423394009622304,-0.0492,0.0036,0.541634457664523,0.8125822057151579,0.3074,0.0511,0.7236754077892078,0.5981214371401962,additive,False,True,0.921354,additive
F2RL3,80,738,14,354,0.09061772788835369,0.08951745004926943,0.06954403626254053,0.10644290680015135,-0.1195,-0.0583,0.021920523430680214,0.5739656609365803,0.2869,0.038,0.7372892263161546,0.05396877183288642,additive,False,True,0.921354,additive
ABCB5,80,738,14,354,-0.028173022728499298,-0.03136591531094967,-0.0378991751028858,-0.024210318160086536,-0.0494,-0.0045,0.172482695635513,0.9044524534086243,0.1357,0.0169,0.760658176696986,0.5066944265783979,additive,False,True,0.921354,additive
