dep_gene,n_double,n_a_only,n_b_only,n_wt,mean_double,mean_a_only,mean_b_only,mean_wt,d_main_a,d_main_b,p_main_a,p_main_b,interaction_d,interaction_delta,p_interaction,p_kruskal,classification,from_atlas_a,from_atlas_b,fdr_interaction,fdr_classification
VPS4A,37,88,109,952,-0.29379244001306914,-0.45089874601239455,-0.4386817816378631,-0.4372880472915247,0.0876,0.0967,0.2881799188399351,0.4937051487175729,0.4921,0.1585,0.0035366027187458235,0.03629041044444483,antagonistic,True,False,0.029676,antagonistic
LIAS,37,88,109,952,-0.5390555351699874,-0.42497802796059286,-0.3396170694635786,-0.37292094243573226,-0.2869,-0.0411,0.006659177733017744,0.9074599264900902,-0.4503,-0.1474,0.0035970865617261155,0.004679786331335469,synergistic,False,True,0.029676,synergistic
GCFC2,37,88,109,952,0.013105826220076337,-0.04122657329382782,-0.08581795851855296,-0.06262755485620955,0.2772,0.0005,0.005431900689424302,0.967377259784301,0.4091,0.0775,0.004586397306696741,0.0041025979707920756,antagonistic,False,True,0.034927,antagonistic
ACR,37,88,109,952,-0.29310143587354975,-0.2235985598197858,-0.18446255038118708,-0.18319978032796316,-0.4249,-0.176,0.0005319764781794976,0.15611244576739214,-0.5064,-0.0682,0.006510044198495879,0.00156837146267243,synergistic,False,True,0.045436,synergistic
CD163L1,37,88,109,952,0.10716384865231669,0.1336257902094558,0.18349628759026002,0.14888246267613092,-0.2358,0.1463,0.03042177942832278,0.07596241253864318,-0.5054,-0.0611,0.006884240073913613,0.0009573346247413364,synergistic,True,False,0.045436,synergistic
YIPF1,37,88,109,952,0.07386494386066035,0.035223498886952496,0.035600905507323116,0.030696131616844056,0.1657,0.1524,0.10857260025073939,0.03893299202223775,0.326,0.0337,0.008648744949489364,0.021069497034880202,antagonistic,False,True,0.053514,additive
INPP4A,37,88,109,952,-0.2306884937122053,-0.12067473616034065,-0.09299993354067579,-0.09547995827731243,-0.3534,-0.1837,0.04007120357102367,0.048756708679445794,-0.3753,-0.1125,0.012562330205096098,0.020543026514370837,synergistic,False,True,0.073157,additive
SLC25A19,37,88,109,952,-0.38191764484227364,-0.28883079423520397,-0.23160482292772822,-0.2379878716368857,-0.3405,-0.1175,0.00040342567244572335,0.1531222382308978,-0.4108,-0.0995,0.014039959252652731,0.002286966526129886,synergistic,False,True,0.07722,additive
TWIST1,37,88,109,952,0.16202044794075451,0.11938680484951224,0.07668549794165254,0.1152276216896881,0.1243,-0.1035,0.07454186393958477,0.16068053249329206,0.4599,0.0812,0.020851373431719333,0.010333095871981819,antagonistic,False,True,0.108647,additive
MCM3,37,88,109,952,-1.114868359186928,-0.9711541089193454,-0.9656690692925389,-0.9617345796154425,-0.1769,-0.1405,0.2209853162166796,0.25188313173764065,-0.4557,-0.1398,0.028796237236923608,0.1442011375620001,synergistic,True,False,0.142541,additive
TRDN,37,88,109,952,0.16434206681318927,0.10941681481703086,0.11234515534933354,0.10382937708115074,0.1823,0.1845,0.04499532037618943,0.11647733307208943,0.3655,0.0464,0.033775529813679726,0.05232983660020629,antagonistic,True,False,0.159227,additive
RPL6,14,31,37,273,-2.8491516977640736,-2.6373381711149464,-2.395323426037831,-2.3870324130247504,-0.6252,-0.209,0.0007972738625974221,0.3002796920941314,-0.4317,-0.2035,0.04264081443251837,0.006183230731012368,synergistic,False,True,0.191884,additive
ADAMTS7,14,31,37,273,0.21393425712841746,0.17132640936203064,0.1357230361473849,0.12842054708218148,0.386,0.1692,0.004478604084337163,0.2615100923168797,0.3101,0.0353,0.04522407581235994,0.02872865101428692,antagonistic,False,True,0.19466,additive
RIC8A,37,88,109,952,-0.15743580894251105,-0.10655171866713826,0.006896715988655828,-0.024648036837948015,-0.3286,-0.0103,0.00014527234875219642,0.7532089204557444,-0.3642,-0.0824,0.050466053555480145,0.0014494585945944948,additive,True,False,0.206968,additive
UBC,14,31,37,271,-0.17857907313901492,-0.2796305350214569,-0.47052401051752213,-0.40859573473169686,0.4375,0.0128,0.003766128052172348,0.9320198863234408,0.3993,0.163,0.05226471490201516,0.015728832798899,additive,False,True,0.206968,additive
NANOG,14,31,37,273,0.1728808229564218,0.23976086135851216,0.24886745430731785,0.2390122816871771,-0.1018,-0.0531,0.24399268107669136,0.39447960029507256,-0.321,-0.0767,0.0569132433127094,0.20805396627279013,additive,True,False,0.216708,additive
YWHAZ,14,31,37,273,-0.8501561714821889,-0.7733985523840539,-0.6289367613821836,-0.6379157305642998,-0.5008,-0.1169,0.0003551277890085465,0.4280447907670677,-0.2293,-0.0857,0.06190073686311699,0.0032517354747332887,additive,False,True,0.224446,additive
PKD1L2,14,31,31,240,0.2681381887779825,0.3271486112707952,0.3338704952833641,0.3556001042626646,-0.2927,-0.2567,0.07204183412471996,0.06637945983614459,-0.3212,-0.0373,0.06347963287590627,0.07473943017630717,additive,False,True,0.224446,additive
TNFRSF11B,37,88,109,952,0.153805914116938,0.12146680499018875,0.11511728816022117,0.12439157008074955,0.0754,0.0077,0.254409441971843,0.8371644487362208,0.3427,0.0416,0.06740777319694792,0.2852845562882459,additive,False,True,0.230116,additive
TRIT1,37,88,109,952,-0.42952546384227863,-0.3360835079390767,-0.2545711802770207,-0.2737557008668686,-0.3094,-0.0666,0.008216992368250705,0.9043932319626684,-0.3229,-0.1126,0.07357563238697166,0.03618637911650214,additive,True,False,0.234967,additive
DDX39B,37,88,109,952,-0.8069179201094375,-0.7373409152952458,-0.5954904479897607,-0.6758711277144468,-0.2284,0.0807,0.18702210770109295,0.2909716187511586,-0.3546,-0.15,0.07357563238697166,0.07616211746277242,additive,True,False,0.234967,additive
