,B_cell,CD4_T_naive,CD8_T,Dendritic_cell,Endothelial,Epithelial,Fibroblast,Goblet,ILC3,Inflammatory_Mac,Macrophage,Monocyte,Myofibroblast,NK,Paneth,Plasma,Th1,Th17,Treg,pDC
ABCC2,0.00083778123,0.0004876033,0.0,0.0,0.0,0.032887723,0.0033887087,0.00033914193,0.0,0.0019332746,0.0003778262,0.00016392281,0.0,0.000998005,0.00079698255,0.0016371842,0.0,0.0008256887,0.0011570186,0.0011852524
DNMBP,0.029044867,0.004857816,0.011821954,0.022920242,0.051919702,0.06882412,0.04162665,0.070194945,0.0413714,0.03229243,0.040498503,0.025972333,0.012169496,0.00816394,0.037516415,0.006940098,0.0045284117,0.004156173,0.0074170963,0.013810434
DNMBP-AS1,0.004752444,0.003730209,0.0046619014,0.0045090346,0.005244816,0.014744974,0.0012373774,0.0040899646,0.0038783841,0.0044300845,0.04191899,0.0037607742,0.0028067513,0.0040958687,0.012327133,0.0023759087,0.0044572083,0.003970933,0.001152898,0.004957065
ERLIN1,0.0096997395,0.016761145,0.0141932955,0.015063369,0.07728988,0.070665285,0.04892436,0.06336512,0.015073061,0.032704525,0.040693257,0.029915899,0.02182839,0.013143126,0.03225163,0.0066243387,0.017376652,0.011048859,0.027112177,0.025208386
CHUK,0.01867392,0.020789756,0.02223978,0.018091591,0.037204925,0.03066076,0.038704958,0.026365556,0.02638563,0.039412446,0.04559199,0.051529422,0.025717193,0.027935082,0.02628083,0.012197203,0.02412691,0.02778649,0.03839245,0.026728358
RP11-316M21.7,0.00011893479,0.00042628022,0.0,0.0,0.0021387169,0.0,0.0,0.0,0.0,0.0,0.0007462787,0.0,0.002171921,0.0005565691,0.0010125345,0.00029761792,0.0,0.0,0.00052986003,0.0
RP11-316M21.6,0.00012947456,0.00021477563,0.0,0.0,0.0,0.0006136594,0.0,0.0012275683,0.0,0.0024233426,0.0,0.0,0.0,6.937007e-05,0.0,0.000102242186,0.0,0.0,0.00030543248,0.0
CWF19L1,0.045863014,0.03936384,0.036621854,0.032476347,0.05772616,0.030718347,0.03875679,0.03387996,0.024907654,0.03410447,0.02181252,0.04128965,0.022796936,0.041862443,0.029705321,0.016317036,0.035904273,0.041174717,0.041595146,0.03937236
BLOC1S2,0.39752188,0.18352483,0.2291229,0.3499882,0.18025987,0.12944238,0.12252195,0.14429896,0.20930104,0.23650607,0.2808392,0.32722095,0.16445045,0.2214153,0.28228098,0.08692289,0.20718017,0.20820819,0.2537902,0.25899112
PKD2L1,0.0,0.0,0.0,0.0,0.00071741483,0.0,0.0,0.0,0.0,0.0011553513,0.020836279,0.004627694,0.0,4.126531e-05,0.005510038,0.00015510229,0.0,0.0,0.0,0.0
SCD,0.0021313573,0.0015340969,0.008729491,0.0056011835,0.018703029,0.083354704,0.047715273,0.033129793,0.006984288,0.016398858,0.043561272,0.0024620807,0.002412661,0.0025102112,0.01892232,0.0017872264,0.0032460273,0.005291895,0.0065667545,0.0074745393
OLMALINC,0.0033412694,0.0023280696,0.0032911152,0.0,0.008747067,0.008873338,0.0050794375,0.007753372,0.0030703724,0.0006461685,0.002099724,0.00054456206,0.0015803382,0.0023325894,0.0025372365,0.0036436215,0.0038830037,0.0,0.0022238516,0.0008908875
SEC31B,0.010425545,0.014683298,0.025883146,0.011426708,0.016030772,0.009447169,0.01471036,0.017343117,0.024816034,0.008206433,0.019297598,0.016214807,0.014105931,0.014925678,0.014014906,0.007990816,0.015277096,0.016919171,0.019936347,0.024834495
NDUFB8,0.32295433,0.41444018,0.5066844,0.3697899,0.5358547,0.8880883,0.50437087,0.5936929,0.38902992,0.41864583,0.53371173,0.4752561,0.5492854,0.43541434,0.4493933,0.3376412,0.45618063,0.40537825,0.49212977,0.5099813
HIF1AN,0.042339798,0.044134438,0.050412923,0.021167867,0.05234167,0.035102215,0.06233098,0.039784275,0.040558252,0.03543022,0.040079884,0.05515409,0.06358617,0.048217673,0.03627184,0.023557518,0.049390964,0.038021784,0.045349553,0.053130068
RP11-179B2.2,0.0059480853,0.0068028094,0.0075538894,0.003754069,0.011113678,0.006420715,0.008468039,0.007690205,0.009188174,0.002424752,0.002513295,0.0032774524,0.016107956,0.0066292584,0.0051097195,0.0020500198,0.008268906,0.0024049804,0.006063135,0.0041044233
SLF2,0.054692335,0.05251041,0.055595558,0.058996227,0.09985997,0.048782427,0.10875732,0.059883874,0.03951332,0.037674498,0.06627254,0.074571356,0.060973123,0.059103426,0.056930147,0.01853169,0.054851852,0.049870715,0.065212704,0.06785647
MRPL43,0.16750605,0.20462908,0.21679033,0.17319256,0.21765958,0.2635689,0.25717705,0.25682703,0.15192132,0.16171691,0.18046388,0.19943002,0.25544336,0.1899766,0.19612011,0.1541312,0.15777415,0.12940976,0.19635864,0.21037881
SEMA4G,0.00027080296,0.00054016546,0.0,0.0,0.00064754434,0.083159916,0.0021504047,0.027039142,0.0031663748,0.0,0.0013310898,0.00033080453,0.0,0.0003635525,0.0030144977,0.00037070567,0.0007526011,0.0013946877,0.0017464487,0.0
C10ORF2,0.0145676695,0.013787644,0.008124637,0.005670453,0.011327761,0.007818848,0.007717772,0.005623633,0.011339747,0.004309531,0.0030680853,0.00587642,0.003660742,0.007279304,0.004944012,0.0016581021,0.005045612,0.003710208,0.005301021,0.008374364
LZTS2,0.013507082,0.0122141875,0.011284491,0.0049319435,0.050156392,0.025298756,0.04993304,0.0246499,0.010237969,0.0072013075,0.017200243,0.00478507,0.03187961,0.013425491,0.0083357105,0.0054721003,0.008636143,0.0075533143,0.0069547133,0.0123781115
PDZD7,0.0027228212,0.0049476395,0.007225756,0.005014898,0.0036553142,0.042569365,0.005634386,0.004643993,0.006137545,0.005954453,0.009547069,0.0022983146,0.006802855,0.004314438,0.0034112795,0.00921659,0.006846215,0.0035096148,0.0046758037,0.0064669745
SFXN3,0.008555232,0.025971819,0.044390358,0.015778188,0.09140077,0.07740424,0.09648458,0.047842383,0.044715483,0.034065574,0.055067897,0.046137504,0.040961023,0.03893801,0.02919225,0.013615748,0.03945449,0.02869834,0.025084838,0.035074282
RP11-108L7.15,0.0004970295,0.00017099878,0.0007881749,0.0025778173,0.0010241927,0.005753837,0.0016439387,0.006463083,0.0018607905,0.0,0.00069207355,0.0,0.0,0.00066036993,0.0009321996,0.00038465307,0.00067502,0.0020685047,0.00014311356,0.0
KAZALD1,9.3479124e-05,0.0,0.0,0.0,0.007006307,0.060000487,0.012381084,0.05505016,0.0,0.0,0.0,0.0013491316,0.01330913,0.0,0.002477047,0.00012873675,0.0,0.0,0.0,0.0
TLX1,0.0,0.0,0.0,0.0,0.0,0.0017694716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012428986,0.0,0.0
RP11-107I14.4,0.0008945803,0.00094054313,0.00063011365,0.0,0.0018652573,0.0009597491,0.002019282,0.0025700065,0.0,0.0,0.0,0.001760721,0.0033530486,0.0011010787,0.00045128085,0.00055157504,0.0024933615,0.0,0.0011573118,0.0
BTRC,0.008542166,0.014390775,0.016530667,0.0070973528,0.0350061,0.022357423,0.037544765,0.015325207,0.015311654,0.010635397,0.016117286,0.012343317,0.022684043,0.015154162,0.010929871,0.007470914,0.010154872,0.010484923,0.012750382,0.011461575
DPCD,0.0026605898,0.0032450713,0.0049927398,0.016438821,0.057640217,0.06496852,0.08557311,0.052239135,0.006780954,0.031337567,0.024503894,0.032507777,0.051487014,0.0039015103,0.027388712,0.029754717,0.0044268733,0.004827071,0.0051102876,0.0047432063
POLL,0.03939228,0.048056368,0.04654572,0.034566827,0.041439,0.046552088,0.04486814,0.05764111,0.048610035,0.029314075,0.031297628,0.052091483,0.048447084,0.044061303,0.03865687,0.025600567,0.037611708,0.040601473,0.03450175,0.034723356
FBXW4,0.031723216,0.034420423,0.046036873,0.030917482,0.04647908,0.045248486,0.039046872,0.055263374,0.031427965,0.016433217,0.026509434,0.023792814,0.04888067,0.040428415,0.03432881,0.020766895,0.029221011,0.032554016,0.032385245,0.03580503
NPM3,0.05043836,0.10670844,0.061035205,0.085426524,0.090445496,0.11650434,0.17096575,0.11056058,0.07434211,0.09836404,0.12861875,0.05661136,0.09510767,0.06680031,0.120613985,0.06411188,0.049789615,0.048193924,0.07505731,0.08974687
MGEA5,0.40183833,0.29976416,0.40564612,0.281245,0.38458294,0.23813984,0.30844504,0.27415997,0.34476784,0.21657538,0.19724537,0.26842356,0.33628672,0.3566835,0.25135505,0.17826249,0.33974847,0.3439682,0.4162129,0.3160173
KCNIP2-AS1,0.00015597859,0.0005062271,0.0013887833,0.0,0.0,0.0011016263,0.0,0.00027922267,0.0,0.0,0.00083334325,0.0,0.0015442797,0.00028634962,0.0,9.42073e-05,0.0,0.0011274386,0.0010307813,0.0
KCNIP2,0.008448039,0.00054605165,0.0,0.0025612523,0.002137831,0.0014771577,0.0021587387,0.0009350837,0.0,0.0029265925,0.0013280653,0.0022177284,0.0,0.00044080993,0.0008931576,0.0013205319,0.0,0.0,0.0,0.0
C10ORF76,0.04826192,0.024187677,0.033362653,0.03217556,0.04642159,0.03520427,0.027355237,0.030021945,0.06799947,0.021393428,0.05219593,0.04532742,0.028503837,0.029685564,0.04253886,0.017500773,0.034911327,0.034142565,0.03408413,0.032872345
HPS6,0.016963316,0.021769015,0.035162143,0.009112484,0.017824268,0.023199163,0.008506245,0.014676943,0.0035880553,0.004586171,0.015641365,0.028671674,0.015492661,0.026277103,0.01290003,0.005245185,0.0122123305,0.010682861,0.015736979,0.03288891
LDB1,0.013434679,0.016359232,0.016134685,0.011418657,0.024448462,0.0117953755,0.020153236,0.0076257926,0.02272816,0.011141069,0.018458541,0.018826276,0.018112754,0.017135182,0.01609401,0.005751035,0.015338647,0.014952585,0.020625355,0.016384061
PPRC1,0.018235983,0.014261751,0.012886092,0.024378037,0.03450387,0.044465527,0.036895312,0.052061886,0.012777701,0.032968793,0.01966735,0.017013624,0.017451666,0.013438265,0.029607328,0.0098342495,0.012829863,0.017211447,0.011433216,0.019372322
NOLC1,0.07616354,0.08366001,0.08788445,0.11829435,0.13850537,0.14694759,0.13862352,0.119751304,0.09259968,0.09787,0.080806315,0.059831828,0.08999154,0.08050356,0.08643956,0.05685395,0.07249611,0.08012232,0.089364424,0.090798914
ELOVL3,0.0,6.185473e-05,0.0,0.0,0.0021804469,0.0,0.0052656573,0.0,0.0,0.0,0.0025526034,0.0015808848,0.0,0.00042006752,0.0010140947,0.00042777142,0.0,0.0,0.0,0.0013173993
GBF1,0.017846368,0.021816066,0.029735291,0.026273567,0.050081898,0.0520652,0.042297456,0.044204544,0.034321077,0.008228553,0.025818488,0.02720243,0.047766775,0.025547719,0.019042222,0.024031183,0.019552052,0.017777927,0.02162323,0.024387809
NFKB2,0.18093961,0.123620324,0.12469939,0.17502183,0.13550009,0.10700221,0.09792785,0.15451623,0.28542218,0.21804126,0.13329776,0.0909142,0.114471324,0.15941902,0.16883346,0.10704159,0.25240245,0.3037245,0.1856975,0.16158137
PSD,0.0002834301,0.0027701193,0.00060664717,0.00068357156,0.002307218,0.0012453933,0.01734631,0.0021154676,0.005561161,0.0,0.0,0.00015508107,0.0066282633,0.0020857626,0.001557769,0.0012159321,0.0,0.0024285729,0.0048642447,0.0012928258
FBXL15,0.09544126,0.14077792,0.12737982,0.0956673,0.19408289,0.25005582,0.115716614,0.17800547,0.12728372,0.13499393,0.14953272,0.21349412,0.13158722,0.13471577,0.13036926,0.10713963,0.12099755,0.104959406,0.12879366,0.1710827
CUEDC2,0.11933288,0.113296874,0.12448144,0.13176228,0.25743967,0.15273611,0.28915033,0.15640146,0.12666297,0.14271675,0.19570597,0.19262968,0.21756862,0.12536994,0.17143266,0.11583537,0.1345847,0.11191954,0.1321929,0.16191702
C10ORF95,0.017279586,0.017882148,0.01336675,0.019310234,0.007994777,0.015115065,0.002378481,0.022278912,0.014847693,0.012145027,0.014173607,0.0064879796,0.0071075927,0.017661177,0.012780091,0.006539796,0.015971564,0.023857545,0.011060702,0.01577174
MFSD13A,0.007986646,0.014379951,0.018971853,0.00908554,0.028977491,0.025220715,0.011669061,0.013738078,0.007253673,0.020532206,0.03383665,0.017047208,0.0073201824,0.0122747915,0.0186016,0.0046313033,0.009082859,0.008948743,0.015533508,0.01461371
ACTR1A,0.05490327,0.061775688,0.09748434,0.09428375,0.1753514,0.10057625,0.1513854,0.08708549,0.076008536,0.111251235,0.13701609,0.13867298,0.10587495,0.08496265,0.10460674,0.048338804,0.07312563,0.08314589,0.071743116,0.07928675
RP11-18I14.11,0.0004930998,0.0008818644,0.0,0.0,0.00028145933,0.00020184045,0.00080297317,0.0,0.0,0.0,0.0,0.0011584712,0.0,0.000372575,0.002380766,3.2109885e-05,0.0,0.0,0.0,0.0
SUFU,0.0066867834,0.011542033,0.00966942,0.01834131,0.031077106,0.011164041,0.026210189,0.018159823,0.017317856,0.008603806,0.024229959,0.017948484,0.007827972,0.012418826,0.0305527,0.006322796,0.016823946,0.016904961,0.008940281,0.022826705
RP11-47A8.5,0.0023091831,0.0037055572,0.0006283271,0.003792198,0.0063362303,0.005636892,0.0078076255,0.0036136368,0.0031601577,0.004824709,0.010660966,0.020572128,0.0024382186,0.0039955913,0.0075706965,0.0026545788,0.0064639067,0.0030424115,0.004062497,0.004542474
TRIM8,0.03767856,0.041046437,0.04740379,0.0461263,0.11196512,0.057593223,0.13551931,0.06684091,0.020514524,0.028168488,0.06729575,0.13424577,0.051329147,0.03961037,0.05613029,0.02585253,0.02224741,0.015203004,0.033415332,0.061081465
ARL3,0.027541192,0.059985552,0.049689192,0.055553045,0.17643282,0.117491655,0.27889976,0.14547326,0.08299633,0.07092357,0.07461964,0.080673255,0.19942132,0.060095243,0.06657518,0.062697,0.081232205,0.09185059,0.06238336,0.06801269
SFXN2,0.009076819,0.010076212,0.00931691,0.0066254325,0.0064975563,0.028611718,0.014251966,0.023633003,0.0045323833,0.0027487364,0.00904485,0.0023359424,0.0036713278,0.0080361655,0.00956779,0.010806439,0.013737477,0.011601851,0.010979995,0.0076651066
WBP1L,0.029737094,0.033881698,0.03455394,0.02314382,0.094196245,0.021260107,0.104545444,0.027021997,0.035931755,0.029043896,0.07619332,0.10096406,0.04854141,0.041745476,0.058571044,0.012295497,0.02595022,0.025445791,0.032638945,0.049067635
CYP17A1,0.0015886739,0.0013542572,0.0007251791,0.0011630192,0.0030901772,0.0014491414,0.012970442,0.0036591347,0.0024767388,0.0014726431,0.0018445638,0.0011280576,0.009615442,0.0019813264,0.0016809823,0.00097472477,0.0013486353,0.0010658368,0.0020559109,0.0
CYP17A1-AS1,0.00016537218,0.00019964091,0.0016152575,0.0,0.00058439956,0.00073263154,0.0045383563,0.0,0.0024767388,0.0,0.00073487824,0.0004673109,0.0007224506,0.0007143257,0.0008702362,0.00043896088,0.0,0.0,0.0,0.0
RP11-753C18.12,0.0,0.0006451177,0.0,0.0010901933,0.0024277472,0.00061085226,0.0006796546,0.0,0.0029036112,0.0015224657,0.0015812102,0.0011089512,0.0,0.0007656595,0.0,0.00021591959,0.00096897455,0.0008593264,0.00046062298,0.0
BORCS7,0.1559088,0.15184484,0.15322739,0.1583627,0.30119395,0.21808188,0.24705525,0.19448736,0.17477989,0.13001291,0.1830023,0.21161725,0.18152429,0.1536914,0.16036041,0.06619836,0.14746794,0.15811932,0.15672913,0.1521404
RP11-724N1.1,0.00027845928,6.11659e-05,0.0,0.0,0.0,0.0,0.0006605131,0.0008037713,0.003470649,0.0,0.0,0.00030812644,0.0,0.0003191889,0.0,0.000362431,0.0,0.0,0.00086235604,0.0011312107
CNNM2,0.0052556056,0.0076732757,0.0071678055,0.017486496,0.017110564,0.016664084,0.017155772,0.004322086,0.011799733,0.0043698624,0.007468483,0.0090674795,0.04089798,0.010095329,0.012289467,0.009118973,0.0060340874,0.006673053,0.0068417056,0.0078719845
NT5C2,0.037494555,0.039062947,0.040060446,0.034799006,0.10631993,0.05699526,0.066672504,0.055715684,0.07044075,0.047130477,0.0857716,0.099632025,0.05085416,0.053841237,0.060419846,0.04040116,0.03859276,0.032735385,0.035257094,0.051478848
RPEL1,0.00013820165,0.00036500258,0.00072833855,0.00074099895,0.00057523965,0.00022019008,0.0,0.0,0.0,0.0,0.0009833671,0.00016409426,0.0,0.00032199026,0.0003562199,4.0677238e-05,0.0,0.0,0.0012841767,0.0
PCGF6,0.022215726,0.028643517,0.034023006,0.029605072,0.036052763,0.034221023,0.052953724,0.020214865,0.022933666,0.017329706,0.017646194,0.019534176,0.03344574,0.032420248,0.026960155,0.014194687,0.02157908,0.023900155,0.028365228,0.025078703
TAF5,0.013257925,0.01263111,0.020533413,0.01505914,0.009826424,0.01683726,0.011931409,0.013842988,0.009876108,0.0153109385,0.012183784,0.018461104,0.01606513,0.0145829925,0.009005849,0.0061148345,0.015949886,0.016248358,0.01873338,0.01565275
USMG5,0.47260737,0.6335002,0.73408204,0.7555187,0.84920925,1.7990881,0.70888597,1.1557248,0.60034645,0.9473773,1.0444273,0.76507735,0.8527918,0.6882634,0.90183496,0.57167697,0.66962856,0.74153286,0.7125194,0.78778017
PDCD11,0.0293852,0.03126414,0.032355275,0.025508834,0.0480826,0.04321479,0.034677852,0.027108608,0.029771078,0.015563072,0.027440984,0.032190204,0.0294945,0.03134206,0.03254964,0.009859732,0.025232807,0.016610522,0.030292757,0.03682799
CALHM2,0.016510455,0.035263054,0.0891916,0.021813584,0.14618312,0.0027929689,0.08244287,0.015962994,0.023948431,0.034442797,0.07513826,0.14437711,0.08284257,0.080913216,0.06938898,0.010089791,0.052125376,0.03382604,0.03886638,0.062378015
RP11-225H22.7,0.00033503788,8.5531945e-05,0.0,0.0,0.0,0.0005260671,0.00076077937,0.0,0.0,0.0,0.0,0.0,0.0019188176,0.00023723509,0.0,0.0,0.0,0.0,0.0,0.0
RP11-225H22.4,0.00077539525,0.00044181498,0.00052179024,0.0038352078,0.00033423564,0.0006436513,0.0029930416,0.0,0.0,0.0019818281,0.0,0.0010461062,0.0,0.0013479842,0.0012718481,0.0004073172,0.0,0.00149725,0.0,0.0
CALHM1,0.00020613657,0.00023213294,0.00080783764,0.0,0.0,0.00015148602,0.0010145499,0.0,0.0,0.0,0.0011895545,0.0,0.0,0.00026476977,0.00035887238,0.00014218598,0.0008309068,0.0026760793,0.0,0.0018147796
NEURL1,0.0042453576,0.007931352,0.0067492956,0.013777457,0.011728953,0.013959365,0.0024491549,0.17903772,0.008965798,0.010071089,0.05728828,0.037534323,0.01219289,0.0056605134,0.026478905,0.0030992948,0.013308437,0.004943034,0.008147044,0.021613665
SH3PXD2A,0.011002132,0.017726365,0.015193116,0.017490013,0.08650889,0.038612682,0.37078917,0.10543328,0.017592011,0.005873386,0.040430747,0.006857799,0.15138575,0.014452397,0.0271138,0.023631712,0.014275015,0.0272636,0.01866067,0.0394881
RP11-416N2.4,0.0004914482,0.00096758956,0.00070897996,0.0,0.0064411797,0.0032665026,0.0007910545,0.0119920615,0.0,0.0,0.008959209,0.0074919206,0.0,0.0011677849,0.0020366614,0.0011883483,0.0018328399,0.0,0.00051258353,0.0069261687
SH3PXD2A-AS1,0.0,0.00011062931,0.0,0.0,0.0025198213,0.00017828385,0.0,0.0,0.0,0.0,0.0,0.0,0.00078962324,8.008166e-05,0.0,0.0,0.0,0.0,0.0013659918,0.001673996
OBFC1,0.043098554,0.11135393,0.14669375,0.06684485,0.106265135,0.061852325,0.04328398,0.07525068,0.19683501,0.06217525,0.04767721,0.04692429,0.10287065,0.15139201,0.0722729,0.04191496,0.14169994,0.1615844,0.15670595,0.110816754
SLK,0.028678626,0.043060694,0.058794416,0.06418137,0.23607896,0.107325695,0.15968955,0.11039275,0.073881924,0.050533403,0.06237738,0.10857461,0.07371601,0.07359307,0.06931294,0.01996408,0.064867705,0.069067344,0.056720167,0.07414449
COL17A1,0.0003181566,0.00032437997,0.0,0.0,0.008659342,0.06349848,0.0,0.006066686,0.0,0.0,0.0,0.0,0.0004691406,0.00013927191,0.0,0.00014748507,0.0,0.0,0.0,0.0
SFR1,0.04157286,0.051007904,0.050382044,0.054914307,0.07299624,0.052231774,0.051630627,0.04347734,0.04727675,0.059302527,0.047136176,0.063273236,0.05230202,0.048335787,0.045751,0.023018306,0.04026169,0.047193706,0.03587361,0.043953348
CFAP43,0.0,7.1030685e-05,0.0,0.0,0.002803959,0.00075936754,0.0011673595,0.0008897955,0.0,0.0,0.0,0.0,0.0,5.4398162e-05,0.0,0.00017110631,0.0,0.0,0.0,0.0
GSTO1,0.24162959,0.26051864,0.2569865,0.3350868,0.687767,0.74987876,0.5421611,0.50911963,0.21949707,0.66917795,0.8470618,0.7856105,0.35232133,0.2628716,0.5601797,0.14964162,0.2589322,0.21839121,0.30437765,0.34647647
GSTO2,0.0026362375,0.003840404,0.0027630292,0.0039866455,0.010670169,0.13914119,0.006051579,0.11177996,0.005287066,0.008062135,0.001625202,0.0015695512,0.0025162473,0.0033038983,0.009634562,0.0038730614,0.004364258,0.0006716269,0.0039858385,0.00260884
ITPRIP,0.01751512,0.02242634,0.05159129,0.0126867,0.2075681,0.0072584585,0.08647812,0.026374541,0.034810144,0.04216696,0.045270223,0.03457764,0.05425772,0.03502658,0.040607948,0.011405348,0.028164275,0.024065621,0.03092172,0.023152778
CFAP58-AS1,0.00068342604,7.174319e-05,0.0,0.0017881085,0.0039133006,0.0,0.0,0.0,0.0,0.004032222,0.00488281,0.0011202315,0.0,0.0007914124,0.0014556397,0.0025732322,0.0,0.0015235831,0.0,0.0
CFAP58,0.0,7.7586745e-05,0.0,0.0,0.00038936472,0.0009091939,0.0015770709,0.0,0.0,0.0,0.0,0.0005953772,0.0,6.505996e-05,0.0,8.175241e-05,0.0,0.0,0.0,0.0
SORCS3,0.0002690627,0.0012925242,0.0,0.0,0.0,0.00015836854,0.001953958,0.0,0.0,0.0,0.0,0.00057099253,0.0,6.518759e-05,0.0,0.0,0.0,0.0,0.0,0.0
SORCS1,0.00027131222,0.001245831,0.0,0.0,0.0012010589,0.0008769898,0.10459998,0.0,0.039784223,0.0039101215,0.0013114433,0.00041804573,0.0067992904,0.002339379,0.0039079334,0.0011094486,0.0015233636,0.010724887,0.0,0.0
LINC01435,0.0006500064,0.00047591695,0.000764963,0.0026910307,0.0,0.00023034665,0.000863297,0.0,0.0,0.0,0.0008656166,0.0,0.0,0.00068081496,0.0,0.0003062589,0.0,0.0,0.0006914026,0.0
XPNPEP1,0.03139534,0.03470989,0.051253267,0.06580705,0.1344976,0.18238573,0.113669604,0.15949723,0.047297765,0.04598601,0.06697805,0.052418448,0.06553276,0.04749417,0.064848915,0.021721756,0.039600097,0.019237485,0.03924398,0.08744371
ADD3,0.29447678,0.4101618,0.27282402,0.17622186,0.36529133,0.5086989,0.5663904,0.40015128,0.1518699,0.14058487,0.12707764,0.27909854,0.21352282,0.26745203,0.2326067,0.06516974,0.2179857,0.18154003,0.2538603,0.29196352
MXI1,0.04920794,0.07273952,0.058869924,0.027180912,0.09346623,0.07322203,0.08336283,0.060019538,0.042841878,0.038817327,0.033195082,0.084844045,0.083555184,0.058996875,0.035000194,0.032783654,0.064113505,0.05539006,0.05137212,0.035405554
SMNDC1,0.10991674,0.095129244,0.09956998,0.1070409,0.14062469,0.11740921,0.08664734,0.09849339,0.12724957,0.10778847,0.10508121,0.121912636,0.089641415,0.10627854,0.11792624,0.0497507,0.108278595,0.1265378,0.11078605,0.11062996
RP11-525A16.4,0.00044460513,0.00047606387,0.0,0.0011079792,0.0002620531,0.00039460266,0.0022272458,0.0,0.0,0.0045179245,0.0030399403,0.0011933678,0.0,9.7322554e-05,0.0020184857,0.004236205,0.0,0.0016228876,0.0,0.00562606
DUSP5,0.048026156,0.06440645,0.12000888,0.18429206,0.14087011,0.22390871,0.089182615,0.120201156,0.14672193,0.24407504,0.15596884,0.03630187,0.087716356,0.11896577,0.16633476,0.35937104,0.22127302,0.22942403,0.10230565,0.23589392
SMC3,0.19883633,0.22616652,0.2651122,0.19660072,0.37435865,0.29655626,0.27580884,0.2422342,0.22759199,0.1547844,0.18616565,0.21207996,0.29133856,0.24902076,0.23980439,0.11581668,0.2520714,0.25054693,0.3090629,0.22734606
RBM20,0.00016477227,0.0013490405,0.001281783,0.001227209,0.018535107,0.0018662938,0.00055961206,0.002174497,0.0,0.0,0.0,0.0004263859,0.004041939,0.0010128055,0.0,0.000109452376,0.0,0.002485456,0.0016742123,0.0009342512
RP11-313D6.3,0.0001710575,0.00026266862,0.0,0.0,0.0008771592,0.0,0.0006969842,0.0,0.0,0.0019021891,0.0,0.0003060931,0.0016795138,0.00097595924,0.0,0.0002402349,0.0,0.0,0.00049233093,0.0
PDCD4-AS1,0.043557018,0.053209577,0.02954516,0.044033933,0.018402165,0.020571938,0.016929662,0.03036846,0.034874216,0.03190038,0.03281653,0.02496399,0.034235153,0.03211603,0.020019898,0.028230155,0.031434067,0.037060335,0.039010968,0.03682628
PDCD4,0.32734537,0.4653963,0.5144481,0.29218513,0.68112034,0.49107775,0.16332434,0.4199939,0.45636588,0.26694602,0.25175476,0.20264798,0.3395673,0.5908402,0.34352782,0.24775538,0.58942,0.655961,0.4583762,0.4425109
BBIP1,0.07240387,0.10993775,0.10422892,0.07054201,0.14306228,0.07857828,0.121834174,0.095523864,0.09656609,0.115877844,0.093198255,0.1185922,0.14332014,0.104441874,0.10327645,0.0876566,0.09750349,0.10710014,0.1127592,0.09990006
RP11-348N5.9,0.0014474386,0.0022780674,0.0026469375,0.0,0.008331403,0.0011123591,0.0026091095,0.0013083882,0.0029663336,0.0018629564,0.0,0.0028467837,0.0,0.002068491,0.0020246573,0.00081688474,0.0015634716,0.001335769,0.0015776766,0.0013796574
RP11-348N5.7,0.0012569785,0.0032934158,0.0045563774,0.0017420106,0.0069233007,0.0012165235,0.0014160734,0.0,0.0,0.0,0.00022953373,0.0022555636,0.0012064731,0.0026676487,0.0017733579,0.0018913648,0.0028519398,0.005353679,0.0026671067,0.002299586
SHOC2,0.19161946,0.123467825,0.14770824,0.17949179,0.2567975,0.18951313,0.13483357,0.19706394,0.1685259,0.12649195,0.18565293,0.25670764,0.18541431,0.15030849,0.20396613,0.06692213,0.14757384,0.17584613,0.14362183,0.14222647
ADRA2A,0.0,0.0002937789,0.0,0.0,0.010823196,0.05016926,0.026265804,0.015486831,0.0,0.0026020748,0.0025474539,0.0020253903,0.017929405,0.0002447987,0.00064869446,0.00015173519,0.0,0.0,0.0005584214,0.00077606674
GPAM,0.005542206,0.005773098,0.0052508535,0.0,0.018171942,0.01854923,0.01624039,0.010366626,0.002991386,0.0024650332,0.007842692,0.009153761,0.018627405,0.0060429797,0.005243096,0.0032071006,0.001474183,0.0033181962,0.005321877,0.008656326
ACSL5,0.053128377,0.04851733,0.09278975,0.08249148,0.11169749,0.66609573,0.03785106,0.20462902,0.05588964,0.09534581,0.099520564,0.061682843,0.049933825,0.0670082,0.111287616,0.029866232,0.0654739,0.0752748,0.05777746,0.06648148
RP11-324O2.3,0.002572542,0.0018692833,0.0013334771,0.0,0.00024776405,0.0023681505,0.0034689878,0.0032594386,0.0055570677,0.0,0.0022474558,0.0022949628,0.0,0.0015127856,0.0012498191,0.00042918266,0.0015625523,0.0,0.0026175939,0.0030430495
ZDHHC6,0.09718382,0.093800865,0.13038789,0.06998038,0.08800497,0.17959554,0.08756871,0.10247418,0.089413546,0.066775426,0.06922854,0.08745031,0.11030764,0.09750936,0.072207026,0.04588723,0.09513934,0.076228485,0.1279571,0.10758932
VTI1A,0.058570974,0.05435874,0.07193369,0.06678755,0.05019947,0.059396897,0.045543145,0.060239255,0.08065354,0.04886528,0.090318464,0.06825945,0.055373758,0.060780656,0.06786841,0.03196925,0.06636734,0.05910489,0.0697421,0.060948152
