Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,subtype
Reactome_2022,Neuronal System R-HSA-112316,11/386,2.2843835448105333e-09,4.043358874314645e-07,0,0,14.723076923076922,292.94755905008725,GNAL;KCNC1;LRRTM4;ERBB4;NEFL;GAD2;KCNAB1;ADCY1;CPLX1;GRIA4;HCN1,PV_FSI
Reactome_2022,Transmission Across Chemical Synapses R-HSA-112315,7/246,2.4889479610650325e-06,0.00022027189455425537,0,0,13.425805196068891,173.24189715735622,GNAL;ERBB4;NEFL;GAD2;ADCY1;CPLX1;GRIA4,PV_FSI
GO_Biological_Process_2023,Intermediate Filament Bundle Assembly (GO:0045110),3/7,5.109076037011196e-07,0.0002426811117580318,0,0,318.28723404255317,4611.051692443593,NEFL;NEFM;NEFH,PV_FSI
GO_Biological_Process_2023,Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062),4/39,2.6646434639029728e-06,0.000632852822676956,0,0,49.47826086956522,635.0752632396991,DPP10;KCNAB1;FGF12;HCN1,PV_FSI
Reactome_2022,Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,4/74,3.4954026436736424e-05,0.0020622875597674,0,0,24.695652173913043,253.41386407327417,ERBB4;NEFL;ADCY1;GRIA4,PV_FSI
GO_Biological_Process_2023,Potassium Ion Transport (GO:0006813),5/122,1.3229905589209165e-05,0.0020947350516247,0,0,18.83475783475783,211.5714132858245,SLC24A2;KCNC1;SLC9A9;KCNAB1;HCN1,PV_FSI
Reactome_2022,Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,5/182,8.980113343789148e-05,0.0039737001546266,0,0,12.412429378531073,115.6579365828799,GNAL;ERBB4;NEFL;ADCY1;GRIA4,PV_FSI
Reactome_2022,Adenylate Cyclase Activating Pathway R-HSA-170660,2/9,0.00021804660985203623,0.007718849988762,0,0,118.70833333333331,1000.8064198202924,GNAL;ADCY1,PV_FSI
Reactome_2022,Transcriptional Regulation By MECP2 R-HSA-8986944,3/60,0.000455062391672894,0.0105704496459116,0,0,22.27659574468085,171.42009780807578,MEF2C;GAD2;PVALB,PV_FSI
Reactome_2022,Adenylate Cyclase Inhibitory Pathway R-HSA-170670,2/13,0.00046942457388711873,0.0105704496459116,0,0,75.52651515151516,578.8354329773197,GNAL;ADCY1,PV_FSI
Reactome_2022,Post NMDA Receptor Activation Events R-HSA-438064,3/61,0.0004777604359734098,0.0105704496459116,0,0,21.891415994130593,167.39054801840658,ERBB4;NEFL;ADCY1,PV_FSI
Reactome_2022,"GABA Synthesis, Release, Reuptake And Degradation R-HSA-888590",2/19,0.0010193089566942,0.0200464094816537,0,0,48.85539215686274,336.54673838088314,GAD2;CPLX1,PV_FSI
Reactome_2022,"Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066",2/21,0.0012477930702112,0.0220859373427386,0,0,43.708333333333336,292.25047477799524,NEFL;GRIA4,PV_FSI
Reactome_2022,Long-term Potentiation R-HSA-9620244,2/23,0.0014985033958486,0.0241122819150198,0,0,39.541666666666664,257.15086234948103,ERBB4;NEFL,PV_FSI
GO_Biological_Process_2023,Potassium Ion Transmembrane Transport (GO:0071805),4/137,0.00038005762975849497,0.0284500945402013,0,0,12.956521739130435,102.03504010982898,SLC24A2;KCNC1;SLC9A9;HCN1,PV_FSI
GO_Biological_Process_2023,Modulation Of Chemical Synaptic Transmission (GO:0050804),4/123,0.0002520741213679085,0.0284500945402013,0,0,14.491048593350383,120.06974757642791,MEF2C;LRRC4C;CPLX1;GRIA4,PV_FSI
GO_Biological_Process_2023,Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),3/69,0.0006858216610371124,0.0284500945402013,0,0,19.230174081237912,140.08975927188362,MEF2C;FGF12;HCN1,PV_FSI
GO_Biological_Process_2023,Retrograde Axonal Transport (GO:0008090),2/15,0.0006299020654549659,0.0284500945402013,0,0,63.90064102564103,470.9442866528224,MAP1A;NEFL,PV_FSI
GO_Biological_Process_2023,Negative Regulation Of Synaptic Transmission (GO:0050805),2/15,0.0006299020654549659,0.0284500945402013,0,0,63.90064102564103,470.9442866528224,SLC24A2;HCN1,PV_FSI
GO_Biological_Process_2023,Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912),2/14,0.0005467878206419364,0.0284500945402013,0,0,69.22916666666667,520.0114050756229,MEF2C;SLIT2,PV_FSI
GO_Biological_Process_2023,Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045),2/13,0.00046942457388711873,0.0284500945402013,0,0,75.52651515151516,578.8354329773197,MEF2C;ERBB4,PV_FSI
GO_Biological_Process_2023,Regulation Of Cation Channel Activity (GO:2001257),3/56,0.0003712232496723555,0.0284500945402013,0,0,23.962665596146127,189.274072690484,KCNAB1;FGF12;HCN1,PV_FSI
GO_Biological_Process_2023,Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023),2/16,0.0007187392304892979,0.0284500945402013,0,0,59.333333333333336,429.45537567816734,MEF2C;ERBB4,PV_FSI
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043),2/20,0.0011307590059983,0.0308810343290961,0,0,46.138888888888886,313.0461870363529,MEF2C;ERBB4,PV_FSI
GO_Biological_Process_2023,Regulation Of Neurotransmitter Transport (GO:0051588),2/21,0.0012477930702112,0.0308810343290961,0,0,43.708333333333336,292.25047477799524,MEF2C;CPLX1,PV_FSI
GO_Biological_Process_2023,Axonogenesis (GO:0007409),4/188,0.0012424779544873,0.0308810343290961,0,0,9.341209829867674,62.49874259702174,EPHA6;MAP1A;SLIT2;NEFH,PV_FSI
GO_Biological_Process_2023,Sodium Ion Transmembrane Transport (GO:0035725),3/82,0.0011330918930874,0.0308810343290961,0,0,16.055211419337464,108.89937140961504,SLC24A2;SLC9A9;HCN1,PV_FSI
GO_Biological_Process_2023,Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287),2/19,0.0010193089566942,0.0308810343290961,0,0,48.85539215686274,336.54673838088314,SLIT2;SULF1,PV_FSI
GO_Biological_Process_2023,Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),3/77,0.0009441676964961806,0.0308810343290961,0,0,17.14433582518689,119.41384383677423,MEF2C;MAP1A;NEFH,PV_FSI
GO_Biological_Process_2023,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),4/172,0.000893667581933279,0.0308810343290961,0,0,10.23913043478261,71.88050474501917,SDK1;TENM2;LRRC4C;CDH18,PV_FSI
GO_Biological_Process_2023,Exocytosis (GO:0006887),3/86,0.0013002540770145,0.0308810343290961,0,0,15.27839015637016,101.52789088565108,CADPS;ANK1;CPLX1,PV_FSI
Reactome_2022,Potassium Channels R-HSA-1296071,3/102,0.0021212129826486,0.0312878914940677,0,0,12.798839458413926,78.78667603753651,KCNC1;KCNAB1;HCN1,PV_FSI
GO_Biological_Process_2023,Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),4/37,2.147508027817099e-06,0.0011360317467152,0,0,52.48221343873518,684.9559923443245,NETO1;DMD;FXYD6;SCN3B,SST_PLTS
GO_Biological_Process_2023,Chemical Synaptic Transmission (GO:0007268),7/273,4.945178808669095e-06,0.0013079997948929,0,0,12.046511627906977,147.17340629861783,SNAP25;CHRM3;GRID2;SST;GRIK1;CDH8;GRIA3,SST_PLTS
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),3/16,8.046099028490012e-06,0.0013098510382601,0,0,97.89034369885434,1148.2853674678522,DMD;CALM2;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Regulation Of Cation Channel Activity (GO:2001257),4/56,1.153281738315398e-05,0.0013098510382601,0,0,33.274247491638796,378.3386388039555,NETO1;DMD;NOS1;CALM2,SST_PLTS
GO_Biological_Process_2023,Striated Muscle Contraction (GO:0006941),4/57,1.2380444596031718e-05,0.0013098510382601,0,0,32.644790812141096,368.8663005138405,DMD;NOS1;SCN3B;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),3/20,1.626462332560456e-05,0.0014339976232074,0,0,74.84230287859825,825.2500115945311,DMD;CALM2;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),3/22,2.1894288219208913e-05,0.0016545826382802,0,0,66.95744680851064,718.4055140842808,DMD;CALM2;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314),3/24,2.867422295491e-05,0.0018960829928934,0,0,60.57446808510638,633.5793754459056,DMD;NOS1;CALM2,SST_PLTS
GO_Biological_Process_2023,Regulation Of Striated Muscle Contraction (GO:0006942),3/29,5.1313052371625945e-05,0.0020880465157377,0,0,48.91325695581015,483.1438947992733,DMD;NOS1;CALM2,SST_PLTS
GO_Biological_Process_2023,Regulation Of Sodium Ion Transmembrane Transport (GO:1902305),3/28,4.6085838596253206e-05,0.0020880465157377,0,0,50.87234042553192,507.9605655722774,FXYD6;NOS1;SCN3B,SST_PLTS
GO_Biological_Process_2023,Cardiac Muscle Cell Action Potential (GO:0086001),3/29,5.1313052371625945e-05,0.0020880465157377,0,0,48.91325695581015,483.1438947992733,DMD;SCN3B;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Neuron Development (GO:0048666),5/150,3.582824212577492e-05,0.0020880465157377,0,0,15.17624521072797,155.35579374710483,ROBO2;GPM6A;STMN1;STMN4;DMD,SST_PLTS
GO_Biological_Process_2023,"Synaptic Transmission, Glutamatergic (GO:0035249)",3/27,4.122055222407173e-05,0.0020880465157377,0,0,52.994680851063826,535.0646948580581,GRID2;GRIK1;GRIA3,SST_PLTS
GO_Biological_Process_2023,Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),3/32,6.928645627860575e-05,0.002618038240813,0,0,43.84666177549523,419.9309284926422,DMD;NOS1;CALM2,SST_PLTS
GO_Biological_Process_2023,Cardiac Muscle Contraction (GO:0060048),3/33,7.608112255540456e-05,0.0026831275887872,0,0,42.38297872340426,401.9478954622147,DMD;SCN3B;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Glutamate Receptor Signaling Pathway (GO:0007215),3/35,9.094610315590577e-05,0.0028300287393808,0,0,39.73005319148936,369.69781921167737,GRID2;GRIK1;GRIA3,SST_PLTS
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Contraction (GO:0055117),3/35,9.094610315590577e-05,0.0028300287393808,0,0,39.73005319148936,369.69781921167737,NOS1;CALM2;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Regulation Of Trans-Synaptic Signaling (GO:0099177),3/36,9.903955378900077e-05,0.00291066244191,0,0,38.524177949709866,355.1925837792589,GRID2;GRIK1;GRIA3,SST_PLTS
GO_Biological_Process_2023,Heart Contraction (GO:0060047),3/41,0.00014657115641659294,0.0040808495654935,0,0,33.4468085106383,295.2684100827493,DMD;SCN3B;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Positive Regulation Of Sodium Ion Transmembrane Transport (GO:1902307),2/9,0.00021804660985203623,0.0052430298459875,0,0,118.70833333333331,1000.8064198202924,DMD;NOS1,SST_PLTS
GO_Biological_Process_2023,Neuron Projection Regeneration (GO:0031102),2/9,0.00021804660985203623,0.0052430298459875,0,0,118.70833333333331,1000.8064198202924,GAP43;NREP,SST_PLTS
GO_Biological_Process_2023,Axon Regeneration (GO:0031103),2/9,0.00021804660985203623,0.0052430298459875,0,0,118.70833333333331,1000.8064198202924,GAP43;NREP,SST_PLTS
GO_Biological_Process_2023,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),3/51,0.00028134681783249164,0.0064709768101473,0,0,26.465425531914892,216.37926602740956,DMD;NOS1;CALM2,SST_PLTS
GO_Biological_Process_2023,Regulation Of Cell Communication By Electrical Coupling (GO:0010649),2/12,0.0003978405023918531,0.0080945240678957,0,0,83.08333333333333,650.4975835514635,CALM2;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373),2/12,0.0003978405023918531,0.0080945240678957,0,0,83.08333333333333,650.4975835514635,TMSB4X;NOS1,SST_PLTS
GO_Biological_Process_2023,Positive Regulation Of Sodium Ion Transport (GO:0010765),2/12,0.0003978405023918531,0.0080945240678957,0,0,83.08333333333333,650.4975835514635,NOS1;SCN3B,SST_PLTS
GO_Biological_Process_2023,Membrane Depolarization During Action Potential (GO:0086010),2/13,0.00046942457388711873,0.0091972444291216,0,0,75.52651515151516,578.8354329773197,SCN3B;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Axon Guidance (GO:0007411),4/149,0.0005220612351235411,0.0098632283350126,0,0,11.877061469265367,89.76357233019593,EPHB6;ROBO2;GAP43;CHN1,SST_PLTS
GO_Biological_Process_2023,Response To Muscle Stretch (GO:0035994),2/14,0.0005467878206419364,0.0099741640386063,0,0,69.22916666666667,520.0114050756229,DMD;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Regulation Of Heart Contraction (GO:0008016),3/69,0.0006858216610371124,0.0115216076645102,0,0,19.230174081237912,140.08975927188362,NOS1;CALM2;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),3/69,0.0006858216610371124,0.0115216076645102,0,0,19.230174081237912,140.08975927188362,CHRM3;FXYD6;SCN3B,SST_PLTS
GO_Biological_Process_2023,Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),2/16,0.0007187392304892979,0.0115216076645102,0,0,59.333333333333336,429.45537567816734,SCN3B;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),2/16,0.0007187392304892979,0.0115216076645102,0,0,59.333333333333336,429.45537567816734,PRNP;RTN3,SST_PLTS
GO_Biological_Process_2023,Microtubule Depolymerization (GO:0007019),2/17,0.0008132713373134499,0.0126535452187886,0,0,55.375,393.96243373102385,STMN1;STMN4,SST_PLTS
GO_Biological_Process_2023,Response To Axon Injury (GO:0048678),2/18,0.000913470506242016,0.0130601594000547,0,0,51.911458333333336,363.2898548418271,GAP43;NREP,SST_PLTS
GO_Biological_Process_2023,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),2/18,0.000913470506242016,0.0130601594000547,0,0,51.911458333333336,363.2898548418271,PRNP;RTN3,SST_PLTS
GO_Biological_Process_2023,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),4/172,0.000893667581933279,0.0130601594000547,0,0,10.23913043478261,71.88050474501917,ROBO2;GRID2;CDH9;CDH8,SST_PLTS
GO_Biological_Process_2023,Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),2/19,0.0010193089566942,0.0141898536339805,0,0,48.85539215686274,336.54673838088314,NOS1;CALM2,SST_PLTS
KEGG_2021_Human,Pathways of neurodegeneration,6/475,0.0011402422373702,0.0147001008950165,0,0,5.664179104477612,38.38339211658432,CHRM3;PRNP;UCHL1;NOS1;CALM2;GRIA3,SST_PLTS
KEGG_2021_Human,Gastric acid secretion,3/76,0.0009089746531003116,0.0147001008950165,0,0,17.38006412124745,121.71594945135638,CHRM3;SST;CALM2,SST_PLTS
KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,3/77,0.0009441676964961806,0.0147001008950165,0,0,17.14433582518689,119.41384383677423,CACNA2D3;DMD;SLC8A1,SST_PLTS
KEGG_2021_Human,Hypertrophic cardiomyopathy,3/90,0.0014821871128384,0.0147001008950165,0,0,14.573000733675716,94.93197333904207,CACNA2D3;DMD;SLC8A1,SST_PLTS
KEGG_2021_Human,Long-term depression,3/60,0.000455062391672894,0.0147001008950165,0,0,22.27659574468085,171.42009780807578,GRID2;NOS1;GRIA3,SST_PLTS
KEGG_2021_Human,Salivary secretion,3/93,0.0016286129467617,0.0147001008950165,0,0,14.085106382978724,90.42675735150269,CHRM3;NOS1;CALM2,SST_PLTS
KEGG_2021_Human,Dilated cardiomyopathy,3/96,0.001783802806518,0.0147001008950165,0,0,13.628689087165409,86.25607933742052,CACNA2D3;DMD;SLC8A1,SST_PLTS
KEGG_2021_Human,Circadian entrainment,3/97,0.001837512611877,0.0147001008950165,0,0,13.483023992756904,84.93418557118899,NOS1;CALM2;GRIA3,SST_PLTS
KEGG_2021_Human,Neuroactive ligand-receptor interaction,5/341,0.0015806588727838,0.0147001008950165,0,0,6.486111111111111,41.83485568794942,CHRM3;GRID2;SST;GRIK1;GRIA3,SST_PLTS
KEGG_2021_Human,Calcium signaling pathway,5/240,0.0003256016997118094,0.0147001008950165,0,0,9.321513002364066,74.85021791799562,CHRM3;PDE1A;NOS1;CALM2;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Regulation Of Calcium Ion Transmembrane Transport (GO:1903169),2/20,0.0011307590059983,0.0153377311326439,0,0,46.138888888888886,313.0461870363529,PRNP;NOS1,SST_PLTS
GO_Biological_Process_2023,Calcium-Mediated Signaling (GO:0019722),3/85,0.0012570974643791,0.0166251139664143,0,0,15.465490399584846,103.29323424451243,CHRM3;PRNP;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Anterograde Trans-Synaptic Signaling (GO:0098916),4/199,0.0015314796223635,0.0197598224446414,0,0,8.809364548494983,57.09808076671625,SNAP25;CHRM3;SST;GRIK1,SST_PLTS
GO_Biological_Process_2023,Cell Junction Assembly (GO:0034329),3/95,0.0017310874850999,0.0218034590385213,0,0,13.777520814061054,87.61133013502065,GPM6A;CDH9;CDH8,SST_PLTS
GO_Biological_Process_2023,Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),2/26,0.0019157650058532,0.0235683648394508,0,0,34.59375,216.47517339281177,CDH9;CDH8,SST_PLTS
GO_Biological_Process_2023,Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),2/27,0.0020657293545543,0.0242837961902055,0,0,33.208333333333336,205.3029465636782,STMN1;STMN4,SST_PLTS
GO_Biological_Process_2023,Microtubule Polymerization Or Depolymerization (GO:0031109),2/27,0.0020657293545543,0.0242837961902055,0,0,33.208333333333336,205.3029465636782,STMN1;STMN4,SST_PLTS
GO_Biological_Process_2023,Protein Depolymerization (GO:0051261),2/28,0.0022210873543451,0.0255425045749686,0,0,31.92948717948718,195.08145262248803,STMN1;STMN4,SST_PLTS
Reactome_2022,Neuronal System R-HSA-112316,6/386,0.0003856048872160471,0.0264139347742992,0,0,7.0227272727272725,55.203533458789835,SNAP25;RTN3;TSPAN7;CACNA2D3;GRIK1;GRIA3,SST_PLTS
Reactome_2022,Transmission Across Chemical Synapses R-HSA-112315,5/246,0.0003646517597010696,0.0264139347742992,0,0,9.086675887505764,71.9352852204834,SNAP25;TSPAN7;CACNA2D3;GRIK1;GRIA3,SST_PLTS
GO_Biological_Process_2023,Muscle Cell Development (GO:0055001),2/32,0.0028959211173454,0.0325945164058666,0,0,27.666666666666668,161.69650653172428,DMD;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Regulation Of Amyloid-Beta Formation (GO:1902003),2/33,0.0030778471463162,0.0339204404250271,0,0,26.772849462365592,154.84144163978604,RTN3;PRNP,SST_PLTS
KEGG_2021_Human,Apelin signaling pathway,3/137,0.0048718493218606,0.0354316314317141,0,0,9.439187043505877,50.256890616051635,NOS1;CALM2;SLC8A1,SST_PLTS
GO_Biological_Process_2023,Action Potential (GO:0001508),2/35,0.0034573756419477,0.0358617983253011,0,0,25.147727272727273,142.5183432834292,DMD;SCN3B,SST_PLTS
GO_Biological_Process_2023,Adherens Junction Organization (GO:0034332),2/35,0.0034573756419477,0.0358617983253011,0,0,25.147727272727273,142.5183432834292,CDH9;CDH8,SST_PLTS
GO_Biological_Process_2023,Regulation Of Sodium Ion Transport (GO:0002028),2/35,0.0034573756419477,0.0358617983253011,0,0,25.147727272727273,142.5183432834292,NOS1;SCN3B,SST_PLTS
GO_Biological_Process_2023,Regulation Of Cell Motility (GO:2000145),3/123,0.0036038459511044,0.0359704624176276,0,0,10.547872340425531,59.33973167768229,SST;TMSB4X;SPOCK3,SST_PLTS
GO_Biological_Process_2023,Modulation Of Chemical Synaptic Transmission (GO:0050804),3/123,0.0036038459511044,0.0359704624176276,0,0,10.547872340425531,59.33973167768229,GRID2;GRIK1;GRIA3,SST_PLTS
Reactome_2022,Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993,2/17,0.0008132713373134499,0.0371393910706475,0,0,55.375,393.96243373102385,TSPAN7;GRIA3,SST_PLTS
GO_Biological_Process_2023,Positive Regulation Of Cation Channel Activity (GO:2001259),2/38,0.0040654672914765,0.0391024035852921,0,0,23.04861111111111,126.88782669928548,TMSB4X;CALM2,SST_PLTS
GO_Biological_Process_2023,Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339),2/38,0.0040654672914765,0.0391024035852921,0,0,23.04861111111111,126.88782669928548,CDH9;CDH8,SST_PLTS
GO_Biological_Process_2023,Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),2/40,0.0044964248068071,0.0410104952207066,0,0,21.833333333333332,117.99765363023796,STMN1;STMN4,SST_PLTS
GO_Biological_Process_2023,Nervous System Development (GO:0007399),5/433,0.0044229197944068,0.0410104952207066,0,0,5.068016614745587,27.473491092415564,ROBO2;CHRM3;GPM6A;GRIK1;ITM2B,SST_PLTS
GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Organization (GO:0120036),3/132,0.0043921674187477,0.0410104952207066,0,0,9.807521029193468,53.23456171195664,GPM6A;STMN1;STMN4,SST_PLTS
KEGG_2021_Human,Adrenergic signaling in cardiomyocytes,3/150,0.0062631723305451,0.0417544822036341,0,0,8.598784194528875,43.62222089301041,CACNA2D3;CALM2;SLC8A1,SST_PLTS
Reactome_2022,Synaptic Adhesion-Like Molecules R-HSA-8849932,2/21,0.0012477930702112,0.0427369126547344,0,0,43.708333333333336,292.25047477799524,RTN3;GRIA3,SST_PLTS
GO_Biological_Process_2023,Regulation Of Axonogenesis (GO:0050770),2/42,0.0049475924537835,0.043621273467525,0,0,20.739583333333332,110.1034239545967,ROBO2;CHN1,SST_PLTS
GO_Biological_Process_2023,Substantia Nigra Development (GO:0021762),2/42,0.0049475924537835,0.043621273467525,0,0,20.739583333333332,110.1034239545967,BASP1;CALM2,SST_PLTS
GO_Biological_Process_2023,Regulation Of Filopodium Assembly (GO:0051489),2/43,0.0051806911627924,0.0442029939535029,0,0,20.232723577235777,106.48111760263689,GPM6A;GAP43,SST_PLTS
GO_Biological_Process_2023,Ephrin Receptor Signaling Pathway (GO:0048013),2/43,0.0051806911627924,0.0442029939535029,0,0,20.232723577235777,106.48111760263689,EPHB6;CHN1,SST_PLTS
GO_Biological_Process_2023,"Synaptic Transmission, Glutamatergic (GO:0035249)",5/27,6.156825424525597e-09,4.2174254158000345e-06,0,0,100.64646464646464,1902.792324145358,GRIA2;UNC13C;GRIN2A;GRIK1;GRIK2,NPY_NGF
GO_Biological_Process_2023,Anterograde Trans-Synaptic Signaling (GO:0098916),8/199,3.131544957565462e-08,1.0725541479661708e-05,0,0,19.704811767638994,340.482482286221,CHRM3;UNC13C;GRIA2;GRIN2A;NRXN1;GRIK1;GRIK2;SLC6A1,NPY_NGF
GO_Biological_Process_2023,Nervous System Development (GO:0007399),10/433,9.662449098591609e-08,2.206259210845084e-05,0,0,11.540780141843973,186.41168491009364,CHRM3;RELN;FGF14;NRXN1;DNER;SPOCK1;GRIK1;NRG1;FGF13;EGFR,NPY_NGF
Reactome_2022,Neuronal System R-HSA-112316,9/386,4.2155307365559243e-07,4.018805968849981e-05,0,0,11.396584071941517,167.29410622306642,GRIA2;GRIN2A;PRKCB;LRRC7;CACNA2D1;NRXN1;GRIK1;NRG1;SLC6A1,NPY_NGF
Reactome_2022,Long-term Potentiation R-HSA-9620244,4/23,2.954348855055349e-07,4.018805968849981e-05,0,0,91.21739130434784,1371.4368199585128,GRIA2;GRIN2A;LRRC7;NRG1,NPY_NGF
Reactome_2022,Transmission Across Chemical Synapses R-HSA-112315,8/246,1.6071311417275142e-07,4.018805968849981e-05,0,0,15.77591036414566,246.7927406729637,GRIA2;GRIN2A;PRKCB;LRRC7;CACNA2D1;GRIK1;NRG1;SLC6A1,NPY_NGF
GO_Biological_Process_2023,Neuron Migration (GO:0001764),5/55,2.517410708630117e-07,4.311065838529075e-05,0,0,44.22222222222222,671.9506866833592,RELN;DNER;SPOCK1;CCK;FGF13,NPY_NGF
GO_Biological_Process_2023,Chemical Synaptic Transmission (GO:0007268),8/273,3.554934300731965e-07,4.870259992002792e-05,0,0,14.149146451033245,210.11141582532153,CHRM3;UNC13C;GRIA2;GRIN2A;NRXN1;GRIK1;GRIK2;SLC6A1,NPY_NGF
GO_Biological_Process_2023,Modulation Of Chemical Synaptic Transmission (GO:0050804),6/123,6.094647345778435e-07,6.958055719763713e-05,0,0,23.115384615384617,330.7969820894124,GRIA2;MCTP1;RELN;GRIK1;GRIK2;CNTNAP4,NPY_NGF
GO_Biological_Process_2023,Glutamate Receptor Signaling Pathway (GO:0007215),4/35,1.7088008382944347e-06,0.0001643032193230039,0,0,55.873772791023846,741.9879852387336,GRIA2;GRIN2A;GRIK1;GRIK2,NPY_NGF
GO_Biological_Process_2023,Regulation Of Trans-Synaptic Signaling (GO:0099177),4/36,1.918869714721214e-06,0.0001643032193230039,0,0,54.125,712.4892804975249,GRIA2;RELN;GRIK1;GRIK2,NPY_NGF
Reactome_2022,Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,6/182,5.9589513879106815e-06,0.0004260650242356137,0,0,15.320764462809915,184.31823459930015,GRIA2;GRIN2A;PRKCB;LRRC7;GRIK1;NRG1,NPY_NGF
Reactome_2022,Post NMDA Receptor Activation Events R-HSA-438064,4/61,1.6236244442281695e-05,0.0007739167736974106,0,0,30.347826086956523,334.68385319402523,GRIA2;GRIN2A;LRRC7;NRG1,NPY_NGF
Reactome_2022,"Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066",3/21,1.8942018936649912e-05,0.0007739167736974106,0,0,70.68085106382979,768.592613095972,GRIA2;GRIN2A;LRRC7,NPY_NGF
Reactome_2022,Cardiac Conduction R-HSA-5576891,5/126,1.5470807956758354e-05,0.0007739167736974106,0,0,18.208448117539028,201.68688919116755,FGF14;KCNIP1;KCNIP4;FGF13;SLC8A1,NPY_NGF
GO_Biological_Process_2023,"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",4/55,1.07287447670584e-05,0.0008165766850483338,0,0,33.928388746803066,388.2284379371055,GRIN2A;RELN;NRXN1;GRIK1,NPY_NGF
Reactome_2022,Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,4/74,3.4954026436736424e-05,0.0012496064451133,0,0,24.695652173913043,253.41386407327417,GRIA2;GRIN2A;LRRC7;NRG1,NPY_NGF
KEGG_2021_Human,Glutamatergic synapse,5/114,9.51107914532668e-06,0.0012725694558333,0,0,20.22528032619776,233.86599266061717,GRIA2;GRIN2A;PRKCB;GRIK1;GRIK2,NPY_NGF
KEGG_2021_Human,Neuroactive ligand-receptor interaction,7/341,2.0953318808949666e-05,0.0012725694558333,0,0,9.560785405932322,103.00038248649484,CHRM3;GRIA2;GRIN2A;NPY;GRIK1;CCK;GRIK2,NPY_NGF
KEGG_2021_Human,Spinocerebellar ataxia,5/143,2.8490360951493538e-05,0.0012725694558333,0,0,15.951690821256038,166.94951464681884,GRIA2;GRIN2A;RELN;FGF14;PRKCB,NPY_NGF
