gene,nf1_cohens_d,nf1_fdr,kras_cohens_d,kras_pvalue,kras_mean_dep_mut,kras_mean_dep_wt,category
SUSD6,0.3013,0.7699766263888559,,,,,neither
SUV39H1,0.0937,0.9823944221865752,,,,,neither
SUV39H2,0.19,0.8852978388547172,,,,,neither
SUZ12,-0.0016,0.9975610407095122,,,,,neither
SV2A,0.0486,0.9944547156000132,,,,,neither
SV2B,0.038,0.9951664807975446,,,,,neither
SV2C,0.1232,0.9693720461053666,,,,,neither
SVBP,-0.2089,0.8615184068612116,,,,,neither
SVEP1,0.0199,0.9970947017753858,,,,,neither
SVIL,0.0697,0.9823944221865752,,,,,neither
SVIP,0.1764,0.9477165051276428,,,,,neither
SVOPL,-0.0418,0.984435320665948,,,,,neither
SWAP70,0.0067,0.9993194113770466,,,,,neither
SWI5,0.0142,0.9975610407095122,,,,,neither
SWSAP1,0.0751,0.9984116089418864,,,,,neither
SWT1,-0.0054,0.9975610407095122,,,,,neither
SYAP1,-0.1032,0.9793628981094148,,,,,neither
SYBU,0.1616,0.8943774342954771,,,,,neither
SYCE1,0.1965,0.8493434900388,,,,,neither
SYCE1L,-0.0228,0.9949424194863864,,,,,neither
SYCE2,-0.014,0.9873145795670764,,,,,neither
SYCE3,-0.0484,0.9823944221865752,,,,,neither
SYCN,-0.0105,0.9975610407095122,,,,,neither
SYCP1,0.009,0.993417928363018,,,,,neither
SYCP2,-0.09,0.9919488452605149,,,,,neither
SYCP2L,0.0238,0.9949424194863864,,,,,neither
SYCP3,0.0708,0.988903223701504,,,,,neither
SYDE1,0.0067,0.9851360850459384,,,,,neither
SYDE2,-0.0496,0.9951664807975446,,,,,neither
SYF2,-0.0099,0.9975610407095122,,,,,neither
SYK,-0.003,0.9580342868454704,,,,,neither
SYMPK,-0.0184,0.9743602883959254,,,,,neither
SYN1,0.0793,0.9961234093825128,,,,,neither
SYN3,0.0026,0.9949424194863864,,,,,neither
SYNC,0.0311,0.9805194198224036,,,,,neither
SYNCRIP,0.2424,0.8020157274075624,,,,,neither
SYNDIG1,0.029,0.9865870096025348,,,,,neither
SYNDIG1L,0.0938,0.9658239653851955,,,,,neither
SYNE1,-0.1801,0.6967120484934631,,,,,neither
SYNE2,-0.0328,0.9975610407095122,,,,,neither
SYNE3,0.0303,0.9983658360500032,,,,,neither
SYNE4,-0.2541,0.6780490098953341,,,,,neither
SYNGAP1,0.0562,0.9823944221865752,,,,,neither
SYNGR1,-0.1177,0.887094148871769,,,,,neither
SYNGR2,-0.3531,0.6780490098953341,,,,,NF1_specific
SYNGR3,-0.2191,0.8725296869685283,,,,,neither
SYNGR4,-0.176,0.887094148871769,,,,,neither
SYNJ1,0.0617,0.9979043044209654,,,,,neither
SYNJ2,-0.1945,0.8922470905174421,,,,,neither
SYNJ2BP,0.105,0.9267035960239036,,,,,neither
SYNPO,-0.0988,0.9823944221865752,,,,,neither
SYNPO2,-0.0356,0.9873145795670764,,,,,neither
SYNPO2L,-0.0401,0.9949424194863864,,,,,neither
SYNPR,-0.2807,0.6967120484934631,,,,,neither
SYNRG,-0.0553,0.978185255550805,,,,,neither
SYP,-0.0533,0.9975610407095122,,,,,neither
SYPL1,0.1913,0.881712855322503,,,,,neither
SYPL2,-0.1305,0.9027693517886408,,,,,neither
SYS1,-0.0628,0.9897944216833248,,,,,neither
SYT1,-0.0802,0.985732799775182,,,,,neither
SYT10,-0.1559,0.9175875627810612,,,,,neither
SYT11,-0.2802,0.7096702000985856,,,,,neither
SYT12,-0.076,0.9750777047167088,,,,,neither
SYT13,0.0843,0.9317321247622332,,,,,neither
SYT14,0.0524,0.9658239653851955,,,,,neither
SYT16,-0.1684,0.8886425029895908,,,,,neither
SYT17,0.2009,0.8339025888483885,,,,,neither
SYT2,0.1211,0.8922470905174421,,,,,neither
SYT3,0.0671,0.9823944221865752,,,,,neither
SYT4,0.2619,0.6967120484934631,,,,,neither
SYT5,0.1692,0.9227816508890756,,,,,neither
SYT6,-0.0472,0.9827758482255154,,,,,neither
SYT7,0.0012,0.9967715753834976,,,,,neither
SYT8,-0.0072,0.9993194113770466,,,,,neither
SYT9,0.1214,0.945503448037846,,,,,neither
SYTL1,0.0403,0.9793104017325636,,,,,neither
SYTL2,-0.0673,0.9592146218729038,,,,,neither
SYTL3,0.0193,0.9975610407095122,,,,,neither
SYTL4,-0.0544,0.9823944221865752,,,,,neither
SYTL5,0.0027,0.9949424194863864,,,,,neither
SYVN1,-0.023,0.9823944221865752,,,,,neither
SZRD1,-0.0884,0.9215965608352348,,,,,neither
SZT2,-0.1058,0.9913708935793162,,,,,neither
TAAR1,-0.128,0.9024949901071614,,,,,neither
TAAR2,-0.0723,0.9477165051276428,,,,,neither
TAAR5,0.0292,0.9919488452605149,,,,,neither
TAAR6,-0.0689,0.9024949901071614,,,,,neither
TAAR8,-0.2386,0.8589921862661771,,,,,neither
TAB1,-0.01,0.9983658360500032,,,,,neither
TAB2,-0.0567,0.988903223701504,,,,,neither
TAB3,0.1435,0.8659653106558459,,,,,neither
TAC1,-0.0814,0.9793104017325636,,,,,neither
TAC3,-0.0134,0.993417928363018,,,,,neither
TAC4,0.1775,0.9179596791089212,,,,,neither
TACC1,-0.0633,0.9823944221865752,,,,,neither
TACC2,0.1169,0.9823944221865752,,,,,neither
TACC3,0.0366,0.9823944221865752,,,,,neither
TACO1,-0.1681,0.8628020423252308,,,,,neither
TACR1,-0.2901,0.7699766263888559,,,,,neither
TACR2,-0.097,0.9823944221865752,,,,,neither
TACR3,-0.0277,0.9944547156000132,,,,,neither
TACSTD2,-0.0729,0.9823944221865752,,,,,neither
TADA1,0.1239,0.8922470905174421,,,,,neither
TADA2A,0.2175,0.8228039115189821,,,,,neither
TADA2B,0.0918,0.9024949901071614,,,,,neither
TADA3,0.268,0.6780490098953341,,,,,neither
TAF1,0.0509,0.9851360850459384,,,,,neither
TAF10,0.175,0.8004009429878707,,,,,neither
TAF11,0.129,0.9773106863644524,,,,,neither
TAF12,0.0596,0.9823944221865752,,,,,neither
TAF13,-0.0325,0.9961234093825128,,,,,neither
TAF15,-0.0682,0.9823944221865752,,,,,neither
TAF1A,-0.1142,0.942520063980189,,,,,neither
TAF1B,0.0577,0.9823944221865752,,,,,neither
TAF1C,-0.289,0.7297637036844843,,,,,neither
TAF1D,0.009,0.9949424194863864,,,,,neither
TAF1L,-0.054,0.9826185942755306,,,,,neither
TAF2,0.1245,0.9601966365350418,,,,,neither
TAF3,0.1871,0.8799002359730227,,,,,neither
TAF4,0.0946,0.9919488452605149,,,,,neither
TAF4B,-0.0218,0.9989217463031048,,,,,neither
TAF5,0.0007,0.9907296327053308,,,,,neither
TAF5L,0.2507,0.7219270726160641,,,,,neither
TAF6,0.0221,0.9975610407095122,,,,,neither
TAF6L,0.2097,0.6780490098953341,,,,,neither
TAF7,0.0884,0.9540750340640276,,,,,neither
TAF7L,0.0284,0.9970947017753858,,,,,neither
TAF8,0.1177,0.978185255550805,,,,,neither
TAF9,0.2084,0.8548700217577266,,,,,neither
TAF9B,0.2226,0.7900220456989416,,,,,neither
TAFA1,0.0016,0.9823944221865752,,,,,neither
TAFA2,-0.096,0.9603915689894706,,,,,neither
TAFA3,-0.0409,0.9961234093825128,,,,,neither
TAFA4,-0.2302,0.8048844350210658,,,,,neither
TAFA5,-0.3262,0.5616487887061005,,,,,NF1_specific
TAFAZZIN,0.1456,0.9477165051276428,,,,,neither
TAGAP,-0.0579,0.9936756624869,,,,,neither
TAGLN,-0.0551,0.988903223701504,,,,,neither
TAGLN2,0.0116,0.9919488452605149,,,,,neither
TAGLN3,-0.0023,0.9970947017753858,,,,,neither
TAL1,0.1146,0.9494544851711074,,,,,neither
TAL2,0.0314,0.9919488452605149,,,,,neither
TALDO1,0.0606,0.9685901835143516,,,,,neither
TAMALIN,0.031,0.9919488452605149,,,,,neither
TAMM41,0.1358,0.887094148871769,,,,,neither
TANC1,-0.0288,0.9851360850459384,,,,,neither
TANC2,-0.0844,0.9393476063473823,,,,,neither
TANGO2,-0.1984,0.8228039115189821,,,,,neither
TANGO6,0.1073,0.942520063980189,,,,,neither
TANK,0.0156,0.997386053864627,,,,,neither
TAOK1,-0.2403,0.8059624966664092,,,,,neither
TAOK2,-0.346,0.5910446511533526,,,,,NF1_specific
TAOK3,-0.032,0.9970947017753858,,,,,neither
TAP1,-0.1295,0.9317321247622332,,,,,neither
TAP2,-0.1095,0.9823944221865752,,,,,neither
TAPBP,0.1093,0.979994458062668,,,,,neither
TAPBPL,-0.0527,0.988903223701504,,,,,neither
TAPT1,-0.0369,0.9884311331492306,,,,,neither
TARBP1,0.236,0.8217618584966575,,,,,neither
TARBP2,0.2163,0.7673170125928624,,,,,neither
TARDBP,-0.1355,0.942520063980189,,,,,neither
TARM1,-0.0263,0.988903223701504,,,,,neither
TARS1,-0.0494,0.9823944221865752,,,,,neither
TARS2,0.0087,0.9953303992568416,,,,,neither
TARS3,-0.1037,0.887094148871769,,,,,neither
TAS1R1,0.1001,0.9603915689894706,,,,,neither
TAS1R2,-0.0438,0.9949424194863864,,,,,neither
TAS1R3,-0.1106,0.956639175620027,,,,,neither
TAS2R1,-0.3187,0.6780490098953341,,,,,NF1_specific
TAS2R10,0.1224,0.9538817707074796,,,,,neither
TAS2R13,-0.2483,0.7545748047716607,,,,,neither
TAS2R14,-0.1031,0.9317321247622332,,,,,neither
TAS2R16,-0.0566,0.9833735441036098,,,,,neither
TAS2R19,-0.0293,0.987121351851376,,,,,neither
TAS2R20,-0.1061,0.9823944221865752,,,,,neither
TAS2R3,-0.0397,0.9919488452605149,,,,,neither
TAS2R30,-0.0074,0.9975610407095122,,,,,neither
TAS2R31,-0.1818,0.8615184068612116,,,,,neither
TAS2R38,-0.043,0.9823944221865752,,,,,neither
TAS2R39,0.0143,0.9983658360500032,,,,,neither
TAS2R4,-0.0019,0.9949424194863864,,,,,neither
TAS2R40,0.0889,0.9743602883959254,,,,,neither
TAS2R41,0.0204,0.9993194113770466,,,,,neither
TAS2R42,-0.1716,0.8731970309773597,,,,,neither
TAS2R43,0.0888,0.9975610407095122,,,,,neither
TAS2R46,-0.1138,0.9655206551653064,,,,,neither
TAS2R5,0.082,0.987121351851376,,,,,neither
TAS2R50,-0.1659,0.785853426455527,,,,,neither
TAS2R60,0.1802,0.8961692211488933,,,,,neither
TAS2R7,-0.1525,0.8548700217577266,,,,,neither
TAS2R8,-0.1171,0.9773106863644524,,,,,neither
TAS2R9,-0.2179,0.8004009429878707,,,,,neither
TASL,-0.0098,0.988903223701504,,,,,neither
TASOR,0.0186,0.9975610407095122,,,,,neither
TASOR2,0.0743,0.9773106863644524,,,,,neither
TASP1,-0.1422,0.9020296443327318,,,,,neither
TAT,-0.2442,0.7888960112466801,,,,,neither
TATDN1,-0.2164,0.9742283402163224,,,,,neither
TATDN2,0.1599,0.9290925117922416,,,,,neither
TATDN3,-0.11,0.89793429811294,,,,,neither
TAX1BP1,0.1129,0.9367609238098936,,,,,neither
TAX1BP3,-0.0381,0.9975610407095122,,,,,neither
TBATA,-0.1253,0.8745028821941596,,,,,neither
TBC1D1,-0.0495,0.9958888902424652,,,,,neither
TBC1D10A,-0.1116,0.8799002359730227,,,,,neither
TBC1D10B,-0.2196,0.8524421957630217,,,,,neither
TBC1D10C,-0.1356,0.9414295320089094,,,,,neither
TBC1D12,-0.0217,0.9823944221865752,,,,,neither
TBC1D13,0.1068,0.9809603233571884,,,,,neither
TBC1D14,-0.0866,0.8943774342954771,,,,,neither
TBC1D15,-0.0136,0.988903223701504,,,,,neither
TBC1D16,0.0015,0.9965096133065402,,,,,neither
TBC1D17,0.1599,0.9020296443327318,,,,,neither
TBC1D19,0.1785,0.9317321247622332,,,,,neither
TBC1D2,0.0371,0.9996766705997132,,,,,neither
TBC1D20,0.2263,0.9020296443327318,,,,,neither
TBC1D21,-0.1131,0.9773106863644524,,,,,neither
TBC1D22A,-0.0206,0.9851360850459384,,,,,neither
TBC1D22B,-0.1655,0.9773106863644524,,,,,neither
TBC1D23,-0.0924,0.9179596791089212,,,,,neither
TBC1D24,-0.0069,0.9975894567911704,,,,,neither
TBC1D25,-0.085,0.9105634557569428,,,,,neither
TBC1D26,0.0527,0.9919488452605149,,,,,neither
TBC1D28,-0.0197,0.9851360850459384,,,,,neither
TBC1D2B,-0.3646,0.6780490098953341,,,,,NF1_specific
TBC1D30,-0.1816,0.872350593327926,,,,,neither
TBC1D31,0.1525,0.942520063980189,,,,,neither
TBC1D32,-0.0037,0.988903223701504,,,,,neither
TBC1D4,0.2136,0.8127593299275937,,,,,neither
TBC1D5,0.0438,0.9604607430076788,,,,,neither
TBC1D7,-0.0395,0.997844500398824,,,,,neither
TBC1D8,-0.1236,0.9414295320089094,,,,,neither
TBC1D8B,0.0657,0.9958888902424652,,,,,neither
TBC1D9,0.0016,0.9973870603956084,,,,,neither
TBC1D9B,0.0765,0.9589413673375512,,,,,neither
TBCA,0.0079,0.9935679037459302,,,,,neither
TBCB,-0.2673,0.7508127998614137,,,,,neither
TBCC,-0.1407,0.887094148871769,,,,,neither
TBCCD1,0.0345,0.9926867186850832,,,,,neither
TBCD,-0.2643,0.7545748047716607,,,,,neither
TBCE,-0.154,0.9798187700052512,,,,,neither
TBCEL,0.2148,0.8004009429878707,,,,,neither
TBCK,0.2415,0.8922470905174421,,,,,neither
TBK1,-0.1039,0.9759186888763725,,,,,neither
TBKBP1,0.0775,0.9975610407095122,,,,,neither
TBL1X,-0.1531,0.9740406419744878,,,,,neither
TBL1XR1,0.2038,0.8922470905174421,,,,,neither
TBL1Y,0.1496,0.9261180186775482,,,,,neither
TBL2,-0.013,0.9973870603956084,,,,,neither
TBL3,-0.0883,0.9975610407095122,,,,,neither
TBP,-0.0048,0.984435320665948,,,,,neither
TBPL1,-0.0686,0.992265324626336,,,,,neither
TBR1,0.1718,0.9393476063473823,,,,,neither
TBRG1,-0.0124,0.9975610407095122,,,,,neither
TBRG4,0.1005,0.988903223701504,,,,,neither
TBX1,-0.0895,0.9540750340640276,,,,,neither
TBX10,-0.0174,0.9919488452605149,,,,,neither
TBX15,0.0502,0.9935679037459302,,,,,neither
TBX18,0.101,0.9604607430076788,,,,,neither
TBX19,-0.0057,0.9935679037459302,,,,,neither
TBX2,0.2684,0.8218040547071178,,,,,neither
TBX20,-0.3253,0.6780490098953341,,,,,NF1_specific
TBX21,0.0336,0.9961234093825128,,,,,neither
TBX22,-0.0108,0.9919488452605149,,,,,neither
TBX3,0.0972,0.9870870778392844,,,,,neither
TBX4,0.0985,0.9055104900912204,,,,,neither
TBX5,0.2583,0.8020157274075624,,,,,neither
TBX6,0.0464,0.9996432343028452,,,,,neither
TBXA2R,-0.332,0.6866422565440923,,,,,NF1_specific
TBXAS1,0.1363,0.921363539366387,,,,,neither
TBXT,0.0853,0.9024949901071614,,,,,neither
TC2N,0.1633,0.8548700217577266,,,,,neither
TCAF1,-0.0755,0.9975610407095122,,,,,neither
TCAIM,0.1079,0.8943774342954771,,,,,neither
TCAP,-0.1463,0.7900593135135635,,,,,neither
TCEA1,-0.0292,0.9984922868374604,,,,,neither
TCEA2,-0.0392,0.9914128545815925,,,,,neither
TCEA3,0.1457,0.9317321247622332,,,,,neither
TCEAL1,-0.1456,0.7766316835727657,,,,,neither
TCEAL2,0.1614,0.9118518737948468,,,,,neither
TCEAL3,0.0853,0.9393476063473823,,,,,neither
TCEAL4,-0.0636,0.9886201045012536,,,,,neither
TCEAL5,-0.0125,0.988903223701504,,,,,neither
TCEAL7,0.0909,0.9805451502182304,,,,,neither
TCEAL8,-0.2251,0.8004009429878707,,,,,neither
TCEAL9,-0.1054,0.9668280819628092,,,,,neither
TCEANC,-0.132,0.8943774342954771,,,,,neither
TCEANC2,0.2695,0.7657630191124716,,,,,neither
TCERG1,-0.0159,0.9823944221865752,,,,,neither
TCERG1L,0.1393,0.942520063980189,,,,,neither
TCF12,0.0651,0.9919488452605149,,,,,neither
TCF15,0.048,0.9919488452605149,,,,,neither
TCF19,-0.0796,0.985732799775182,,,,,neither
TCF20,-0.0306,0.9975610407095122,,,,,neither
TCF21,0.0167,0.9983658360500032,,,,,neither
TCF23,0.0671,0.9839588188603888,,,,,neither
TCF24,0.0757,0.9935679037459302,,,,,neither
TCF25,-0.0034,0.992265324626336,,,,,neither
TCF3,0.0733,0.9993194113770466,,,,,neither
TCF4,0.0109,0.988903223701504,,,,,neither
TCF7,0.0646,0.9823944221865752,,,,,neither
TCF7L1,-0.0821,0.942520063980189,,,,,neither
TCF7L2,-0.0563,0.9796454175630602,,,,,neither
TCFL5,-0.0552,0.9975610407095122,,,,,neither
TCHH,-0.1827,0.8943774342954771,,,,,neither
TCHHL1,-0.0913,0.9658317839680748,,,,,neither
TCHP,0.1546,0.9317321247622332,,,,,neither
TCIM,-0.3025,0.6780490098953341,,,,,NF1_specific
TCIRG1,0.0805,0.9826185942755306,,,,,neither
TCL1A,-0.0395,0.993302184314158,,,,,neither
TCL1B,-0.1767,0.8391304353595854,,,,,neither
TCN1,0.1922,0.9175875627810612,,,,,neither
TCN2,-0.0068,0.988903223701504,,,,,neither
TCOF1,-0.0539,0.988903223701504,,,,,neither
TCP1,-0.2366,0.9024949901071614,,,,,neither
TCP10L,0.2339,0.8548700217577266,,,,,neither
TCP11,0.0025,0.9658239653851955,,,,,neither
TCP11L1,-0.0428,0.9823944221865752,,,,,neither
TCP11L2,0.1546,0.8943774342954771,,,,,neither
TCTA,0.1083,0.9354612676893624,,,,,neither
TCTE1,0.0078,0.9935679037459302,,,,,neither
TCTN1,0.1488,0.942520063980189,,,,,neither
TCTN2,-0.1065,0.9975610407095122,,,,,neither
TCTN3,0.2148,0.8524421957630217,,,,,neither
TDG,0.0556,0.9317321247622332,,,,,neither
TDO2,0.169,0.8922470905174421,,,,,neither
TDP1,-0.0788,0.9658317839680748,,,,,neither
TDP2,0.1903,0.8020157274075624,,,,,neither
TDRD1,0.0285,0.9851360850459384,,,,,neither
TDRD10,0.1542,0.8943774342954771,,,,,neither
TDRD12,-0.1879,0.8745028821941596,,,,,neither
TDRD3,0.1811,0.8218040547071178,,,,,neither
TDRD5,-0.0151,0.9919488452605149,,,,,neither
TDRD6,-0.2132,0.8228039115189821,,,,,neither
TDRD7,0.2067,0.8474406875082359,,,,,neither
TDRD9,-0.1317,0.9393476063473823,,,,,neither
TDRKH,-0.1049,0.9372795921315378,,,,,neither
TDRP,0.1488,0.887094148871769,,,,,neither
TEAD1,0.1715,0.9658317839680748,,,,,neither
TEAD2,0.0421,0.9507420729631676,,,,,neither
TEAD3,0.0318,0.979994458062668,,,,,neither
TEAD4,0.07,0.9540750340640276,,,,,neither
TEC,-0.0231,0.9961234093825128,,,,,neither
TECPR1,0.0073,0.9823944221865752,,,,,neither
TECPR2,-0.0756,0.980777793381442,,,,,neither
TECR,0.1479,0.9317321247622332,,,,,neither
TECRL,-0.0355,0.9914128545815925,,,,,neither
TECTA,-0.1503,0.9510730476215676,,,,,neither
TECTB,0.0363,0.9793628981094148,,,,,neither
TEDC1,0.0288,0.9851360850459384,,,,,neither
TEDC2,-0.0508,0.9941737944430296,,,,,neither
TEDDM1,0.0695,0.9839588188603888,,,,,neither
TEF,-0.238,0.818258030768385,,,,,neither
TEFM,0.0129,0.9935679037459302,,,,,neither
TEK,-0.0073,0.9796939658296868,,,,,neither
TEKT1,-0.0254,0.988903223701504,,,,,neither
TEKT2,-0.0068,0.985732799775182,,,,,neither
TEKT3,-0.2857,0.6780490098953341,,,,,neither
TEKT4,-0.1899,0.9372963462996512,,,,,neither
TEKT5,-0.0465,0.9823944221865752,,,,,neither
TEKTIP1,0.1107,0.9823944221865752,,,,,neither
TEKTL1,-0.0729,0.9317321247622332,,,,,neither
TELO2,-0.0185,0.992265324626336,,,,,neither
TEN1,0.2837,0.7265651525977933,,,,,neither
TENM1,-0.0285,0.978185255550805,,,,,neither
TENM3,0.0674,0.9815963590350912,,,,,neither
TENM4,-0.1218,0.9823944221865752,,,,,neither
TENT2,-0.0498,0.9507420729631676,,,,,neither
TENT4A,-0.3645,0.7248447529296369,,,,,NF1_specific
TENT4B,-0.0974,0.9656114473409808,,,,,neither
TENT5A,-0.0345,0.942520063980189,,,,,neither
TENT5B,-0.0554,0.942520063980189,,,,,neither
TENT5C,-0.3347,0.818258030768385,,,,,NF1_specific
TENT5D,-0.182,0.8391304353595854,,,,,neither
TEP1,-0.1723,0.8797581511850812,,,,,neither
TEPSIN,0.0532,0.9823944221865752,,,,,neither
TERB2,0.173,0.8745028821941596,,,,,neither
TERF2,0.278,0.7888960112466801,,,,,neither
TERF2IP,-0.0468,0.9983658360500032,,,,,neither
TERT,0.1003,0.9123402529703472,,,,,neither
TES,0.1294,0.9796454175630602,,,,,neither
TESC,0.2066,0.8352279779255734,,,,,neither
TESK1,-0.0708,0.9851360850459384,,,,,neither
TESK2,-0.1064,0.8922470905174421,,,,,neither
TESMIN,-0.1678,0.8852978388547172,,,,,neither
TESPA1,-0.0324,0.9823944221865752,,,,,neither
TET1,-0.0723,0.9773106863644524,,,,,neither
TET2,0.0476,0.9975610407095122,,,,,neither
TET3,-0.0916,0.942520063980189,,,,,neither
TEX10,0.0354,0.9474917726075524,,,,,neither
TEX101,0.0223,0.9975610407095122,,,,,neither
TEX11,-0.0199,0.9823944221865752,,,,,neither
TEX12,-0.0891,0.8922470905174421,,,,,neither
TEX13B,-0.0094,0.9975894567911704,,,,,neither
TEX14,-0.0612,0.9851360850459384,,,,,neither
TEX15,0.0336,0.9919839149032108,,,,,neither
TEX19,0.038,0.9851360850459384,,,,,neither
TEX2,-0.1505,0.8943774342954771,,,,,neither
TEX22,0.1412,0.9215965608352348,,,,,neither
TEX26,0.0569,0.9851360850459384,,,,,neither
TEX261,0.1424,0.9477165051276428,,,,,neither
TEX264,0.0233,0.9919488452605149,,,,,neither
TEX29,0.0955,0.9403285958080448,,,,,neither
TEX30,-0.1831,0.9474917726075524,,,,,neither
TEX35,-0.0209,0.9970947017753858,,,,,neither
TEX36,0.1732,0.8020157274075624,,,,,neither
TEX38,0.0409,0.9793104017325636,,,,,neither
TEX44,-0.0931,0.9823944221865752,,,,,neither
TEX46,-0.0636,0.9823944221865752,,,,,neither
TEX47,-0.009,0.9773106863644524,,,,,neither
TEX55,-0.3529,0.5910446511533526,,,,,NF1_specific
TEX9,0.1087,0.9793628981094148,,,,,neither
TF,-0.0709,0.9823944221865752,,,,,neither
TFAM,0.0157,0.9996766705997132,,,,,neither
TFAP2A,0.1913,0.6780490098953341,,,,,neither
TFAP2B,-0.3635,0.7645918294910587,,,,,NF1_specific
TFAP2C,-0.0381,0.9713493735078146,,,,,neither
TFAP2D,0.165,0.9179596791089212,,,,,neither
TFAP2E,-0.1005,0.9975555057260228,,,,,neither
TFAP4,0.3573,0.5233633374815786,,,,,neither
TFB1M,0.0133,0.9975610407095122,,,,,neither
TFB2M,0.0053,0.9944547156000132,,,,,neither
TFCP2,-0.1092,0.9580342868454704,,,,,neither
TFCP2L1,-0.3009,0.7297637036844843,,,,,NF1_specific
TFDP1,0.0399,0.985732799775182,,,,,neither
TFDP2,0.0891,0.9823944221865752,,,,,neither
TFDP3,0.1239,0.8943774342954771,,,,,neither
TFE3,0.2458,0.8273583178811125,,,,,neither
TFEB,0.0528,0.9993194113770466,,,,,neither
TFEC,-0.1051,0.930514053240566,,,,,neither
TFF1,0.0754,0.9823944221865752,,,,,neither
TFF2,-0.088,0.9020296443327318,,,,,neither
TFF3,-0.064,0.988903223701504,,,,,neither
TFG,0.2727,0.7119858820355325,,,,,neither
TFIP11,0.0398,0.9914128545815925,,,,,neither
TFPI,0.078,0.9773106863644524,,,,,neither
TFPI2,0.3221,0.6451632751223236,,,,,neither
TFPT,-0.0962,0.8990645357508448,,,,,neither
TFR2,0.0482,0.9865870096025348,,,,,neither
TFRC,0.0686,0.942520063980189,,,,,neither
TG,-0.0951,0.9773106863644524,,,,,neither
TGDS,0.0866,0.942520063980189,,,,,neither
TGFA,-0.0379,0.9949424194863864,,,,,neither
TGFB1,0.103,0.9823944221865752,,,,,neither
TGFB1I1,-0.1064,0.9354612676893624,,,,,neither
TGFB2,-0.0494,0.9913708935793162,,,,,neither
TGFB3,-0.1319,0.942520063980189,,,,,neither
TGFBI,0.2376,0.8273583178811125,,,,,neither
TGFBR1,-0.0755,0.969188119038126,,,,,neither
TGFBR2,-0.0297,0.9886201045012536,,,,,neither
TGFBR3,0.0007,0.9975610407095122,,,,,neither
TGFBR3L,-0.1277,0.8943774342954771,,,,,neither
TGFBRAP1,0.2341,0.7265651525977933,,,,,neither
TGIF1,0.1425,0.9020296443327318,,,,,neither
TGIF2,0.0819,0.9935679037459302,,,,,neither
TGIF2LX,-0.1082,0.942520063980189,,,,,neither
TGM1,-0.249,0.8943774342954771,,,,,neither
TGM2,0.002,0.9935679037459302,,,,,neither
TGM3,0.1431,0.9367609238098936,,,,,neither
TGM4,-0.2962,0.6780490098953341,,,,,neither
TGM5,0.0793,0.9823944221865752,,,,,neither
TGM6,-0.1623,0.8268466907915817,,,,,neither
TGM7,-0.0745,0.9793104017325636,,,,,neither
TGOLN2,-0.0164,0.987900326088462,,,,,neither
TGS1,-0.0717,0.9944547156000132,,,,,neither
TH,0.1568,0.8968646624096835,,,,,neither
THADA,0.1166,0.9796454175630602,,,,,neither
THAP1,-0.1744,0.9179596791089212,,,,,neither
THAP10,0.0593,0.9793104017325636,,,,,neither
THAP11,0.1499,0.887094148871769,,,,,neither
THAP12,0.1274,0.942520063980189,,,,,neither
THAP2,-0.0815,0.9773106863644524,,,,,neither
THAP3,-0.0746,0.9868289567495748,,,,,neither
THAP4,0.17,0.8922470905174421,,,,,neither
THAP5,0.0692,0.942520063980189,,,,,neither
THAP6,0.0094,0.9949424194863864,,,,,neither
THAP7,0.0029,0.9951664807975446,,,,,neither
THAP8,0.0088,0.9953303992568416,,,,,neither
THAP9,0.1781,0.894206121240349,,,,,neither
THBD,-0.1469,0.7265651525977933,,,,,neither
THBS1,-0.1057,0.9823944221865752,,,,,neither
THBS2,0.255,0.7508127998614137,,,,,neither
THBS3,0.121,0.9308961427777628,,,,,neither
THBS4,-0.1693,0.8695492064204181,,,,,neither
THEM4,-0.2667,0.887094148871769,,,,,neither
THEM5,0.0131,0.9868289567495748,,,,,neither
THEM6,-0.149,0.8943774342954771,,,,,neither
THEMIS,-0.1769,0.872350593327926,,,,,neither
THEMIS2,-0.0586,0.992898542535192,,,,,neither
THG1L,-0.0036,0.9996766705997132,,,,,neither
THNSL1,0.1304,0.930514053240566,,,,,neither
THNSL2,-0.1843,0.7644949895520278,,,,,neither
THOC1,0.0218,0.9935679037459302,,,,,neither
THOC2,-0.2111,0.8020157274075624,,,,,neither
THOC3,0.0483,0.9580342868454704,,,,,neither
THOC5,0.2555,0.8391304353595854,,,,,neither
THOC6,0.1062,0.9462645532158002,,,,,neither
THOC7,0.1373,0.9601966365350418,,,,,neither
THOP1,0.2227,0.8725296869685283,,,,,neither
THPO,0.0881,0.9682613726680008,,,,,neither
THRA,-0.1409,0.8931453294192597,,,,,neither
THRAP3,0.0714,0.9796454175630602,,,,,neither
THRB,-0.15,0.8922470905174421,,,,,neither
THRSP,-0.1325,0.9793628981094148,,,,,neither
THSD1,0.1087,0.9773106863644524,,,,,neither
THSD4,-0.1183,0.9653608617226368,,,,,neither
THSD7A,-0.1699,0.9651016409936232,,,,,neither
THTPA,0.3498,0.5598093086198781,,,,,neither
THUMPD1,-0.0533,0.9958888902424652,,,,,neither
THUMPD2,-0.2549,0.7219270726160641,,,,,neither
THUMPD3,0.3188,0.5559311675252981,,,,,neither
THY1,0.1133,0.9823944221865752,,,,,neither
THYN1,-0.0444,0.9970947017753858,,,,,neither
