gene,n_mutant,n_wt,median_mutant,median_wt,cohens_d,ci_lower,ci_upper,mannwhitney_U,mannwhitney_p,fdr,significant
NDRG1,9,89,0.0484839751557269,0.0716768483500723,-0.09335515591663977,-0.7790387767400389,0.5923284649067593,373.0,0.739783922333016,0.9876709353512038,False
IFNA1,7,82,-0.0070279407452134,-0.0260945216073368,-0.09326484806789884,-0.8651551323777119,0.6786254362419143,295.0,0.9109631069399773,0.9949051506736636,False
PARP15,9,89,-0.06278026871058,-0.0154927280322101,-0.09325638003719751,-0.7789397374241768,0.5924269773497818,347.0,0.5144156592966908,0.9680926938338542,False
GRP,9,89,-0.0240072294531686,-0.0154952380921687,-0.09322200687587893,-0.7789052726546233,0.5924612589028655,369.0,0.7029470027687048,0.9830402984437409,False
HYI,9,89,-0.2057420710973098,-0.2012657116160848,-0.09316894734119195,-0.7788520717767498,0.5925141770943658,389.0,0.8923619609922315,0.9940325726875632,False
HTR5A,9,89,0.0684826838124222,0.0920649374814482,-0.09315552630162188,-0.7788386149981525,0.5925275623949089,378.0,0.7866739370115197,0.9876709353512038,False
AKAP6,9,89,-0.0327694385493301,-0.0220105867239589,-0.09310029494266218,-0.7787832366171993,0.592582646731875,374.0,0.7490911091504714,0.9876709353512038,False
MAP1A,9,89,-0.017657824655855,-0.0552806459191034,-0.09306031579545844,-0.7787431511026983,0.5926225195117814,386.0,0.8632641952164612,0.992446642586803,False
TCF23,9,89,0.0337530157053796,0.0565998563666985,-0.09300609747958374,-0.7786887886081945,0.5926765936490269,391.0,0.9118438038130047,0.9949051506736636,False
TRNP1,9,89,-0.2623761941411463,-0.2581387822882853,-0.09286289516846903,-0.7785452058940027,0.5928194155570646,386.0,0.8632641952164612,0.992446642586803,False
UGT2B17,9,89,0.0770434526841741,0.0980488207085674,-0.09284935138615207,-0.7785316261642687,0.5928329233919647,392.0,0.9216053808086834,0.9951406770613334,False
FAM83F,9,89,0.1111587768280587,0.1100227951583811,-0.09282576543962547,-0.7785079776292878,0.5928564467500368,379.0,0.7961516758444203,0.9876709353512038,False
NFIC,9,89,-0.0783398369706871,-0.012342751774774,-0.0927854064538579,-0.7784675115824397,0.5928966986747238,355.0,0.5798760105013072,0.9722981806900074,False
TAF2,9,89,-0.727959458799036,-0.757440555665365,-0.09277925960667928,-0.7784613484334819,0.5929028292201233,380.0,0.8056595809967255,0.9881853715611386,False
SLC13A3,9,89,-0.0150457604409193,-0.0082461790580506,-0.09276879221656349,-0.7784508532857524,0.5929132688526253,382.0,0.824760488521044,0.9895470270773395,False
PASK,9,89,0.054969699195296,0.0432099725197623,-0.09269850400079582,-0.7783803787595212,0.5929833707579295,384.0,0.8439657314175099,0.9912976241351611,False
PDXDC1,9,89,-0.2516955334044065,-0.2094623961410517,-0.09265338827842125,-0.7783351435248965,0.5930283669680539,354.0,0.5714839909306875,0.9702944267946366,False
DUOX1,9,89,-0.0461126020029868,-0.0251412583073783,-0.09264069507485648,-0.7783224167073215,0.5930410265576085,374.0,0.7490911091504714,0.9876709353512038,False
CERS1,9,89,-0.0525853997279832,-0.0865466031110786,-0.09262249574837489,-0.7783041691936041,0.5930591776968543,431.0,0.7120950087684912,0.9840489123101998,False
SMARCC2,9,89,-0.0742589910491065,-0.0895491258986747,-0.09261790622873085,-0.7782995675235616,0.5930637550660998,381.0,0.8151963052383454,0.9881885444313664,False
KLHL3,9,89,-0.1257711701233864,-0.1039930136615451,-0.09250981894347969,-0.7781911942595725,0.5931715563726132,326.0,0.3626599592774996,0.9511213632162978,False
FREY1,9,89,-0.0915176053575661,-0.0980384618969147,-0.09250424392174068,-0.7781856044964219,0.5931771166529405,381.0,0.8151963052383454,0.9881885444313664,False
CD1D,9,89,-0.2187523508559734,-0.183265327774557,-0.0924576187541084,-0.7781388560778024,0.5932236185695856,349.0,0.5304137020743976,0.9698276949599787,False
C10orf71,9,89,0.1405040079466339,0.1617472495660759,-0.09243087583178852,-0.7781120424901152,0.5932502908265381,368.0,0.6938418099939595,0.9828009712458874,False
TYMP,9,89,-0.004422690685219,-0.0178421970496523,-0.09238645101082575,-0.7780675003263917,0.5932945983047402,378.0,0.7866739370115197,0.9876709353512038,False
LAMC3,9,89,-0.1157529793224195,-0.1022207888310936,-0.09238448711960333,-0.7780655312490911,0.5932965570098844,357.0,0.5968311777363734,0.9726238160493421,False
FAM171A2,9,89,-0.2072234497778083,-0.1695587919046191,-0.09232168216077487,-0.7780025604983427,0.593359196176793,373.0,0.739783922333016,0.9876709353512038,False
SLC22A25,9,89,-0.2766282119508935,-0.2739229543191571,-0.09230330001749015,-0.7779841298513763,0.5933775298163959,394.0,0.9411625418414988,0.9965740839588942,False
VPS26A,9,89,-0.2709184003543787,-0.2423797595712365,-0.09226357236710252,-0.7779442974073852,0.5934171526731803,353.0,0.5631501845922312,0.9698276949599787,False
VAMP5,9,89,0.2814887680985756,0.2547051772015719,-0.09217307686020709,-0.7778535633597896,0.5935074096393755,402.0,0.9901851000716895,0.9994376036805778,False
NT5M,9,89,-0.0424732195060885,-0.0200607126228862,-0.09215351983039129,-0.7778339548095718,0.5935269151487892,385.0,0.8536040121127232,0.9919619923002747,False
WFDC10A,9,89,-0.0153379875351657,0.0054632094920442,-0.09214212944978187,-0.7778225344275509,0.5935382755279872,361.0,0.6314001490342833,0.9746587527835514,False
ADAMTS15,9,89,0.0370449037818707,0.0249774757044571,-0.09208852305388501,-0.7777687868861918,0.5935917407784217,396.0,0.9607552474264456,0.997989939844954,False
RBL1,9,89,-0.0843536734202723,-0.0510254455915156,-0.09207641062941979,-0.7777566425811258,0.5936038213222861,354.0,0.5714839909306875,0.9702944267946366,False
EXOC3L1,9,89,-0.0934873759861591,-0.0814006281877693,-0.09203500866917665,-0.7777151316801852,0.5936451143418319,373.0,0.739783922333016,0.9876709353512038,False
SETD1A,9,89,-0.8817817637645614,-0.8721870710261799,-0.09199917948209696,-0.7776792082555419,0.5936808492913481,389.0,0.8923619609922315,0.9940325726875632,False
STMND1,9,89,0.0959613445295042,0.1185355370408144,-0.09192017514489043,-0.7775999962515461,0.5937596459617651,385.0,0.8536040121127232,0.9919619923002747,False
DNAJC22,9,89,-0.1288189809203302,-0.0993875422620934,-0.09183625967639324,-0.7775158604024313,0.5938433410496449,366.0,0.6757645288421903,0.9797957278781688,False
ADGRB2,9,89,-0.0992932909906373,-0.1195143179185182,-0.09182552609194095,-0.7775050986437216,0.5938540464598397,394.0,0.9411625418414988,0.9965740839588942,False
PCBP3,9,89,0.0145782530692978,0.0267433751177725,-0.09181046596543345,-0.7774899989918991,0.5938690670610323,385.0,0.8536040121127232,0.9919619923002747,False
GCNT1,9,89,0.090379558081938,0.063527749418946,-0.09176544736561829,-0.7774448622793704,0.5939139675481337,388.0,0.8826445984114557,0.993827334010412,False
SFTPA2,9,89,0.0279874080626894,0.0376037939707036,-0.0917618315053991,-0.7774412369349389,0.5939175739241408,381.0,0.8151963052383454,0.9881885444313664,False
DPYSL5,9,89,-0.0938549538742256,-0.0673985344290938,-0.09160063902302862,-0.7772796220326595,0.5940783439866023,359.0,0.6140084308995155,0.9738002100176201,False
PANX3,9,89,0.0656367024615305,0.0908529137025945,-0.0915622664295985,-0.7772411489896819,0.5941166161304848,366.0,0.6757645288421903,0.9797957278781688,False
CRELD1,9,89,-0.0310724201740493,-0.002793746544905,-0.09150154931935044,-0.7771802730236633,0.5941771743849625,354.0,0.5714839909306875,0.9702944267946366,False
METTL2A,7,82,-0.104089804943404,-0.11075624114502064,-0.0912812037645712,-0.8631663705419137,0.6806039630127714,293.0,0.9346461756469252,0.9965740839588942,False
CAPZB,9,89,-1.1636478886722077,-1.315100930315842,-0.09125737607830002,-0.7769354620093524,0.5944207098527524,391.0,0.9118438038130047,0.9949051506736636,False
RETREG1,9,89,0.0800277270754821,0.1038384978511291,-0.09106785398602428,-0.7767454460653073,0.5946097380932588,329.0,0.3824429774574484,0.9511213632162978,False
