gene,n_mutant,n_wt,median_mutant,median_wt,cohens_d,ci_lower,ci_upper,mannwhitney_U,mannwhitney_p,fdr,significant
ATP6V0C,16,12,-2.910940272547099,-2.8764000276099826,0.16666144675530448,-0.5830839172550243,0.9164068107656332,92.0,0.8709251829918023,0.9980765562705488,False
TCEAL7,16,12,0.033894836323696546,0.028823359324843,0.16672095550598667,-0.5830253160899742,0.9164672271019475,90.0,0.7984673891935195,0.9980561807157505,False
RHCG,16,12,-0.0022714126039314,-0.0815892632439522,0.16715492307412935,-0.582597976853678,0.9169078230019367,120.0,0.2752904346391588,0.9821846946056436,False
PLAG1,16,12,0.0458336390834054,0.0299734413987943,0.16716072362286022,-0.5825922650176398,0.9169137122633604,103.0,0.7628388949505204,0.9980561807157505,False
AS3MT,16,12,-0.0084893716761246,-0.028342187224276352,0.16717050721234883,-0.582582631063803,0.9169236454885007,105.0,0.6931361991189245,0.9959458416453923,False
ARAP2,16,12,0.08778727445855795,0.06257286766129735,0.16718709603705695,-0.5825662959777392,0.9169404880518531,102.0,0.7984673891935195,0.9980561807157505,False
FBXO40,16,12,-0.048153477497181255,-0.08670568969779095,0.16726910408118165,-0.5824855426774252,0.9170237508397886,104.0,0.7277059387577536,0.9972806481766054,False
MEP1A,16,12,-0.01391607116923655,0.00031932833579265,0.16729560109814032,-0.5824594512026013,0.917050653398882,97.0,0.9814812325608941,0.9991190226956232,False
TUBB3,16,12,-0.0296581641658036,-0.05808173467814935,0.1673214134187964,-0.5824340340062235,0.9170768608438162,105.0,0.6931361991189245,0.9959458416453923,False
MDN1,16,12,-1.4665829505489638,-1.4647859926926783,0.16734688550140378,-0.5824089518992273,0.9171027229020348,98.0,0.9444835801635669,0.9991190226956232,False
VWA3A,16,12,-0.06060044941296265,-0.1131666459973191,0.16738960411617296,-0.582366887435945,0.917146095668291,105.0,0.6931361991189245,0.9959458416453923,False
SMIM5,16,12,-0.06187983133756696,-0.13925378607962194,0.16741668022117728,-0.5823402260343401,0.9171735864766947,105.0,0.6931361991189245,0.9959458416453923,False
PEG10,16,12,0.15770914326745694,0.18175938376699918,0.16744012761100524,-0.5823171378237441,0.9171973930457545,101.0,0.8345206400999458,0.9980765562705488,False
CKAP2,16,12,-0.19741313347117778,-0.23806538032680707,0.16747622697877,-0.582281591542746,0.9172340455002859,107.0,0.6259392816271419,0.9913259729589504,False
MRPL34,16,12,-0.773055258679139,-0.8617510537528821,0.16752798562656493,-0.5822306261084863,0.9172865973616161,111.0,0.5008546654285486,0.9853668768916706,False
RBM6,16,12,-0.12479046824394135,-0.1083371818777443,0.1675335514808563,-0.582225145566776,0.9172922485284887,92.0,0.8709251829918023,0.9980765562705488,False
GTF2E2,16,12,-1.1635441595518141,-1.1952764007275232,0.167644355736499,-0.5821160402900152,0.9174047517630133,109.0,0.5617137219006605,0.9886030997089829,False
CLDN18,16,12,-0.0257181157868122,-0.047350370155874705,0.16768971585827974,-0.5820713760049743,0.9174508077215338,100.0,0.8709251829918023,0.9980765562705488,False
TYROBP,16,12,0.0170141837397797,0.032980026661456746,0.16770116901488186,-0.5820600985726081,0.9174624366023718,103.0,0.7628388949505204,0.9980561807157505,False
TSPYL1,16,12,0.00784877442987595,0.052151261087284254,0.1677428587366293,-0.5820190485916377,0.9175047660648963,96.0,1.0,1.0,False
DGAT1,16,12,-0.022005556219575652,-0.029726247423344003,0.16795024735877775,-0.5818148447625185,0.917715339480074,111.0,0.5008546654285486,0.9853668768916706,False
SUGT1,16,12,-0.6274664399064036,-0.6656064947734788,0.16804687230963342,-0.5817197049857159,0.9178134496049828,108.0,0.5934286442678816,0.9886030997089829,False
CD82,16,12,-0.0511054148048055,-0.0662504466219578,0.1681523411507426,-0.5816158582253924,0.9179205405268777,114.0,0.41655233481168497,0.9841364084625839,False
PMF1,16,12,-1.1498105732847272,-1.1421906697010038,0.1682164075128241,-0.5815527776808963,0.9179855927065445,90.0,0.7984673891935195,0.9980561807157505,False
SSRP1,16,12,-1.3233600851441878,-1.2509144523770979,0.16826700876536463,-0.5815029553168316,0.9180369728475608,104.0,0.7277059387577536,0.9972806481766054,False
CMC4,16,12,0.052322361857466804,0.0340122834920423,0.16832111078307568,-0.5814496863319645,0.9180919078981158,108.0,0.5934286442678816,0.9886030997089829,False
GSTA5,16,12,-0.0097219639874543,-0.049894348213597,0.1683257948873481,-0.581445074363483,0.9180966641381793,110.0,0.5308416334292907,0.988389001759321,False
RYR3,16,12,0.09759409975883204,0.09160310983672365,0.16836609867464425,-0.5814053913422054,0.9181375886914939,102.0,0.7984673891935195,0.9980561807157505,False
MEF2D,16,12,-0.10915482010863051,-0.0950312925634796,0.16838787737990515,-0.5813839481380297,0.91815970289784,97.0,0.9814812325608941,0.9991190226956232,False
RNF43,16,12,0.0971064670648472,0.07888405363498094,0.16841258035389814,-0.5813596257658444,0.9181847864736408,109.0,0.5617137219006605,0.9886030997089829,False
HADHB,16,12,0.0695711510497619,0.02456811388906105,0.16846112894185153,-0.5813118253341731,0.9182340832178761,106.0,0.659193864409487,0.9929777495131729,False
ZNF222,16,12,-0.0871845880683204,-0.1478663580461626,0.16849574001132187,-0.5812777477685644,0.9182692277912081,112.0,0.4717901363333026,0.9841364084625839,False
FCGR2B,16,12,-0.17756592556666764,-0.1876521768207433,0.16850933630682516,-0.5812643610797111,0.9182830336933615,104.0,0.7277059387577536,0.9972806481766054,False
OR51M1,14,11,-0.13340351508624254,-0.131339990525564,0.16864988392055472,-0.6224244997737355,0.9597242676148449,80.0,0.8911396975985915,0.9991190226956232,False
FRMD1,16,12,0.0458166465431089,0.08247008561877905,0.16873261316143265,-0.581044528773233,0.9185097550960982,97.0,0.9814812325608941,0.9991190226956232,False
ATP2C2,16,12,-0.0275048093002377,-0.0097587923684541,0.16884055472601955,-0.5809382540800976,0.9186193635321367,91.0,0.8345206400999458,0.9980765562705488,False
HELB,16,12,-0.0902426715887861,-0.08294308015924659,0.16895200488761977,-0.5808285260855677,0.9187325358608072,101.0,0.8345206400999458,0.9980765562705488,False
